bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
75,0,6,1,1,2.0591875099820103e-18,4.0138306484371546e-18,0.5130230172475727,-117555661114590186,3410203788624878648,296266238222226752,3236042978902601907,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
74,0,6,1,1,1.1999592671847222e-18,6.446005604858075e-18,0.18615547995806347,657364638208943142,7485716996707028475,-83029750100734940,7698871001841576060,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
72,0,6,1,1,1.1645813981717161e-18,3.313782241569347e-17,0.035143570496659775,1237952319722036040,-4277513941784085,542925210883872716,379349535910465304,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
73,0,6,1,1,1.0830931505053432e-18,3.6989612946404825e-17,0.029281007943355992,-150635163362724770,825683528654451721,489333772129448945,260818320254822337,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
74,1,6,1,1,8.564068962332128e-19,1.2426549958118397e-17,0.06891751122552829,-973151815530293030,3084189459680478764,57059458477143282,2761577611763911622,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
76,0,6,1,1,7.757615226621627e-19,3.11038824453908e-18,0.2494098683738823,6812919584367654788,154472767096996570,6739152105592719528,-1035010732138359438,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
75,1,6,1,1,5.79922908211016e-19,3.640303453644913e-18,0.15930619949563787,3223249292185622923,-1112120438269263546,4327248501242097988,37985193903537173,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
74,3,6,1,1,4.970036116793165e-19,5.976124323402477e-17,0.008316487154275765,2323012832525637,3348101135324927937,-1779613188881158393,3882014758992352862,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
77,0,6,1,1,4.560772964272153e-19,3.3469291946321533e-18,0.1362673871794712,5885418741801959504,-1003256324734004779,6142452833458730707,1007512797700748590,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
73,1,6,1,1,4.109797423794415e-19,8.646351040763238e-19,0.47532160149625746,-2187853864484759658,281066347673348085,58614765014434922,162954193828328687,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
73,2,6,1,1,3.768596866921369e-19,1.1115407973501997e-17,0.033904260427555344,-830277627296498586,5580920294660880522,4895536954392192,7887624843782711984,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
76,1,6,1,1,3.3533079422095825e-19,6.159504966117929e-18,0.05444119228177242,-1368229111041854003,-1199930253005744183,543567266127893565,786633085669226857,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
72,2,6,1,1,2.774460343025707e-19,8.254482109309526e-17,0.0033611561649599187,-50743304047837343,8316275492496315195,1611002789226060,4984405241290245248,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
78,0,6,1,1,2.3089920674470636e-19,6.731507959085543e-19,0.343012603042474,-1220406668354589179,-1295823903785774114,1991890935285121700,1094455019863137540,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
72,4,6,1,1,2.2394243014523586e-19,1.343024761980524e-17,0.01667448259218942,3255551422264589217,-190720147781593178,7379521370947942812,903614384173059,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
76,2,6,1,1,2.1097846392749645e-19,6.2622431491369054e-18,0.033690557664879967,-2701416606086307728,-1093298591439865485,40779016779321116,2324763129141443524,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
72,1,6,1,1,1.5678751093488783e-19,6.659686442881e-17,0.002354277671773704,5900275192187849678,-741109841104103322,59791066963029860,71152370473969808,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
72,3,6,1,1,1.4739430881279897e-19,3.4323909773564436e-17,0.004294216765664587,41499847744042660,7428123666920130,-4785971550808617481,4012370489646161325,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
75,2,6,1,1,1.2331508474878172e-19,3.4991885505338714e-17,0.0035241051737542844,37243069542541659,796192468337877288,-6414706408248185351,-3022397096055268256,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
75,3,6,1,1,9.847342622909653e-20,7.672932394771704e-18,0.012833871219326238,7110422165501868830,4086549247870432,-2056915584072744609,-2022205772371948418,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
73,8,6,1,1,9.785632678295577e-20,6.025645537690706e-18,0.0162399739863322,-6882586442305849406,-1350860701991963966,88492892528701,5121384747439876851,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
73,4,6,1,1,7.78945741073754e-20,3.2153798715281986e-16,0.00024225620990266957,899550471407744,-7165022341441761164,3553753330412559908,4159714308089142804,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
74,5,6,1,1,6.346789720242837e-20,7.052278110056474e-18,0.008999630504067022,-8216880946225556472,-2444710529770338710,6143343617082861009,184498813597688,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
