a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
2699999999,27,99999999,valid,UInt32,1.0,2700000000,27,100000000,valid,UInt32,2
2289999999,229,9999999,valid,UInt32,1.0,2290000000,229,10000000,valid,UInt32,2
2099999999,210,9999999,valid,UInt32,1.0,2100000000,210,10000000,valid,UInt32,2
2099999999,21,99999999,valid,UInt64,1.0,2100000000,21,100000000,valid,UInt64,2
2099999999,21,99999999,valid,UInt32,1.0,2100000000,21,100000000,valid,UInt32,2
1899999999,19,99999999,valid,UInt32,1.0,1900000000,19,100000000,valid,UInt32,2
1779999999,178,9999999,valid,Int64,1.0,1780000000,178,10000000,valid,Int64,2
1769999999,177,9999999,valid,UInt32,1.0,1770000000,177,10000000,valid,UInt32,4
1729999999,173,9999999,valid,UInt32,1.0,1730000000,173,10000000,valid,UInt32,3
1699999999,17,99999999,valid,Int64,1.0,1700000000,17,100000000,valid,Int64,2
1499999999,15,99999999,valid,UInt64,1.0,1500000000,15,100000000,valid,UInt64,2
1449999999,145,9999999,valid,UInt32,1.0,1450000000,145,10000000,valid,UInt32,2
1209999879,-121,-9999999,valid,Int64,1.0,1209999880,-121,-10000000,valid,Int64,2
1199999999,120,9999999,valid,UInt32,1.0,1200000000,120,10000000,valid,UInt32,2
1179999882,-118,-9999999,valid,Int64,1.0,1179999883,-118,-10000000,valid,Int64,2
1129999999,113,9999999,valid,UInt64,1.0,1130000000,113,10000000,valid,UInt64,2
1119999999,112,9999999,valid,UInt64,1.0,1120000000,112,10000000,valid,UInt64,2
1039999999,104,9999999,valid,Int64,1.0,1040000000,104,10000000,valid,Int64,2
1019999999,102,9999999,valid,UInt64,1.0,1020000000,102,10000000,valid,UInt64,3
1009999999,101,9999999,valid,Int64,1.0,1010000000,101,10000000,valid,Int64,2
999999999,10,99999999,valid,UInt64,1.0,1000000000,10,100000000,valid,UInt64,2
939999999,94,9999999,valid,UInt64,1.0,940000000,94,10000000,valid,UInt64,2
829999999,83,9999999,valid,Int64,1.0,830000000,83,10000000,valid,Int64,2
789999999,79,9999999,valid,UInt32,1.0,790000000,79,10000000,valid,UInt32,2
739999999,74,9999999,valid,Int64,1.0,740000000,74,10000000,valid,Int64,3
729999999,73,9999999,valid,UInt64,1.0,730000000,73,10000000,valid,UInt64,2
699999999,70,9999999,valid,UInt32,1.0,700000000,70,10000000,valid,UInt32,2
699999930,-70,-9999999,valid,Int64,1.0,699999931,-70,-10000000,valid,Int64,2
629999999,63,9999999,valid,UInt64,1.0,630000000,63,10000000,valid,UInt64,2
509999999,51,9999999,valid,Int64,1.0,510000000,51,10000000,valid,Int64,2
409999999,41,9999999,valid,Int64,1.0,410000000,41,10000000,valid,Int64,2
339999966,-34,-9999999,valid,Int64,1.0,339999967,-34,-10000000,valid,Int64,2
309999969,-31,-9999999,valid,Int64,1.0,309999970,-31,-10000000,valid,Int64,2
101999898,-102,-999999,valid,Int64,1.0,101999899,-102,-1000000,valid,Int64,2
82999999,83,999999,valid,Int64,1.0,83000000,83,1000000,valid,Int64,2
38999,39,999,valid,UInt16,1.0,39000,39,1000,valid,UInt16,2
24699,247,99,valid,Int64,1.0,24700,247,100,valid,Int64,2
23999,24,999,valid,UInt64,1.0,24000,24,1000,valid,UInt64,2
22899,229,99,valid,UInt16,1.0,22900,229,100,valid,UInt16,2
21699,217,99,valid,UInt16,1.0,21700,217,100,valid,UInt16,2
19999,200,99,valid,Int64,1.0,20000,200,100,valid,Int64,2
19799,198,99,valid,UInt16,1.0,19800,198,100,valid,UInt16,2
19699,197,99,valid,UInt16,1.0,19700,197,100,valid,UInt16,3
18799,188,99,valid,UInt16,1.0,18800,188,100,valid,UInt16,2
18399,184,99,valid,UInt16,1.0,18400,184,100,valid,UInt16,3
18299,183,99,valid,Int64,1.0,18300,183,100,valid,Int64,3
17999,18,999,valid,Int64,1.0,18000,18,1000,valid,Int64,2
17699,177,99,valid,UInt16,1.0,17700,177,100,valid,UInt16,2
17199,172,99,valid,UInt16,1.0,17200,172,100,valid,UInt16,2
16899,169,99,valid,UInt16,1.0,16900,169,100,valid,UInt16,2
16099,161,99,valid,Int64,1.0,16100,161,100,valid,Int64,2
14399,144,99,valid,UInt16,1.0,14400,144,100,valid,UInt16,2
13799,138,99,valid,UInt16,1.0,13800,138,100,valid,UInt16,2
12672,-128,-99,valid,Int64,1.0,12673,-128,-100,valid,Int64,2
12599,126,99,valid,Int64,1.0,12600,126,100,valid,Int64,2
11299,113,99,valid,Int64,1.0,11300,113,100,valid,Int64,2
11286,-114,-99,valid,Int64,1.0,11287,-114,-100,valid,Int64,3
10899,109,99,valid,UInt64,1.0,10900,109,100,valid,UInt64,2
10599,106,99,valid,Int64,1.0,10600,106,100,valid,Int64,4
9405,-95,-99,valid,Int64,1.0,9406,-95,-100,valid,Int64,2
9299,93,99,valid,UInt16,1.0,9300,93,100,valid,UInt16,2
8799,88,99,valid,Int64,1.0,8800,88,100,valid,Int64,3
8199,82,99,valid,UInt16,1.0,8200,82,100,valid,UInt16,2
8099,81,99,valid,Int64,1.0,8100,81,100,valid,Int64,3
7399,74,99,valid,UInt16,1.0,7400,74,100,valid,UInt16,2
7299,73,99,valid,Int64,1.0,7300,73,100,valid,Int64,2
6999,7,999,valid,Int64,1.0,7000,7,1000,valid,Int64,2
6336,-64,-99,valid,Int64,1.0,6337,-64,-100,valid,Int64,2
4999,50,99,valid,UInt16,1.0,5000,50,100,valid,UInt16,2
4699,47,99,valid,Int64,1.0,4700,47,100,valid,Int64,2
4356,-44,-99,valid,Int64,1.0,4357,-44,-100,valid,Int64,2
3499,35,99,valid,Int64,1.0,3500,35,100,valid,Int64,2
1107,-123,-9,valid,Int64,1.0,1108,-123,-10,valid,Int64,2
251,25,10,valid,UInt64,1.0,251,26,9,valid,UInt64,2
249,25,9,valid,UInt64,1.0,250,25,10,valid,UInt64,2
233,23,10,valid,UInt64,1.0,233,24,9,valid,UInt64,2
232,23,10,valid,UInt64,1.0,232,24,9,valid,UInt64,2
228,22,10,valid,UInt64,1.0,228,23,9,valid,UInt64,3
227,22,10,valid,UInt64,1.0,227,23,9,valid,UInt64,3
222,22,10,valid,UInt64,1.0,222,23,9,valid,UInt64,2
219,21,10,valid,UInt64,1.0,219,22,9,valid,UInt64,3
218,21,10,valid,UInt64,1.0,218,22,9,valid,UInt64,4
214,21,10,valid,UInt64,1.0,214,22,9,valid,UInt64,3
213,21,10,valid,UInt64,1.0,213,22,9,valid,UInt64,3
211,2,105,valid,UInt64,1.0,211,3,70,valid,UInt64,2
209,21,9,valid,UInt64,1.0,210,21,10,valid,UInt64,3
201,20,10,valid,UInt64,1.0,201,21,9,valid,UInt64,4
200,2,100,valid,UInt64,1.0,200,3,66,valid,UInt64,2
199,20,9,valid,UInt64,1.0,200,20,10,valid,UInt64,3
199,19,10,valid,UInt64,1.0,199,20,9,valid,UInt64,2
197,19,10,valid,UInt64,1.0,197,20,9,valid,UInt64,2
193,19,10,valid,UInt64,1.0,193,20,9,valid,UInt64,2
189,18,10,valid,UInt64,1.0,189,19,9,valid,UInt64,2
188,18,10,valid,UInt64,1.0,188,19,9,valid,UInt64,3
183,18,10,valid,UInt64,1.0,183,19,9,valid,UInt64,2
181,18,10,valid,UInt64,1.0,181,19,9,valid,UInt64,3
179,18,9,valid,UInt64,1.0,180,18,10,valid,UInt64,3
179,17,10,valid,UInt64,1.0,179,18,9,valid,UInt64,3
175,17,10,valid,UInt64,1.0,175,18,9,valid,UInt64,2
174,17,10,valid,UInt64,1.0,174,18,9,valid,UInt64,3
173,17,10,valid,UInt64,1.0,173,18,9,valid,UInt64,2
172,17,10,valid,UInt64,1.0,172,18,9,valid,UInt64,2
171,17,10,valid,UInt64,1.0,171,18,9,valid,UInt64,2
169,17,9,valid,UInt64,1.0,170,17,10,valid,UInt64,3
168,16,10,valid,UInt64,1.0,168,17,9,valid,UInt64,3
167,16,10,valid,UInt64,1.0,167,17,9,valid,UInt64,2
161,16,10,valid,UInt64,1.0,161,17,9,valid,UInt64,2
159,16,9,valid,UInt64,1.0,160,16,10,valid,UInt64,2
153,15,10,valid,UInt64,1.0,153,16,9,valid,UInt64,2
149,14,10,valid,UInt64,1.0,149,15,9,valid,UInt64,2
141,14,10,valid,UInt64,1.0,141,15,9,valid,UInt64,2
137,13,10,valid,UInt64,1.0,137,14,9,valid,UInt64,2
135,13,10,valid,UInt64,1.0,135,14,9,valid,UInt64,2
129,13,9,valid,UInt64,1.0,130,13,10,valid,UInt64,5
129,12,10,valid,UInt64,1.0,129,13,9,valid,UInt64,2
127,12,10,valid,UInt64,1.0,127,13,9,valid,UInt64,2
126,12,10,valid,Int64,1.0,126,13,9,valid,Int64,3
126,12,10,valid,UInt64,1.0,126,13,9,valid,UInt64,2
125,12,10,valid,Int64,1.0,125,13,9,valid,Int64,3
125,12,10,valid,UInt64,1.0,125,13,9,valid,UInt64,2
124,12,10,valid,UInt64,1.0,124,13,9,valid,UInt64,3
124,-14,-9,valid,Int64,1.0,124,-13,-10,valid,Int64,3
121,12,10,valid,Int64,1.0,121,13,9,valid,Int64,3
119,12,9,valid,UInt64,1.0,120,12,10,valid,UInt64,2
119,11,10,valid,UInt64,1.0,119,12,9,valid,UInt64,2
119,-14,-9,valid,Int64,1.0,119,-13,-10,valid,Int64,2
118,11,10,valid,Int64,1.0,118,12,9,valid,Int64,2
117,-13,-9,valid,Int64,1.0,118,-13,-10,valid,Int64,2
117,-13,-9,valid,Int64,1.0,117,-12,-10,valid,Int64,2
116,-13,-9,valid,Int64,1.0,116,-12,-10,valid,Int64,2
115,11,10,valid,UInt64,1.0,115,12,9,valid,UInt64,2
115,11,10,valid,Int64,1.0,115,12,9,valid,Int64,4
113,11,10,valid,Int64,1.0,113,12,9,valid,Int64,2
112,11,10,valid,Int64,1.0,112,12,9,valid,Int64,4
111,11,10,valid,Int64,1.0,111,12,9,valid,Int64,4
109,11,9,valid,UInt64,1.0,110,11,10,valid,UInt64,2
109,10,10,valid,UInt64,1.0,109,11,9,valid,UInt64,3
108,10,10,valid,UInt64,1.0,108,11,9,valid,UInt64,3
106,10,10,valid,Int64,1.0,106,11,9,valid,Int64,2
