a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
51747,false,DivideError(),error,DivideError,8.0,51747,true,51747,valid,UInt16,2
38507,false,DivideError(),error,DivideError,8.0,38507,true,38507,valid,UInt16,2
32330,false,DivideError(),error,DivideError,8.0,32330,true,32330,valid,Int64,2
255,0,DivideError(),error,DivideError,10.0,255,1,255,valid,UInt64,2
255,false,DivideError(),error,DivideError,10.0,255,true,255,valid,UInt8,3
254,false,DivideError(),error,DivideError,10.0,254,true,254,valid,UInt8,2
251,false,DivideError(),error,DivideError,10.0,251,true,251,valid,UInt8,5
250,false,DivideError(),error,DivideError,10.0,250,true,250,valid,UInt8,3
249,false,DivideError(),error,DivideError,10.0,249,true,249,valid,UInt8,6
248,false,DivideError(),error,DivideError,10.0,248,true,248,valid,UInt8,3
247,false,DivideError(),error,DivideError,10.0,247,true,247,valid,UInt8,7
246,false,DivideError(),error,DivideError,10.0,246,true,246,valid,UInt8,2
245,false,DivideError(),error,DivideError,10.0,245,true,245,valid,UInt8,5
242,false,DivideError(),error,DivideError,10.0,242,true,242,valid,UInt8,3
242,0,DivideError(),error,DivideError,10.0,242,1,242,valid,UInt64,2
241,false,DivideError(),error,DivideError,10.0,241,true,241,valid,UInt8,2
239,false,DivideError(),error,DivideError,10.0,239,true,239,valid,UInt8,3
238,false,DivideError(),error,DivideError,10.0,238,true,238,valid,UInt8,3
237,false,DivideError(),error,DivideError,10.0,237,true,237,valid,UInt8,5
236,false,DivideError(),error,DivideError,10.0,236,true,236,valid,UInt8,3
235,false,DivideError(),error,DivideError,10.0,235,true,235,valid,UInt8,4
234,false,DivideError(),error,DivideError,10.0,234,true,234,valid,UInt8,5
233,0,DivideError(),error,DivideError,10.0,233,1,233,valid,UInt64,2
233,false,DivideError(),error,DivideError,10.0,233,true,233,valid,UInt8,2
232,false,DivideError(),error,DivideError,10.0,232,true,232,valid,UInt8,3
229,0,DivideError(),error,DivideError,10.0,229,1,229,valid,UInt64,2
227,false,DivideError(),error,DivideError,10.0,227,true,227,valid,UInt8,4
226,false,DivideError(),error,DivideError,10.0,226,true,226,valid,UInt8,9
222,false,DivideError(),error,DivideError,10.0,222,true,222,valid,UInt8,4
221,false,DivideError(),error,DivideError,10.0,221,true,221,valid,UInt8,2
220,false,DivideError(),error,DivideError,10.0,220,true,220,valid,UInt8,6
219,false,DivideError(),error,DivideError,10.0,219,true,219,valid,UInt8,2
216,false,DivideError(),error,DivideError,10.0,216,true,216,valid,UInt8,3
214,false,DivideError(),error,DivideError,10.0,214,true,214,valid,UInt8,2
213,false,DivideError(),error,DivideError,10.0,213,true,213,valid,UInt8,4
212,false,DivideError(),error,DivideError,10.0,212,true,212,valid,UInt8,7
211,false,DivideError(),error,DivideError,10.0,211,true,211,valid,UInt8,2
210,false,DivideError(),error,DivideError,10.0,210,true,210,valid,UInt8,2
209,false,DivideError(),error,DivideError,10.0,209,true,209,valid,UInt8,4
209,0,DivideError(),error,DivideError,10.0,209,1,209,valid,UInt64,2
208,false,DivideError(),error,DivideError,10.0,208,true,208,valid,UInt8,3
207,0,DivideError(),error,DivideError,10.0,207,1,207,valid,UInt64,2
204,false,DivideError(),error,DivideError,10.0,204,true,204,valid,UInt8,8
203,false,DivideError(),error,DivideError,10.0,203,true,203,valid,UInt8,2
202,false,DivideError(),error,DivideError,10.0,202,true,202,valid,UInt8,3
200,false,DivideError(),error,DivideError,10.0,200,true,200,valid,UInt8,3
199,false,DivideError(),error,DivideError,10.0,199,true,199,valid,UInt8,4
198,false,DivideError(),error,DivideError,10.0,198,true,198,valid,UInt8,2
197,false,DivideError(),error,DivideError,10.0,197,true,197,valid,UInt8,7
196,false,DivideError(),error,DivideError,10.0,196,true,196,valid,UInt8,4
195,0,DivideError(),error,DivideError,10.0,195,1,195,valid,UInt64,2
194,false,DivideError(),error,DivideError,10.0,194,true,194,valid,UInt8,3
193,false,DivideError(),error,DivideError,10.0,193,true,193,valid,UInt8,6
192,false,DivideError(),error,DivideError,10.0,192,true,192,valid,UInt8,3
191,false,DivideError(),error,DivideError,10.0,191,true,191,valid,UInt8,2
189,false,DivideError(),error,DivideError,10.0,189,true,189,valid,UInt8,2
188,false,DivideError(),error,DivideError,10.0,188,true,188,valid,UInt8,4
187,0,DivideError(),error,DivideError,10.0,187,1,187,valid,UInt8,4
186,false,DivideError(),error,DivideError,10.0,186,true,186,valid,UInt8,2
185,false,DivideError(),error,DivideError,10.0,185,true,185,valid,UInt8,3
184,false,DivideError(),error,DivideError,10.0,184,true,184,valid,UInt8,4
182,0,DivideError(),error,DivideError,10.0,182,1,182,valid,UInt64,2
181,false,DivideError(),error,DivideError,10.0,181,true,181,valid,UInt8,6
179,false,DivideError(),error,DivideError,10.0,179,true,179,valid,UInt8,3
178,false,DivideError(),error,DivideError,10.0,178,true,178,valid,UInt8,2
177,false,DivideError(),error,DivideError,10.0,177,true,177,valid,UInt8,3
176,false,DivideError(),error,DivideError,10.0,176,true,176,valid,UInt8,3
175,false,DivideError(),error,DivideError,10.0,175,true,175,valid,UInt8,2
174,false,DivideError(),error,DivideError,10.0,174,true,174,valid,UInt8,2
172,false,DivideError(),error,DivideError,10.0,172,true,172,valid,UInt8,2
171,false,DivideError(),error,DivideError,10.0,171,true,171,valid,UInt8,4
170,false,DivideError(),error,DivideError,10.0,170,true,170,valid,UInt8,2
169,0,DivideError(),error,DivideError,10.0,169,1,169,valid,UInt64,2
169,false,DivideError(),error,DivideError,10.0,169,true,169,valid,UInt8,3
168,false,DivideError(),error,DivideError,10.0,168,true,168,valid,UInt8,4
168,0,DivideError(),error,DivideError,10.0,168,1,168,valid,UInt64,3
167,false,DivideError(),error,DivideError,10.0,167,true,167,valid,UInt8,2
166,false,DivideError(),error,DivideError,10.0,166,true,166,valid,UInt8,5
165,false,DivideError(),error,DivideError,10.0,165,true,165,valid,UInt8,2
164,false,DivideError(),error,DivideError,10.0,164,true,164,valid,UInt8,4
163,false,DivideError(),error,DivideError,10.0,163,true,163,valid,UInt8,4
162,false,DivideError(),error,DivideError,10.0,162,true,162,valid,UInt8,6
161,false,DivideError(),error,DivideError,10.0,161,true,161,valid,UInt8,3
160,false,DivideError(),error,DivideError,10.0,160,true,160,valid,UInt8,2
159,false,DivideError(),error,DivideError,10.0,159,true,159,valid,UInt8,5
158,false,DivideError(),error,DivideError,10.0,158,true,158,valid,UInt8,2
157,false,DivideError(),error,DivideError,10.0,157,true,157,valid,UInt8,4
156,false,DivideError(),error,DivideError,10.0,156,true,156,valid,UInt8,5
155,false,DivideError(),error,DivideError,10.0,155,true,155,valid,UInt8,4
154,false,DivideError(),error,DivideError,10.0,154,true,154,valid,UInt8,3
152,0,DivideError(),error,DivideError,10.0,152,1,152,valid,UInt64,2
152,false,DivideError(),error,DivideError,10.0,152,true,152,valid,UInt8,4
151,false,DivideError(),error,DivideError,10.0,151,true,151,valid,UInt8,3
151,0,DivideError(),error,DivideError,10.0,151,1,151,valid,UInt64,2
150,false,DivideError(),error,DivideError,10.0,150,true,150,valid,UInt8,6
149,false,DivideError(),error,DivideError,10.0,149,true,149,valid,UInt8,4
148,false,DivideError(),error,DivideError,10.0,148,true,148,valid,UInt8,5
147,0,DivideError(),error,DivideError,10.0,147,1,147,valid,UInt64,2
146,0,DivideError(),error,DivideError,10.0,146,1,146,valid,UInt64,2
145,false,DivideError(),error,DivideError,10.0,145,true,145,valid,UInt8,2
145,0,DivideError(),error,DivideError,10.0,145,1,145,valid,UInt64,2
143,false,DivideError(),error,DivideError,10.0,143,true,143,valid,UInt8,2
142,false,DivideError(),error,DivideError,10.0,142,true,142,valid,UInt8,4
141,false,DivideError(),error,DivideError,10.0,141,true,141,valid,UInt8,7
140,false,DivideError(),error,DivideError,10.0,140,true,140,valid,UInt8,7
139,false,DivideError(),error,DivideError,10.0,139,true,139,valid,UInt8,3
138,0,DivideError(),error,DivideError,10.0,138,1,138,valid,UInt64,2
137,false,DivideError(),error,DivideError,10.0,137,true,137,valid,UInt8,3
136,0,DivideError(),error,DivideError,10.0,136,1,136,valid,UInt64,2
136,false,DivideError(),error,DivideError,10.0,136,true,136,valid,UInt8,3
135,false,DivideError(),error,DivideError,10.0,135,true,135,valid,UInt8,5
134,false,DivideError(),error,DivideError,10.0,134,true,134,valid,UInt8,2
133,false,DivideError(),error,DivideError,10.0,133,true,133,valid,UInt8,3
