a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
2199999999,22,99999999,valid,UInt64,1.0,2200000000,22,100000000,valid,UInt64,2
2179999999,218,9999999,valid,UInt32,1.0,2180000000,218,10000000,valid,UInt32,2
2099999999,21,99999999,valid,UInt64,1.0,2100000000,21,100000000,valid,UInt64,2
1659999999,166,9999999,valid,UInt32,1.0,1660000000,166,10000000,valid,UInt32,2
1419999999,142,9999999,valid,Int64,1.0,1420000000,142,10000000,valid,Int64,2
1389999999,139,9999999,valid,UInt32,1.0,1390000000,139,10000000,valid,UInt32,2
1249999999,125,9999999,valid,Int64,1.0,1250000000,125,10000000,valid,Int64,2
1219999999,122,9999999,valid,Int64,1.0,1220000000,122,10000000,valid,Int64,2
1169999999,117,9999999,valid,UInt64,1.0,1170000000,117,10000000,valid,UInt64,2
1139999999,114,9999999,valid,Int64,1.0,1140000000,114,10000000,valid,Int64,3
1119999999,112,9999999,valid,UInt64,1.0,1120000000,112,10000000,valid,UInt64,2
1059999999,106,9999999,valid,UInt64,1.0,1060000000,106,10000000,valid,UInt64,2
1009999999,101,9999999,valid,UInt32,1.0,1010000000,101,10000000,valid,UInt32,2
879999912,-88,-9999999,valid,Int64,1.0,879999913,-88,-10000000,valid,Int64,2
859999999,86,9999999,valid,Int64,1.0,860000000,86,10000000,valid,Int64,2
699999999,70,9999999,valid,UInt32,1.0,700000000,70,10000000,valid,UInt32,2
619999999,62,9999999,valid,Int64,1.0,620000000,62,10000000,valid,Int64,2
589999999,59,9999999,valid,Int64,1.0,590000000,59,10000000,valid,Int64,2
569999999,57,9999999,valid,Int64,1.0,570000000,57,10000000,valid,Int64,2
549999945,-55,-9999999,valid,Int64,1.0,549999946,-55,-10000000,valid,Int64,2
519999999,52,9999999,valid,UInt64,1.0,520000000,52,10000000,valid,UInt64,2
469999999,47,9999999,valid,Int64,1.0,470000000,47,10000000,valid,Int64,2
329999967,-33,-9999999,valid,Int64,1.0,329999968,-33,-10000000,valid,Int64,2
246999999,247,999999,valid,UInt32,1.0,247000000,247,1000000,valid,UInt32,2
219999999,22,9999999,valid,Int64,1.0,220000000,22,10000000,valid,Int64,2
124999875,-125,-999999,valid,Int64,1.0,124999876,-125,-1000000,valid,Int64,2
101999999,102,999999,valid,Int64,1.0,102000000,102,1000000,valid,Int64,2
100999999,101,999999,valid,Int64,1.0,101000000,101,1000000,valid,Int64,2
18899999,189,99999,valid,Int64,1.0,18900000,189,100000,valid,Int64,2
25999,26,999,valid,Int64,1.0,26000,26,1000,valid,Int64,2
25499,255,99,valid,UInt16,1.0,25500,255,100,valid,UInt16,2
25199,252,99,valid,Int64,1.0,25200,252,100,valid,Int64,2
24699,247,99,valid,Int64,1.0,24700,247,100,valid,Int64,2
24199,242,99,valid,UInt16,1.0,24200,242,100,valid,UInt16,2
21999,22,999,valid,Int64,1.0,22000,22,1000,valid,Int64,2
21599,216,99,valid,UInt16,1.0,21600,216,100,valid,UInt16,2
20999,210,99,valid,Int64,1.0,21000,210,100,valid,Int64,2
20599,206,99,valid,UInt16,1.0,20600,206,100,valid,UInt16,3
20099,201,99,valid,Int64,1.0,20100,201,100,valid,Int64,2
19899,199,99,valid,UInt16,1.0,19900,199,100,valid,UInt16,2
17899,179,99,valid,UInt16,1.0,17900,179,100,valid,UInt16,2
17399,174,99,valid,UInt16,1.0,17400,174,100,valid,UInt16,2
16799,168,99,valid,Int64,1.0,16800,168,100,valid,Int64,2
16099,161,99,valid,UInt16,1.0,16100,161,100,valid,UInt16,2
15999,160,99,valid,Int64,1.0,16000,160,100,valid,Int64,2
15799,158,99,valid,UInt16,1.0,15800,158,100,valid,UInt16,2
15499,155,99,valid,UInt16,1.0,15500,155,100,valid,UInt16,2
15399,154,99,valid,UInt16,1.0,15400,154,100,valid,UInt16,2
14999,15,999,valid,UInt16,1.0,15000,15,1000,valid,UInt16,2
14399,144,99,valid,Int64,1.0,14400,144,100,valid,Int64,3
14299,143,99,valid,UInt16,1.0,14300,143,100,valid,UInt16,4
12999,13,999,valid,Int64,1.0,13000,13,1000,valid,Int64,2
12699,127,99,valid,Int64,1.0,12700,127,100,valid,Int64,2
12599,126,99,valid,UInt64,1.0,12600,126,100,valid,UInt64,2
