a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
2299999999,23,99999999,valid,UInt32,1.0,2300000000,23,100000000,valid,UInt32,2
2169999999,217,9999999,valid,UInt32,1.0,2170000000,217,10000000,valid,UInt32,2
1999999999,200,9999999,valid,UInt32,1.0,2000000000,200,10000000,valid,UInt32,2
1879999999,188,9999999,valid,Int64,1.0,1880000000,188,10000000,valid,Int64,2
1839999999,184,9999999,valid,UInt32,1.0,1840000000,184,10000000,valid,UInt32,2
1699999999,17,99999999,valid,UInt64,1.0,1700000000,17,100000000,valid,UInt64,2
1599999999,160,9999999,valid,UInt32,1.0,1600000000,160,10000000,valid,UInt32,3
1219999999,122,9999999,valid,UInt64,1.0,1220000000,122,10000000,valid,UInt64,2
1209999999,121,9999999,valid,UInt32,1.0,1210000000,121,10000000,valid,UInt32,2
1159999884,-116,-9999999,valid,Int64,1.0,1159999885,-116,-10000000,valid,Int64,2
1109999999,111,9999999,valid,UInt64,1.0,1110000000,111,10000000,valid,UInt64,2
1109999999,111,9999999,valid,Int64,1.0,1110000000,111,10000000,valid,Int64,2
1099999999,11,99999999,valid,Int64,1.0,1100000000,11,100000000,valid,Int64,3
1069999999,107,9999999,valid,Int64,1.0,1070000000,107,10000000,valid,Int64,2
1059999894,-106,-9999999,valid,Int64,1.0,1059999895,-106,-10000000,valid,Int64,2
1019999999,102,9999999,valid,UInt64,1.0,1020000000,102,10000000,valid,UInt64,2
989999999,99,9999999,valid,Int64,1.0,990000000,99,10000000,valid,Int64,2
959999999,96,9999999,valid,Int64,1.0,960000000,96,10000000,valid,Int64,2
959999904,-96,-9999999,valid,Int64,1.0,959999905,-96,-10000000,valid,Int64,2
949999999,95,9999999,valid,UInt64,1.0,950000000,95,10000000,valid,UInt64,2
909999999,91,9999999,valid,Int64,1.0,910000000,91,10000000,valid,Int64,3
899999999,90,9999999,valid,Int64,1.0,900000000,90,10000000,valid,Int64,2
719999999,72,9999999,valid,UInt64,1.0,720000000,72,10000000,valid,UInt64,2
639999999,64,9999999,valid,Int64,1.0,640000000,64,10000000,valid,Int64,2
