a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
51670,false,DivideError(),error,DivideError,8.0,51670,true,51670,valid,UInt16,2
50576,false,DivideError(),error,DivideError,8.0,50576,true,50576,valid,UInt16,2
46067,false,DivideError(),error,DivideError,8.0,46067,true,46067,valid,UInt16,2
31664,false,DivideError(),error,DivideError,8.0,31664,true,31664,valid,Int64,2
30396,false,DivideError(),error,DivideError,8.0,30396,true,30396,valid,Int64,2
16867,false,DivideError(),error,DivideError,8.0,16867,true,16867,valid,Int64,2
9751,false,DivideError(),error,DivideError,9.0,9751,true,9751,valid,Int64,2
8456,false,DivideError(),error,DivideError,9.0,8456,true,8456,valid,Int64,2
5931,false,DivideError(),error,DivideError,9.0,5931,true,5931,valid,UInt16,2
3917,false,DivideError(),error,DivideError,9.0,3917,true,3917,valid,UInt16,2
255,false,DivideError(),error,DivideError,10.0,255,true,255,valid,UInt8,2
254,false,DivideError(),error,DivideError,10.0,254,true,254,valid,UInt8,3
252,0,DivideError(),error,DivideError,10.0,252,1,252,valid,UInt64,3
252,false,DivideError(),error,DivideError,10.0,252,true,252,valid,UInt8,3
251,false,DivideError(),error,DivideError,10.0,251,true,251,valid,UInt8,7
250,false,DivideError(),error,DivideError,10.0,250,true,250,valid,UInt8,3
249,false,DivideError(),error,DivideError,10.0,249,true,249,valid,UInt8,2
249,0,DivideError(),error,DivideError,10.0,249,1,249,valid,UInt64,3
247,false,DivideError(),error,DivideError,10.0,247,true,247,valid,UInt8,3
246,false,DivideError(),error,DivideError,10.0,246,true,246,valid,UInt8,5
246,0,DivideError(),error,DivideError,10.0,246,1,246,valid,UInt64,2
244,false,DivideError(),error,DivideError,10.0,244,true,244,valid,UInt8,5
242,false,DivideError(),error,DivideError,10.0,242,true,242,valid,UInt8,4
239,false,DivideError(),error,DivideError,10.0,239,true,239,valid,UInt8,2
238,false,DivideError(),error,DivideError,10.0,238,true,238,valid,UInt8,3
237,false,DivideError(),error,DivideError,10.0,237,true,237,valid,UInt8,3
236,0,DivideError(),error,DivideError,10.0,236,1,236,valid,UInt8,5
235,false,DivideError(),error,DivideError,10.0,235,true,235,valid,UInt8,4
234,false,DivideError(),error,DivideError,10.0,234,true,234,valid,UInt8,3
233,false,DivideError(),error,DivideError,10.0,233,true,233,valid,UInt8,3
