bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
17,6,7,2,1,6.811769038508959e-9,2.4469953058883368e-5,0.00027837278731665044,30.0,3.1663768e7,1,11,0,213,"ArgumentError(""Month: 31663768 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
23,7,5,2,1,6.528138367741047e-9,5.0265316109612404e-5,0.00012987361610350341,19861.0,562.0,39329,1,35350464,2,"ArgumentError(""Month: 562 out of range (1:12)"")","ArgumentError(""Month: 35350464 out of range (1:12)"")"
32,10,4,2,1,5.9761883842453995e-9,1.601606449927556e-6,0.0037313713269047557,119.0,-1491.0,-13628818,96823,-40355342,1,"ArgumentError(""Month: -1491 out of range (1:12)"")","ArgumentError(""Month: -40355342 out of range (1:12)"")"
22,5,1,2,1,5.957683072935501e-9,0.40740740740740744,1.4623403906296229e-8,-25.0,4.0,6334,63339781,-1,3019,"ArgumentError(""Day: -25 out of range (1:30)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
16,7,1,2,1,5.610212786434958e-9,4.0298345502183483e-7,0.01392169508827845,0.0,-21.0,0,26547330,79,3,"ArgumentError(""Month: -21 out of range (1:12)"")","ArgumentError(""Month: 79 out of range (1:12)"")"
16,7,6,2,1,5.400648820417514e-9,4.019169209839441e-6,0.001343722679601554,0.0,2.9626093e7,1,0,23,100,"ArgumentError(""Month: 29626093 out of range (1:12)"")","ArgumentError(""Month: 23 out of range (1:12)"")"
22,9,2,2,1,5.243775682194365e-9,4.969400272416383e-5,0.00010552129823996982,13.0,-61.0,2024079,24791735,0,1,"ArgumentError(""Month: -61 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
30,6,1,2,1,5.211501259849794e-9,0.0017375947081781124,2.999261700856647e-6,88069.0,5.6546058e7,7156,0,1722333,17576,"ArgumentError(""Month: 56546058 out of range (1:12)"")","ArgumentError(""Month: 1722333 out of range (1:12)"")"
25,8,4,2,1,5.116607323861893e-9,1.1583786328938241e-5,0.0004417042216222298,1.0,117406.0,39007947,32,31,-80278,"ArgumentError(""Month: 117406 out of range (1:12)"")","ArgumentError(""Month: 31 out of range (1:12)"")"
29,12,1,2,1,5.0568648837133425e-9,0.14893617021276595,3.395323564778959e-8,59.0,6.2366859e7,8053373,37,113779669,7,"ArgumentError(""Month: 62366859 out of range (1:12)"")","ArgumentError(""Month: 113779669 out of range (1:12)"")"
30,7,0,2,1,4.877650296351754e-9,0.010003891158878746,4.875753063369444e-7,4.7104201e7,59752.0,-4426012,148,14486,0,"ArgumentError(""Month: 59752 out of range (1:12)"")","ArgumentError(""Month: 14486 out of range (1:12)"")"
15,7,6,2,1,4.8246120210163645e-9,3.2086947918711233e-7,0.015036057755443087,0.0,-2.0,0,3,47831664,88,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Month: 47831664 out of range (1:12)"")"
31,6,3,2,1,4.745787418075137e-9,5.638725425988499e-5,8.416418710870595e-5,921.0,18729.0,11,-2546,43729661,-1386793,"ArgumentError(""Month: 18729 out of range (1:12)"")","ArgumentError(""Month: 43729661 out of range (1:12)"")"
31,8,2,2,1,4.568614553203967e-9,0.00026664312365575475,1.7133817255689677e-5,117568.0,22460.0,0,288,1545546,-46277335,"ArgumentError(""Month: 22460 out of range (1:12)"")","ArgumentError(""Month: 1545546 out of range (1:12)"")"
17,6,1,2,1,4.40912318721288e-9,0.11363636363636365,3.880028404747334e-8,-14.0,1.0,1,78508531,-1,-2,"ArgumentError(""Day: -14 out of range (1:31)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
23,13,8,2,1,4.273543792160057e-9,3.5186518429989236e-8,0.12145401087814768,917.0,-4.18997e7,18696706,2,0,8,"ArgumentError(""Month: -41899700 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
25,11,6,2,1,4.266406398522518e-9,4.057351107327156e-8,0.10515250678744142,1.13250015e8,4.0,-1104,5987116,0,48,"ArgumentError(""Day: 113250015 out of range (1:30)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
23,13,7,2,1,4.239985746130204e-9,3.9741126091120164e-8,0.10669012590153037,3.0,-4.7489165e7,2,-1,15,15294479,"ArgumentError(""Month: -47489165 out of range (1:12)"")","ArgumentError(""Month: 15 out of range (1:12)"")"
25,12,3,2,1,4.175605045412885e-9,2.0715790606335176e-6,0.002015662894437602,1.03002621e8,0.0,1371733,374823,1,2,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Day: 374823 out of range (1:31)"")"
19,12,3,2,1,4.081448323297904e-9,4.2458621384020503e-8,0.09612766948749721,1.0,0.0,0,105599,1,105004689,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Day: 105599 out of range (1:31)"")"
24,12,34,1,1,4.071949752796425e-9,1.3131257721144206e-7,0.031009594353172222,-185.0,-65779.0,0,8,12,-241556645,"ArgumentError(""Month: -65779 out of range (1:12)"")",6645-12-08
20,9,5,2,1,4.0012383753816545e-9,4.466006304705567e-7,0.008959320928781014,-16897.0,5.2868763e7,0,1,518,0,"ArgumentError(""Month: 52868763 out of range (1:12)"")","ArgumentError(""Month: 518 out of range (1:12)"")"
27,7,2,2,1,3.6945489526231497e-9,2.095593779540586e-5,0.00017630081691849173,1.13185775e8,855.0,827983,-26,1,-5422,"ArgumentError(""Month: 855 out of range (1:12)"")","ArgumentError(""Day: -26 out of range (1:31)"")"
22,11,2,2,1,3.6794842862284424e-9,2.936493917881094e-5,0.0001253019549546172,-7.0,6.0,6,25290721,-1,96028686,"ArgumentError(""Day: -7 out of range (1:30)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
29,8,2,2,1,3.626767810789797e-9,6.0289242741809114e-5,6.015613475726611e-5,7674.0,4.018479e6,528,14397,-69837129,7,"ArgumentError(""Month: 4018479 out of range (1:12)"")","ArgumentError(""Month: -69837129 out of range (1:12)"")"
25,9,2,2,1,3.5956634412049693e-9,0.0003368047376966436,1.0675810161683488e-5,-3.6277295e7,445.0,-27742,-1724,0,1,"ArgumentError(""Month: 445 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
19,6,6,2,1,3.5736710183162405e-9,4.08783901676672e-6,0.0008742200961580035,-1.0,20.0,-1,0,64574859,2103,"ArgumentError(""Month: 20 out of range (1:12)"")","ArgumentError(""Month: 64574859 out of range (1:12)"")"
25,12,7,2,1,3.396457121683675e-9,2.8199048129088053e-6,0.001204458074661088,6.0,1.31590171e8,30795712,-377,12,1,"ArgumentError(""Month: 131590171 out of range (1:12)"")","ArgumentError(""Day: -377 out of range (1:31)"")"
20,9,3,2,1,3.3786625920563513e-9,4.2495939652693575e-7,0.007950553910959814,9.0,3876.0,4701,125413187,1,1,"ArgumentError(""Month: 3876 out of range (1:12)"")","ArgumentError(""Day: 125413187 out of range (1:31)"")"
22,11,6,2,1,3.3313815163422043e-9,1.2624949808109765e-7,0.026387285232629263,48.0,5.3426141e7,24696371,0,-1,0,"ArgumentError(""Month: 53426141 out of range (1:12)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
28,13,7,2,1,3.1841515968059472e-9,1.1699625452535538e-7,0.02721584216284359,1.095322e6,70.0,74512779,1,-19510065,0,"ArgumentError(""Month: 70 out of range (1:12)"")","ArgumentError(""Month: -19510065 out of range (1:12)"")"
24,10,4,2,1,2.9727485884619613e-9,4.5282084392873465e-5,6.564955276064578e-5,0.0,528.0,0,-72529120,1919275,102,"ArgumentError(""Month: 528 out of range (1:12)"")","ArgumentError(""Month: 1919275 out of range (1:12)"")"
22,11,1,2,1,2.791383177402693e-9,0.3846153846153846,7.257596261247003e-9,9.877619e6,80.0,-22339436,1,0,64,"ArgumentError(""Month: 80 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
22,10,6,2,1,2.7028124348131667e-9,3.605574552721332e-7,0.007496204544635475,28.0,-7.114475e7,1,940615,-10,0,"ArgumentError(""Month: -71144750 out of range (1:12)"")","ArgumentError(""Month: -10 out of range (1:12)"")"
23,8,4,2,1,2.6738608526747286e-9,4.6095416893362745e-5,5.8007086883723064e-5,-15653.0,0.0,62331795,-4,74034,1,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Month: 74034 out of range (1:12)"")"
22,8,4,2,1,2.6390790595777825e-9,4.307810477245412e-6,0.0006126265474114627,0.0,-444.0,18,1,92942202,-44445,"ArgumentError(""Month: -444 out of range (1:12)"")","ArgumentError(""Month: 92942202 out of range (1:12)"")"
24,11,5,2,1,2.507238694934686e-9,8.20086215877378e-7,0.003057286717412132,993.0,-1.06839401e8,5,3527,-5878,1,"ArgumentError(""Month: -106839401 out of range (1:12)"")","ArgumentError(""Month: -5878 out of range (1:12)"")"
29,5,2,2,1,2.48182247884756e-9,2.4937765724295987e-5,9.952064295918891e-5,36118.0,-7.0,7434,-67118832,1432,-3359,"ArgumentError(""Month: -7 out of range (1:12)"")","ArgumentError(""Month: 1432 out of range (1:12)"")"
14,10,2,2,1,2.4631552869761895e-9,3.042345518912842e-8,0.08096237825927079,0.0,3.0,5,0,0,124280618,"ArgumentError(""Day: 0 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
17,10,4,0,1,2.428467192514896e-9,6.608581348617632e-8,0.03674717862136746,3.0,3.0,-872,1,1,388904709,0872-03-03,4709-01-01
25,8,6,2,1,2.2559003555942363e-9,2.1980208411150212e-6,0.0010263325594537373,269905.0,374.0,11,3450,100365754,1,"ArgumentError(""Month: 374 out of range (1:12)"")","ArgumentError(""Month: 100365754 out of range (1:12)"")"
19,8,4,2,1,2.245811763184355e-9,1.7616433098548844e-5,0.0001274839095190816,30.0,115.0,-1,200373012,1,-5,"ArgumentError(""Month: 115 out of range (1:12)"")","ArgumentError(""Day: 200373012 out of range (1:31)"")"
33,13,0,2,1,2.224645222538195e-9,5.838921834709266e-6,0.0003810027408337391,-2.14614871e8,1.0,9319403,734993,30733112,1,"ArgumentError(""Day: -214614871 out of range (1:31)"")","ArgumentError(""Month: 30733112 out of range (1:12)"")"
25,11,5,2,1,2.1591928003001114e-9,4.140527228978335e-8,0.052147774447383284,-4944.0,1.041979e6,-99886651,2,-1,1,"ArgumentError(""Month: 1041979 out of range (1:12)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
26,13,1,2,1,2.130432743214483e-9,1.5907197574457154e-6,0.0013392885410786668,-2.16060517e8,4.0,10420,3,1747397,73,"ArgumentError(""Day: -216060517 out of range (1:30)"")","ArgumentError(""Month: 1747397 out of range (1:12)"")"
26,13,4,2,1,2.057654739743655e-9,2.096955789690479e-6,0.0009812580455248296,2.508251e6,12.0,1,-205773255,0,10549,"ArgumentError(""Day: 2508251 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
35,7,1,2,1,2.036806908886981e-9,0.14893617021276595,1.3675703531098303e-8,222661.0,1.0,-61213,15722267,64903,224082210,"ArgumentError(""Day: 222661 out of range (1:31)"")","ArgumentError(""Month: 64903 out of range (1:12)"")"
24,8,2,2,1,2.030847947612095e-9,5.41974732765898e-6,0.0003747126618335001,2.0,-179.0,62855549,-769382,-2,25,"ArgumentError(""Month: -179 out of range (1:12)"")","ArgumentError(""Month: -2 out of range (1:12)"")"
19,9,33,1,1,2.003808528510197e-9,8.712718228042828e-7,0.002299866099262481,1.0,7.0,490294419,63,6021,-1,4419-07-01,"ArgumentError(""Month: 6021 out of range (1:12)"")"
20,9,0,2,1,1.997375416744324e-9,4.3227599529822705e-7,0.004620602204307773,0.0,-2.0,-65306832,0,15,-3744,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Month: 15 out of range (1:12)"")"
34,12,2,2,1,1.9395798213796997e-9,2.9104428158951534e-8,0.06664208658513536,-4.0,232060.0,-2020966,-257533838,1,9416530,"ArgumentError(""Month: 232060 out of range (1:12)"")","ArgumentError(""Day: -257533838 out of range (1:31)"")"
29,10,8,2,1,1.916009378048189e-9,2.740616795279307e-7,0.006991161191701451,-893.0,10.0,22928,1,-244118092,1567538,"ArgumentError(""Day: -893 out of range (1:31)"")","ArgumentError(""Month: -244118092 out of range (1:12)"")"
33,10,5,2,1,1.8907802579719375e-9,2.5065728999632537e-7,0.007543288519554553,-1.4529201e7,981415.0,-1,-486709,0,96116287,"ArgumentError(""Month: 981415 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
23,9,1,2,1,1.8853366505666867e-9,1.659721873247986e-5,0.00011359352919035675,-4609.0,15.0,-58878408,2,0,55953,"ArgumentError(""Month: 15 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
27,9,8,2,1,1.834083570101249e-9,4.1392136717751886e-7,0.004430995149169634,110.0,0.0,2103258,-4,117580011,-6368,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Month: 117580011 out of range (1:12)"")"
37,8,6,2,1,1.7976391870209304e-9,2.0134407173458877e-7,0.008928195260651,7.9229979e7,-1.51963217e8,4486,32670325,2840,197,"ArgumentError(""Month: -151963217 out of range (1:12)"")","ArgumentError(""Month: 2840 out of range (1:12)"")"
20,8,9,2,1,1.786682459883633e-9,4.3760534614477727e-7,0.00408286250527782,59.0,11.0,78,0,261191732,5183,"ArgumentError(""Day: 59 out of range (1:30)"")","ArgumentError(""Month: 261191732 out of range (1:12)"")"
34,10,1,2,1,1.7213824348807492e-9,6.313120831655761e-5,2.7266743038550033e-5,1.0,1.1731512e7,11475178,766,156509426,-1793,"ArgumentError(""Month: 11731512 out of range (1:12)"")","ArgumentError(""Month: 156509426 out of range (1:12)"")"
29,11,7,2,1,1.7197463370684614e-9,2.2750458983785747e-8,0.07559172051403994,1.1915161e8,-2.0,15735,48,-30549751,38,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Month: -30549751 out of range (1:12)"")"
22,11,8,2,1,1.693477115136754e-9,2.2123932689172974e-7,0.007654503107241458,14.0,1.27188533e8,6663565,1,0,-2,"ArgumentError(""Month: 127188533 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
20,9,2,2,1,1.6856761614900227e-9,3.0438220848764676e-7,0.005538024610129062,0.0,15076.0,0,291908673,12,-1,"ArgumentError(""Month: 15076 out of range (1:12)"")","ArgumentError(""Day: 291908673 out of range (1:31)"")"
15,10,8,2,1,1.5500428905909153e-9,2.8937086588721317e-8,0.05356596234518885,0.0,1.48879255e8,1,1,0,42,"ArgumentError(""Month: 148879255 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
25,5,0,2,1,1.4984968963280164e-9,0.00408607493267373,3.6673260305274736e-7,-20498.0,-10.0,11,85171253,380,249,"ArgumentError(""Month: -10 out of range (1:12)"")","ArgumentError(""Month: 380 out of range (1:12)"")"
16,9,8,2,1,1.4386273361438872e-9,3.1703413300333913e-8,0.04537767976323026,4.0,1.27672723e8,0,11,0,71,"ArgumentError(""Month: 127672723 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
17,7,1,2,1,1.4202605628776098e-9,3.961461569876532e-7,0.003585193337927232,7.8239065e7,0.0,2,6159,-1,1,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
21,11,1,2,1,1.416352404050529e-9,4.578398545754612e-8,0.03093554197818499,-859.0,118.0,0,-105155600,-7,0,"ArgumentError(""Month: 118 out of range (1:12)"")","ArgumentError(""Month: -7 out of range (1:12)"")"
28,7,3,2,1,1.4033987184472484e-9,0.00033642132175271507,4.171551051329648e-6,-10.0,2.04214309e8,61706,0,626926,-460,"ArgumentError(""Month: 204214309 out of range (1:12)"")","ArgumentError(""Month: 626926 out of range (1:12)"")"
20,10,6,2,1,1.4016931282783382e-9,2.507636528959807e-7,0.00558969815637426,1.0,142.0,1,-1355,161529859,0,"ArgumentError(""Month: 142 out of range (1:12)"")","ArgumentError(""Month: 161529859 out of range (1:12)"")"
24,12,7,2,1,1.368671319375045e-9,1.1541324774340319e-7,0.011858875355609044,0.0,4.0,313108627,0,534272,-20463,"ArgumentError(""Day: 0 out of range (1:30)"")","ArgumentError(""Month: 534272 out of range (1:12)"")"
21,13,5,2,1,1.348562184989303e-9,2.528509488962911e-9,0.5333427423847347,10.0,0.0,1,-136199420,117605,3,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Month: 117605 out of range (1:12)"")"
22,10,1,2,1,1.3437261821333908e-9,1.9235394596839016e-6,0.0006985695954239522,5.0,-15.0,0,110837873,34,264791,"ArgumentError(""Month: -15 out of range (1:12)"")","ArgumentError(""Month: 34 out of range (1:12)"")"
27,11,4,2,1,1.2828673498167873e-9,7.307227929115715e-8,0.017556142524379058,10630.0,8.0,16966078,215873777,1,234,"ArgumentError(""Day: 10630 out of range (1:31)"")","ArgumentError(""Day: 215873777 out of range (1:31)"")"
26,8,0,2,1,1.2729589362012807e-9,0.02268046058132572,5.612579742976602e-8,12.0,2539.0,-88848,1,1971,157025411,"ArgumentError(""Month: 2539 out of range (1:12)"")","ArgumentError(""Month: 1971 out of range (1:12)"")"
30,12,4,2,1,1.2658969125872496e-9,1.0502477101222368e-6,0.0012053317521062853,3590.0,-3.94925665e8,36130,-6355341,12,3,"ArgumentError(""Month: -394925665 out of range (1:12)"")","ArgumentError(""Day: -6355341 out of range (1:31)"")"
30,10,4,2,1,1.238882952664229e-9,7.76181536511427e-6,0.00015961252547083617,3.44321569e8,9.0,-642,7830,101,169424826,"ArgumentError(""Day: 344321569 out of range (1:30)"")","ArgumentError(""Month: 101 out of range (1:12)"")"
31,10,0,2,1,1.1489898437813657e-9,1.6988065748443295e-5,6.763511872366362e-5,-4.53890742e8,1.0,2726,189,26258495,-1434,"ArgumentError(""Day: -453890742 out of range (1:31)"")","ArgumentError(""Month: 26258495 out of range (1:12)"")"
28,8,2,2,1,1.1474216734883242e-9,1.3505444245571282e-5,8.495993561001059e-5,-299748.0,18741.0,-31,1,445,174303547,"ArgumentError(""Month: 18741 out of range (1:12)"")","ArgumentError(""Month: 445 out of range (1:12)"")"
18,9,0,2,1,1.1158983004135784e-9,0.00013450883099451474,8.296096934030188e-6,-22.0,10.0,-8,355073926,0,1,"ArgumentError(""Day: -22 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
26,9,1,2,1,1.1129518734850542e-9,0.40740740740740744,2.7317909621905875e-9,1103.0,-23.0,-3136,-133819751,81,44,"ArgumentError(""Month: -23 out of range (1:12)"")","ArgumentError(""Month: 81 out of range (1:12)"")"
22,6,1,2,1,1.1005137280527341e-9,6.393771865151753e-5,1.721227706060191e-5,6.0578031e7,-14.0,29624,269,-1,1,"ArgumentError(""Month: -14 out of range (1:12)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
19,8,5,2,1,1.0940068537638385e-9,1.3368088529687691e-6,0.0008183719395142253,-43.0,37.0,2,378236256,12,69,"ArgumentError(""Month: 37 out of range (1:12)"")","ArgumentError(""Day: 378236256 out of range (1:31)"")"
31,13,6,2,1,1.089643614560062e-9,3.378138888971045e-7,0.0032255737563589605,1.0,-6.0,4763310,-70,19471201,-192218723,"ArgumentError(""Month: -6 out of range (1:12)"")","ArgumentError(""Month: 19471201 out of range (1:12)"")"
24,9,8,2,1,1.0625011852112166e-9,3.5828498069120013e-7,0.0029655197467709895,9805.0,2.17194324e8,122,-31127,0,2,"ArgumentError(""Month: 217194324 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
21,8,5,2,1,1.0614913738437405e-9,0.00011120771813497698,9.54512323106359e-6,-7.0,2.44240461e8,202,0,-110,-1,"ArgumentError(""Month: 244240461 out of range (1:12)"")","ArgumentError(""Month: -110 out of range (1:12)"")"
33,9,3,2,1,1.0590432430827705e-9,4.154225653823991e-6,0.0002549315639866396,2.57490561e8,-3.8846e6,1116190,443,31833,0,"ArgumentError(""Month: -3884600 out of range (1:12)"")","ArgumentError(""Month: 31833 out of range (1:12)"")"
24,12,1,2,1,1.0119682470098542e-9,3.3920489884948156e-6,0.0002983353867949012,7.0,1.7480267e7,31,98,312198619,16,"ArgumentError(""Month: 17480267 out of range (1:12)"")","ArgumentError(""Month: 312198619 out of range (1:12)"")"
30,10,3,2,1,9.9777635308569e-10,0.4285714285714286,2.32814482386661e-9,5.6223076e7,25209.0,175284097,0,90,-2651,"ArgumentError(""Month: 25209 out of range (1:12)"")","ArgumentError(""Month: 90 out of range (1:12)"")"
16,9,7,2,1,9.72682687444517e-10,2.993126636810229e-8,0.03249721129344209,0.0,40.0,1,0,188831888,15,"ArgumentError(""Month: 40 out of range (1:12)"")","ArgumentError(""Month: 188831888 out of range (1:12)"")"
21,12,5,2,1,9.281877509687708e-10,8.348802097925521e-7,0.0011117615917610544,-1377.0,223.0,0,-521308588,3,0,"ArgumentError(""Month: 223 out of range (1:12)"")","ArgumentError(""Day: -521308588 out of range (1:31)"")"
24,10,1,2,1,9.17245905038394e-10,0.00013676317973865067,6.706819092618471e-6,9522.0,2.0,71,6320,599,-467237151,"ArgumentError(""Day: 9522 out of range (1:28)"")","ArgumentError(""Month: 599 out of range (1:12)"")"
24,13,9,2,1,8.520961888845185e-10,2.8990184460732427e-8,0.029392575616022504,23031.0,0.0,1,1,-287858275,231058,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Month: -287858275 out of range (1:12)"")"
35,8,4,2,1,8.520819414448902e-10,4.378861094028812e-7,0.0019458985410768632,2.883715e6,2.25881217e8,169720252,410,24472,-1,"ArgumentError(""Month: 225881217 out of range (1:12)"")","ArgumentError(""Month: 24472 out of range (1:12)"")"
35,9,2,2,1,8.21056340899635e-10,1.780414719696915e-6,0.0004611601621892936,1.0,-110547.0,306259866,10319,195219175,1613,"ArgumentError(""Month: -110547 out of range (1:12)"")","ArgumentError(""Month: 195219175 out of range (1:12)"")"
22,11,43,1,1,8.126667029827817e-10,9.29020900402969e-8,0.008747561035820422,7.0,1.0,-2,228,1230516763,13522,0002-01-07,"ArgumentError(""Month: 1230516763 out of range (1:12)"")"
25,14,8,2,1,8.011719859864514e-10,2.245447829396277e-8,0.035679830789115186,4.0,-1.0,97590395,0,-265220115,456,"ArgumentError(""Month: -1 out of range (1:12)"")","ArgumentError(""Month: -265220115 out of range (1:12)"")"
33,14,8,2,1,8.001268495275886e-10,1.260361069019746e-8,0.06348393878508898,-2.6211317e8,49.0,-4246,29119,-190452381,0,"ArgumentError(""Month: 49 out of range (1:12)"")","ArgumentError(""Month: -190452381 out of range (1:12)"")"
15,10,7,2,1,7.898175725083229e-10,2.6848776166605447e-8,0.029417265338548257,3.0,3.10556546e8,1,0,-2,0,"ArgumentError(""Month: 310556546 out of range (1:12)"")","ArgumentError(""Month: -2 out of range (1:12)"")"
31,12,2,2,1,7.644949220498544e-10,7.545840413771538e-7,0.0010131342304226481,17.0,-1.2443227e7,389872135,-64,1492533,0,"ArgumentError(""Month: -12443227 out of range (1:12)"")","ArgumentError(""Month: 1492533 out of range (1:12)"")"
29,10,6,2,1,7.628451486091402e-10,3.3993947916349523e-6,0.0002244061650286423,85.0,724.0,3092,70,232660756,247738792,"ArgumentError(""Month: 724 out of range (1:12)"")","ArgumentError(""Month: 232660756 out of range (1:12)"")"
29,9,7,2,1,7.524285923475758e-10,1.9727042724378966e-6,0.00038141986250058335,-10.0,6.09906548e8,13070878,-228,2,6452,"ArgumentError(""Month: 609906548 out of range (1:12)"")","ArgumentError(""Day: -228 out of range (1:29)"")"
32,9,3,2,1,7.515127721206861e-10,1.5691980845958874e-6,0.00047891517297780906,3.57628217e8,47808.0,-18,-17837,61601730,1,"ArgumentError(""Month: 47808 out of range (1:12)"")","ArgumentError(""Month: 61601730 out of range (1:12)"")"
36,14,7,2,1,7.512982541694131e-10,4.905319381257732e-7,0.0015315990576270674,-1.47619171e8,76.0,152738545,19,247929644,3583,"ArgumentError(""Month: 76 out of range (1:12)"")","ArgumentError(""Month: 247929644 out of range (1:12)"")"
24,10,7,2,1,7.422189573142636e-10,3.1271431622304737e-7,0.002373472907408776,0.0,3.30472268e8,-497954,56,57,491,"ArgumentError(""Month: 330472268 out of range (1:12)"")","ArgumentError(""Month: 57 out of range (1:12)"")"
26,10,4,2,1,7.171425166228484e-10,3.806669542963577e-6,0.00018839106166923465,-19.0,7.0,560685853,0,12839,2916664,"ArgumentError(""Day: -19 out of range (1:31)"")","ArgumentError(""Month: 12839 out of range (1:12)"")"
30,11,2,2,1,7.151818612135448e-10,8.666985978808646e-7,0.0008251794371909817,3.10633899e8,-38062.0,0,1,-7406527,-1603,"ArgumentError(""Month: -38062 out of range (1:12)"")","ArgumentError(""Month: -7406527 out of range (1:12)"")"
22,7,1,2,1,7.036290528916133e-10,0.0007865595791504159,8.945654868911798e-7,0.0,287.0,211673236,496,13,4645,"ArgumentError(""Month: 287 out of range (1:12)"")","ArgumentError(""Month: 13 out of range (1:12)"")"
23,10,0,2,1,6.563903312433862e-10,0.00016019046221382873,4.097561878354591e-6,1.98468241e8,-2.0,9905399,0,48,33,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Month: 48 out of range (1:12)"")"
20,9,4,2,1,6.250151803166085e-10,4.6438290389918554e-7,0.0013459048019827517,63.0,4.36368234e8,-6,1,15196,3,"ArgumentError(""Month: 436368234 out of range (1:12)"")","ArgumentError(""Month: 15196 out of range (1:12)"")"
27,9,3,2,1,6.209910987311693e-10,3.8224693882169915e-5,1.6245809597466352e-5,45.0,4.60197272e8,885,1,103261,-20331,"ArgumentError(""Month: 460197272 out of range (1:12)"")","ArgumentError(""Month: 103261 out of range (1:12)"")"
19,9,2,2,1,5.895719383226008e-10,4.341998967969498e-7,0.0013578352797221174,1.0,-2.0,184363680,36,-123,0,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Month: -123 out of range (1:12)"")"
38,8,2,2,1,5.88962980731378e-10,4.089188490319865e-6,0.0001440293060898516,5.6030824e7,-298551.0,-1506161,0,472997132,86476,"ArgumentError(""Month: -298551 out of range (1:12)"")","ArgumentError(""Month: 472997132 out of range (1:12)"")"
20,13,9,2,1,5.867995512909847e-10,2.4384531853543617e-7,0.0024064417345199497,14.0,-4.18001374e8,1,15379,0,4,"ArgumentError(""Month: -418001374 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
41,12,1,2,1,5.723750531924555e-10,0.14893617021276595,3.84308964286363e-9,2.5388773e7,1.68738991e8,800513173,-280878364,2,-791,"ArgumentError(""Month: 168738991 out of range (1:12)"")","ArgumentError(""Day: -280878364 out of range (1:28)"")"
35,12,0,2,1,5.636172717945997e-10,1.2801820052314203e-5,4.402633918391267e-5,1.0,-4.8904757e7,1044,446629869,338776649,624,"ArgumentError(""Month: -48904757 out of range (1:12)"")","ArgumentError(""Month: 338776649 out of range (1:12)"")"
17,12,35,1,1,5.624430835721579e-10,9.953150520134524e-9,0.056509050318728236,-1.0,0.0,1777957680,17,1,0,"ArgumentError(""Month: 0 out of range (1:12)"")",0000-01-17
18,9,2,2,1,5.48687259900884e-10,0.30612244897959184,1.7923783823428877e-9,1.62002831e8,-10.0,-2,1,0,-1,"ArgumentError(""Month: -10 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
18,9,7,2,1,5.480791203246886e-10,2.656217914198282e-8,0.020633816126118313,0.0,4.47532131e8,6,89,-4,389,"ArgumentError(""Month: 447532131 out of range (1:12)"")","ArgumentError(""Month: -4 out of range (1:12)"")"
