bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
40,0,0,0,1,6.90927851929698e-12,0.0,11756141,6.9041481765273046e-12,0.7142857142857143,9.665807447138225e-12,-4590889264271840055,-4590889371734117066,-4590889264271840055B,-4590889371734117066B
38,0,0,0,1,4.975686150790828e-15,0.0,2202113,4.975686150790828e-15,0.6666666666666667,7.46352922618624e-15,-970022068858984660,-970185362920421968,-970022068858984660B,-970185362920421968B
36,0,0,0,1,6.914409150549434e-12,0.0,25990217,3.5296311582861866e-15,0.7142857142857143,4.941483621600661e-15,533918551558250803,533792633459584583,533.9 PB,533.8 PB
34,0,0,0,1,6.910793039545562e-12,0.0,19957678,1.3216327938314393e-15,0.7142857142857143,1.850285911364015e-15,73288648585790431,72683336729324775,73.3 PB,72.7 PB
35,0,1,0,1,6.914500320752319e-12,0.0,26810727,8.925436692090489e-17,1.0,8.925436692090489e-17,-7430431839457517,-17934119584291227,-7430431839457517B,-17934119584291227B
33,0,11,0,1,5.0685188459888095e-15,0.0,4775515,6.719164785483745e-17,9.040051746511623e-17,0.7432661862888713,-4178506101191906,9960155924963550,-4178506101191906B,10.0 PB
37,0,1,0,1,6.909333982104408e-12,0.0,13103571,5.546280742858594e-17,1.0,5.546280742858594e-17,-106658923270553126,-89659114090839887,-106658923270553126B,-89659114090839887B
34,2,13,0,1,5.1159342035808995e-15,0.0,8006162,3.6964898721280687e-17,9.087044328030918e-17,0.4067868207405417,5547316047922953,-21505375413241533,5.5 PB,-21505375413241533B
37,0,2,0,1,6.910863906273109e-12,0.0,25290255,3.3595972490844854e-17,1.9878359230542793e-14,0.0016900777423936055,1028410554669605342,998645082029320638,1.0 EB,998.6 PB
33,0,1,0,1,6.910825286478321e-12,0.0,21852684,3.224693275884965e-17,1.0,3.224693275884965e-17,6781212317438114,30900646670906332,6.8 PB,30.9 PB
