x_,p,output,outputtype,datatype,metric,n_x_,n_p,n_output,n_outputtype,n_datatype,count
248,0,1,valid,UInt8,2.0,248,1,248,valid,UInt8,2
247,0,1,valid,UInt8,2.0,247,1,247,valid,UInt8,2
246,0,1,valid,UInt8,2.0,246,1,246,valid,UInt8,4
243,0,1,valid,UInt8,2.0,243,1,243,valid,UInt8,2
233,0,1,valid,UInt8,2.0,233,1,233,valid,UInt8,2
213,0,1,valid,UInt8,2.0,213,1,213,valid,UInt8,2
206,0,1,valid,UInt8,2.0,206,1,206,valid,UInt8,2
197,0,1,valid,UInt8,2.0,197,1,197,valid,UInt8,2
181,0,1,valid,UInt8,2.0,181,1,181,valid,UInt8,2
175,0,1,valid,UInt8,2.0,175,1,175,valid,UInt8,2
168,0,1,valid,UInt8,2.0,168,1,168,valid,UInt8,2
123,0,1,valid,Int64,2.0,123,1,123,valid,Int64,2
115,0,1,valid,UInt8,2.0,115,1,115,valid,UInt8,2
101,0,1,valid,UInt8,2.0,101,1,101,valid,UInt8,2
99,1,99,valid,UInt8,1.0,100,1,100,valid,UInt8,2
93,0,1,valid,Int64,1.0,93,1,93,valid,Int64,2
83,0,1,valid,Int64,1.0,83,1,83,valid,Int64,4
82,0,1,valid,Int64,1.0,82,1,82,valid,Int64,2
79,0,1,valid,Int64,1.0,79,1,79,valid,Int64,2
75,0,1,valid,Int64,1.0,75,1,75,valid,Int64,2
62,0,1,valid,Int64,1.0,62,1,62,valid,Int64,2
61,0,1,valid,UInt8,1.0,61,1,61,valid,UInt8,2
56,0,1,valid,Int64,1.0,56,1,56,valid,Int64,2
52,0,1,valid,Int64,1.0,52,1,52,valid,Int64,2
49,0,1,valid,UInt8,1.0,49,1,49,valid,UInt8,2
48,0,1,valid,UInt8,1.0,48,1,48,valid,UInt8,3
39,0,1,valid,Int64,1.0,39,1,39,valid,Int64,2
28,0,1,valid,Int64,1.0,28,1,28,valid,Int64,3
21,0,1,valid,Int64,1.0,21,1,21,valid,Int64,2
19,0,1,valid,UInt8,1.0,19,1,19,valid,UInt8,2
12,0,1,valid,Int64,1.0,12,1,12,valid,Int64,2
false,242,false,valid,Bool,1.0,true,242,true,valid,Bool,2
