x_,p,output,outputtype,datatype,metric,n_x_,n_p,n_output,n_outputtype,n_datatype,count
245,0,1,valid,UInt8,2.0,245,1,245,valid,UInt8,2
242,0,1,valid,UInt8,2.0,242,1,242,valid,UInt8,2
230,95,0,valid,UInt8,2.0,231,95,215,valid,UInt8,2
230,0,1,valid,UInt8,2.0,230,1,230,valid,UInt8,2
222,0,1,valid,UInt8,2.0,222,1,222,valid,UInt8,2
221,0,1,valid,UInt8,2.0,221,1,221,valid,UInt8,3
209,0,1,valid,UInt8,2.0,209,1,209,valid,UInt8,3
198,0,1,valid,UInt8,2.0,198,1,198,valid,UInt8,3
183,0,1,valid,UInt8,2.0,183,1,183,valid,UInt8,2
162,0,1,valid,UInt8,2.0,162,1,162,valid,UInt8,2
136,0,1,valid,UInt8,2.0,136,1,136,valid,UInt8,2
125,0,1,valid,UInt8,2.0,125,1,125,valid,UInt8,2
111,0,1,valid,Int64,2.0,111,1,111,valid,Int64,2
98,0,1,valid,UInt8,1.0,98,1,98,valid,UInt8,2
96,0,1,valid,UInt8,1.0,96,1,96,valid,UInt8,2
89,0,1,valid,UInt8,1.0,89,1,89,valid,UInt8,2
84,0,1,valid,UInt8,1.0,84,1,84,valid,UInt8,2
76,0,1,valid,UInt8,1.0,76,1,76,valid,UInt8,2
71,0,1,valid,UInt8,1.0,71,1,71,valid,UInt8,2
67,0,1,valid,Int64,1.0,67,1,67,valid,Int64,2
58,0,1,valid,Int64,1.0,58,1,58,valid,Int64,2
49,0,1,valid,Int64,1.0,49,1,49,valid,Int64,2
25,0,1,valid,UInt8,1.0,25,1,25,valid,UInt8,2
14,0,1,valid,Int64,1.0,14,1,14,valid,Int64,2
false,240,false,valid,Bool,1.0,true,240,true,valid,Bool,2
false,231,false,valid,Bool,1.0,true,231,true,valid,Bool,2
false,201,false,valid,Bool,1.0,true,201,true,valid,Bool,2
false,199,false,valid,Bool,1.0,true,199,true,valid,Bool,2
false,188,false,valid,Bool,1.0,true,188,true,valid,Bool,2
false,171,false,valid,Bool,1.0,true,171,true,valid,Bool,2
false,155,false,valid,Bool,1.0,true,155,true,valid,Bool,2
false,140,false,valid,Bool,1.0,true,140,true,valid,Bool,2
false,134,false,valid,Bool,1.0,true,134,true,valid,Bool,2
false,132,false,valid,Bool,1.0,true,132,true,valid,Bool,3
false,123,false,valid,Bool,1.0,true,123,true,valid,Bool,2
false,122,false,valid,Bool,1.0,true,122,true,valid,Bool,3
false,121,false,valid,Bool,1.0,true,121,true,valid,Bool,2
false,119,false,valid,Bool,1.0,true,119,true,valid,Bool,3
false,118,false,valid,Bool,1.0,true,118,true,valid,Bool,2
false,114,false,valid,Bool,1.0,true,114,true,valid,Bool,2
false,113,false,valid,Bool,1.0,true,113,true,valid,Bool,2
false,106,false,valid,Bool,1.0,true,106,true,valid,Bool,2
false,104,false,valid,Bool,1.0,true,104,true,valid,Bool,2
false,100,false,valid,Bool,1.0,true,100,true,valid,Bool,2
false,99,false,valid,Bool,1.0,true,99,true,valid,Bool,2
false,94,false,valid,Bool,1.0,true,94,true,valid,Bool,3
false,88,false,valid,Bool,1.0,true,88,true,valid,Bool,2
false,83,false,valid,Bool,1.0,true,83,true,valid,Bool,3
false,81,false,valid,Bool,1.0,true,81,true,valid,Bool,2
false,79,false,valid,Bool,1.0,true,79,true,valid,Bool,3
false,77,false,valid,Bool,1.0,true,77,true,valid,Bool,3
false,69,false,valid,Bool,1.0,true,69,true,valid,Bool,2
false,63,false,valid,Bool,1.0,true,63,true,valid,Bool,3
false,57,false,valid,Bool,1.0,true,57,true,valid,Bool,2
false,56,false,valid,Bool,1.0,true,56,true,valid,Bool,3
false,51,false,valid,Bool,1.0,true,51,true,valid,Bool,2
false,50,false,valid,Bool,1.0,true,50,true,valid,Bool,3
false,48,false,valid,Bool,1.0,true,48,true,valid,Bool,3
false,47,false,valid,Bool,1.0,true,47,true,valid,Bool,2
false,41,false,valid,Bool,1.0,true,41,true,valid,Bool,2
false,35,false,valid,Bool,1.0,true,35,true,valid,Bool,2
false,30,false,valid,Bool,1.0,true,30,true,valid,Bool,2
false,25,false,valid,Bool,1.0,true,25,true,valid,Bool,2
false,10,false,valid,Bool,1.0,true,10,true,valid,Bool,2
false,5,false,valid,Bool,1.0,true,5,true,valid,Bool,2
false,1,false,valid,Bool,1.0,true,1,true,valid,Bool,56
false,0,true,valid,Bool,1.0,false,1,false,valid,Bool,37
-1,1,-1,valid,Int64,1.0,0,1,0,valid,Int64,2
-15,0,1,valid,Int64,2.0,-15,1,-15,valid,Int64,2
-34,0,1,valid,Int64,2.0,-34,1,-34,valid,Int64,3
-41,0,1,valid,Int64,2.0,-41,1,-41,valid,Int64,2
-51,0,1,valid,Int64,2.0,-51,1,-51,valid,Int64,2
-87,0,1,valid,Int64,2.0,-87,1,-87,valid,Int64,3
-96,0,1,valid,Int64,2.0,-96,1,-96,valid,Int64,4
3933606021866244312,4520041640076673798,0,valid,Int64,18.0,3933606021866244313,4520041640076673798,2914337142301782737,valid,Int64,1
-1461398977652682086,71,0,valid,Int64,19.0,-1461398977652682085,71,-8970389924191955661,valid,Int64,1
117,0,1,valid,Int64,2.0,117,1,117,valid,Int64,1
6369702301614869332,888838418,0,valid,Int64,19.0,6369702301614869333,888838418,-1095162520832722695,valid,Int64,1
-151060212777583484521816714324031710376,145236992691614132798225562768955111000,0,valid,Int128,38.0,-151060212777583484521816714324031710375,145236992691614132798225562768955111000,-24350551381208021100810420358048588991,valid,Int128,1
56191,0,1,valid,UInt16,4.0,56191,1,56191,valid,UInt16,1
1245985420,16243175437648621706,0,valid,Int64,18.0,1245985421,16243175437648621706,7216556383656389833,valid,Int64,1
-99,0,1,valid,Int64,2.0,-99,1,-99,valid,Int64,1
1458039604,133,0,valid,Int64,18.0,1458039605,133,1923177785839344933,valid,Int64,1
1362614988,16799465315020928989,0,valid,UInt32,9.0,1362614989,16799465315020928989,3583182845,valid,UInt32,1
102977298538365242543015689140106464474,2706977778,0,valid,UInt128,38.0,102977298538365242543015689140106464475,2706977778,281789973303341118531407176990420963225,valid,UInt128,1
105,1088122654,2155615233983870705,valid,Int64,18.0,106,1088122654,0,valid,Int64,1
17,40,129,valid,UInt8,2.0,18,40,0,valid,UInt8,1
-65,9559,-942054106248717761,valid,Int64,18.0,-64,9559,0,valid,Int64,1
506534772,200,0,valid,UInt32,9.0,506534773,200,3815254113,valid,UInt32,1
-16,254584197900311324802984150890460624237,0,valid,Int64,19.0,-15,254584197900311324802984150890460624237,-9018398925251131599,valid,Int64,1
1092987022,5751458074515300318,0,valid,UInt32,9.0,1092987023,5751458074515300318,1913579041,valid,UInt32,1
106,2531,0,valid,Int64,19.0,107,2531,-2765587982405344045,valid,Int64,1
118,8726234308561625072,0,valid,UInt8,2.0,119,8726234308561625072,129,valid,UInt8,1
834027460,11189,0,valid,Int64,18.0,834027461,11189,6102510778522055989,valid,Int64,1
14470,7359,0,valid,UInt16,4.0,14471,7359,56119,valid,UInt16,1
1382196606268786704,0,1,valid,UInt64,18.0,1382196606268786704,1,1382196606268786704,valid,UInt64,1
9145,119651973865861581132067248793969349906,6924828738812654897,valid,Int64,18.0,9146,119651973865861581132067248793969349906,0,valid,Int64,1
17278294937370705566,56,9295429630892703744,valid,UInt64,1.0,17278294937370705567,56,669138413687266561,valid,UInt64,1
false,148823153648423008068597688758079251269,false,valid,Bool,1.0,true,148823153648423008068597688758079251269,true,valid,Bool,1
41,1026057591,-5708187985087221287,valid,Int64,19.0,42,1026057591,0,valid,Int64,1
238054727461286723197155682679452490828,89,0,valid,UInt128,38.0,238054727461286723197155682679452490829,89,315772891533721798976746690309999794221,valid,UInt128,1
-6307388226635164197,3474113530,-5923595606985556615,valid,Int64,19.0,-6307388226635164196,3474113530,0,valid,Int64,1
14,192635264487677574995520058806486610772,0,valid,Int64,18.0,15,192635264487677574995520058806486610772,6022217258855475393,valid,Int64,1
false,16103,false,valid,Bool,1.0,true,16103,true,valid,Bool,1
2013010151470550497,26,548428284857908417,valid,Int64,1.0,2013010151470550498,26,4538068653395935232,valid,Int64,1
4445541755245294462,816645370,0,valid,UInt64,18.0,4445541755245294463,816645370,3792979720217261313,valid,UInt64,1
29224,1517974408,0,valid,Int64,19.0,29225,1517974408,-5881102698669347775,valid,Int64,1
5245,1996547581,-2391903058788419475,valid,Int64,19.0,5246,1996547581,0,valid,Int64,1
36,10465,0,valid,Int64,17.0,37,10465,-88184715671024987,valid,Int64,1
1821382696,874171810,0,valid,UInt32,9.0,1821382697,874171810,3413660561,valid,UInt32,1
109286994679361298126612926195916992922,3584492578,0,valid,UInt128,37.0,109286994679361298126612926195916992923,3584492578,93832691734819657545528602826901185369,valid,UInt128,1
59,2074650061,171,valid,UInt8,2.0,60,2074650061,0,valid,UInt8,1
-136706435420018507875271778877214170897,11301756394250246111,-123910504791045176721628516799695519729,valid,Int128,39.0,-136706435420018507875271778877214170896,11301756394250246111,0,valid,Int128,1
62168,50601,0,valid,UInt16,4.0,62169,50601,46489,valid,UInt16,1
