bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
12,16,9,0,1,2.95660499303927,-3.5,2839045,7.937454761468369e-8,9.999927000532847e-8,0.7937512704888167,4,0,0,-12598497,in,out
18,17,9,0,1,2.867621428743499,-3.0,2486175,7.78613546673363e-8,9.990106683002268e-8,0.779384616580862,-12508587,2913177,4,3,out,in
20,12,9,0,1,1.0792463936949497,-2.5,73349,7.676067559964678e-8,6.727636419099454e-7,0.11409753859725044,11293492,-6494046,20,55,out,in
17,15,6,1,1,2.814805836695132,-5.0,1535760,7.210027750326305e-8,9.788983953714098e-8,0.7365450576298784,-13610077,268651,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
18,16,9,0,1,2.9564578034183064,-1.0,2649275,6.93622997492743e-8,6.88076614701143e-7,0.10080607052660975,0,1,-7070942,12563966,in,out
16,11,9,0,1,2.0974661844391664,-1.5,880901,6.781688166991606e-8,9.998913117807967e-8,0.6782425336723334,-14745621,31,-30,34,out,in
18,16,6,1,1,3.240478906210992,-3.0,9517569,6.76748450417476e-8,6.746623345905943e-7,0.1003092088767854,14272501,-2574842,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
15,14,9,0,1,2.81470414180595,-1.5,1427454,6.235977720527459e-8,9.999533020259299e-8,0.623626894165279,1,1,-16035975,7501,in,out
14,14,6,1,1,1.0892942153057321,-0.5,357128,6.077219615136707e-8,9.811966400960328e-8,0.6193681640146984,0,0,158,-16150173,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
19,12,9,0,1,3.2404799290957573,-1.5,9694708,5.928835393630661e-8,9.99718097860485e-8,0.5930507216303346,-23917,-16866702,-39,0,out,in
17,12,9,0,1,3.5130616202737577,1.0,25396114,5.287835659231402e-8,9.999596626602777e-8,0.5288048965058973,-18911299,-1037,30,0,out,in
13,14,6,1,1,3.8414401192480705,1.0,29698866,4.9604825868941336e-8,9.814419293676012e-8,0.5054280277275758,-19786008,-1,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
16,14,9,0,1,1.0892941545171457,-2.5,351730,4.82278139195413e-8,9.997498573351975e-8,0.4823988077186733,1,1,27947,-20734903,in,out
21,18,9,0,1,0.9811321220380934,-4.5,24767,4.601042972171261e-8,7.00985276178837e-8,0.6563679906733779,-4,1,-14357965,-16316387,in,out
15,11,6,1,1,2.9564579400067688,-1.0,2704803,4.529232182388921e-8,9.814011625273475e-7,0.046150670646497326,0,0,21669911,29323,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
20,21,6,1,1,3.7557775352442424,1.0,28603895,3.83100799178678e-8,6.611603194187663e-8,0.5794370713527792,-18070342,-18160856,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
19,8,9,0,1,2.864893416631705,-0.5,2047121,3.6298693184644836e-8,9.971945922108963e-8,0.3640081230702065,-27549224,2833,-23,-35,out,in
19,18,9,0,1,2.8147041766273047,-3.0,1463652,3.4817311392601594e-8,9.908432607105531e-8,0.3513907070189226,26167597,-11839446,0,1,out,in
19,11,9,0,1,2.073813978787288,-4.0,787340,2.7972122068807788e-8,9.992904569235161e-8,0.27991983586958963,-35746229,506760,59,10,out,in
19,18,6,1,1,3.3592717016813904,0.0,15465790,2.7792359286387746e-8,9.711944825416474e-8,0.28616677489408965,-34504135,-7523260,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
19,7,9,0,1,2.07459977356094,-3.5,834014,2.5176455079900683e-8,9.997998869034082e-7,0.025181494226687192,-5,-11,39719635,-29077,in,out
21,14,9,0,1,3.262329938027072,0.0,10534254,2.4981670530514588e-8,9.875144568813311e-8,0.2529752385540682,-40009536,-1258379,27,42,out,in
20,21,9,0,1,3.262329958718735,-1.5,12210397,1.5353229201544315e-8,6.9789849558016e-8,0.2199922954237241,-57324336,-30922669,7,0,out,in
22,16,9,0,1,2.969159508747549,-1.0,3367227,1.4040606332693477e-8,6.671492232285956e-8,0.21045675905527553,-46817015,-53672527,-1,-3,out,in
22,12,9,0,1,3.5129979478485978,-0.5,22639749,1.3709600152061927e-8,9.73171995367365e-8,0.14087540760856623,-72933437,-1091469,-16,-3,out,in
20,10,9,0,1,3.755715863857477,0.0,26463532,1.1746788970194002e-8,9.99737463482887e-8,0.11749873741122514,-85129421,203038,-16,-3,out,in
18,11,9,0,1,2.099018938957287,-2.0,1036107,9.801160041432141e-9,9.999520874010607e-8,0.09801629662983136,-14,0,102028722,24841,in,out
13,20,9,0,1,2.8675193982040845,-3.5,2348607,9.690136283336407e-9,9.999964600125315e-9,0.969017058641885,5,0,-103197718,0,in,out
20,22,9,0,1,2.8147040754821604,-3.0,1371911,9.41045057429732e-9,9.99252961417616e-9,0.941748579953863,-105561737,12203908,0,1,out,in
16,16,9,0,1,3.396466955195129,-0.5,16592630,9.388861362833507e-9,9.999935700406005e-9,0.9388921733219058,-106509161,16,27,42,out,in
14,19,9,0,1,2.0745997483844847,-2.5,831574,9.349667776384967e-9,9.999929600495611e-9,0.9349733598046114,-106955670,0,2,-1,out,in
