a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
253,-1,18446744073709551363,valid,UInt64,7.0,253,0,DivideError(),error,DivideError,8
243,-1,18446744073709551373,valid,UInt64,7.0,243,0,DivideError(),error,DivideError,6
242,-1,18446744073709551374,valid,UInt64,7.0,242,0,DivideError(),error,DivideError,11
241,-1,18446744073709551375,valid,UInt64,7.0,241,0,DivideError(),error,DivideError,8
239,-1,18446744073709551377,valid,UInt64,7.0,239,0,DivideError(),error,DivideError,7
225,-1,18446744073709551391,valid,UInt64,7.0,225,0,DivideError(),error,DivideError,10
213,-1,18446744073709551403,valid,UInt64,7.0,213,0,DivideError(),error,DivideError,2
211,-1,18446744073709551405,valid,UInt64,7.0,211,0,DivideError(),error,DivideError,3
205,-1,18446744073709551411,valid,UInt64,7.0,205,0,DivideError(),error,DivideError,7
201,-1,18446744073709551415,valid,UInt64,7.0,201,0,DivideError(),error,DivideError,7
198,-1,18446744073709551418,valid,UInt64,7.0,198,0,DivideError(),error,DivideError,9
192,-1,18446744073709551424,valid,UInt64,7.0,192,0,DivideError(),error,DivideError,15
190,-1,18446744073709551426,valid,UInt64,7.0,190,0,DivideError(),error,DivideError,7
187,-1,18446744073709551429,valid,UInt64,7.0,187,0,DivideError(),error,DivideError,7
177,-1,18446744073709551439,valid,UInt64,7.0,177,0,DivideError(),error,DivideError,13
173,-1,18446744073709551443,valid,UInt64,7.0,173,0,DivideError(),error,DivideError,7
165,-1,18446744073709551451,valid,UInt64,7.0,165,0,DivideError(),error,DivideError,8
162,-1,18446744073709551454,valid,UInt64,7.0,162,0,DivideError(),error,DivideError,6
157,-1,18446744073709551459,valid,UInt64,7.0,157,0,DivideError(),error,DivideError,12
18,-1,-18,valid,Int64,10.0,18,0,DivideError(),error,DivideError,19
14,-1,-14,valid,Int64,10.0,14,0,DivideError(),error,DivideError,28
13,-1,-13,valid,Int64,10.0,13,0,DivideError(),error,DivideError,19
12,-1,-12,valid,Int64,10.0,12,0,DivideError(),error,DivideError,24
10,-1,-10,valid,Int64,10.0,10,0,DivideError(),error,DivideError,15
false,-1,0,valid,Int64,12.0,false,0,DivideError(),error,DivideError,144
-1,-1,1,valid,Int64,12.0,-1,0,DivideError(),error,DivideError,31
-2,-1,2,valid,Int64,12.0,-2,0,DivideError(),error,DivideError,68
-5,-1,5,valid,Int64,12.0,-5,0,DivideError(),error,DivideError,54
-6,-1,6,valid,Int64,12.0,-6,0,DivideError(),error,DivideError,58
-7,-1,7,valid,Int64,12.0,-7,0,DivideError(),error,DivideError,61
-8,-1,8,valid,Int64,12.0,-8,0,DivideError(),error,DivideError,76
-9,-1,9,valid,Int64,12.0,-9,0,DivideError(),error,DivideError,71
-11,-1,11,valid,Int64,11.0,-11,0,DivideError(),error,DivideError,31
-12,-1,12,valid,Int64,11.0,-12,0,DivideError(),error,DivideError,43
-14,-1,14,valid,Int64,11.0,-14,0,DivideError(),error,DivideError,29
-17,-1,17,valid,Int64,11.0,-17,0,DivideError(),error,DivideError,30
-18,-1,18,valid,Int64,11.0,-18,0,DivideError(),error,DivideError,22
-19,-1,19,valid,Int64,11.0,-19,0,DivideError(),error,DivideError,32
-82,-1,82,valid,Int64,11.0,-82,0,DivideError(),error,DivideError,2
-91,-1,91,valid,Int64,11.0,-91,0,DivideError(),error,DivideError,4
339744390218728162533363249810788090448,-1,537976702210300930011357620980121008,valid,UInt128,23.0,339744390218728162533363249810788090448,0,DivideError(),error,DivideError,1
336456521520030253227582011646405518570,-1,3825845400908210235792595785362692886,valid,UInt128,24.0,336456521520030253227582011646405518570,0,DivideError(),error,DivideError,1
329472391592384698589668037509656771287,-1,10809975328553764873706569922111440169,valid,UInt128,25.0,329472391592384698589668037509656771287,0,DivideError(),error,DivideError,1
328550280710079681896665357134712763408,-1,11732086210858781566709250297055448048,valid,UInt128,25.0,328550280710079681896665357134712763408,0,DivideError(),error,DivideError,1
324317968032920252842412980489863877272,-1,15964398888018210620961626941904334184,valid,UInt128,25.0,324317968032920252842412980489863877272,0,DivideError(),error,DivideError,1
313827521734152374994171835026124484853,-1,26454845186786088469202772405643726603,valid,UInt128,25.0,313827521734152374994171835026124484853,0,DivideError(),error,DivideError,1
307280286550214088807367497275555199490,-1,33002080370724374656007110156213011966,valid,UInt128,25.0,307280286550214088807367497275555199490,0,DivideError(),error,DivideError,1
306282477465415510708401563214078461000,-1,33999889455522952754973044217689750456,valid,UInt128,25.0,306282477465415510708401563214078461000,0,DivideError(),error,DivideError,1
305216970884592506058769062486474195279,-1,35065396036345957404605544945294016177,valid,UInt128,25.0,305216970884592506058769062486474195279,0,DivideError(),error,DivideError,1
292931212317587411015144289033357156253,-1,47351154603351052448230318398411055203,valid,UInt128,25.0,292931212317587411015144289033357156253,0,DivideError(),error,DivideError,1
292923545057908413753029384198737079043,-1,47358821863030049710345223233031132413,valid,UInt128,25.0,292923545057908413753029384198737079043,0,DivideError(),error,DivideError,1
