a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
64556,false,DivideError(),error,DivideError,8.0,64556,true,64556,valid,UInt16,2
63841,false,DivideError(),error,DivideError,8.0,63841,true,63841,valid,UInt16,2
63435,false,DivideError(),error,DivideError,8.0,63435,true,63435,valid,UInt16,2
62492,false,DivideError(),error,DivideError,8.0,62492,true,62492,valid,UInt16,2
62074,false,DivideError(),error,DivideError,8.0,62074,true,62074,valid,UInt16,3
62073,false,DivideError(),error,DivideError,8.0,62073,true,62073,valid,UInt16,2
61538,false,DivideError(),error,DivideError,8.0,61538,true,61538,valid,UInt16,2
61335,false,DivideError(),error,DivideError,8.0,61335,true,61335,valid,UInt16,2
61258,false,DivideError(),error,DivideError,8.0,61258,true,61258,valid,UInt16,2
60706,false,DivideError(),error,DivideError,8.0,60706,true,60706,valid,UInt16,2
58226,false,DivideError(),error,DivideError,8.0,58226,true,58226,valid,UInt16,2
58219,false,DivideError(),error,DivideError,8.0,58219,true,58219,valid,UInt16,3
57819,false,DivideError(),error,DivideError,8.0,57819,true,57819,valid,UInt16,2
57293,false,DivideError(),error,DivideError,8.0,57293,true,57293,valid,UInt16,2
56968,false,DivideError(),error,DivideError,8.0,56968,true,56968,valid,UInt16,2
56001,false,DivideError(),error,DivideError,8.0,56001,true,56001,valid,UInt16,2
55124,false,DivideError(),error,DivideError,8.0,55124,true,55124,valid,UInt16,2
54694,0,DivideError(),error,DivideError,8.0,54694,1,54694,valid,UInt64,2
54631,false,DivideError(),error,DivideError,8.0,54631,true,54631,valid,UInt16,2
53097,false,DivideError(),error,DivideError,8.0,53097,true,53097,valid,UInt16,2
52796,0,DivideError(),error,DivideError,8.0,52796,1,52796,valid,UInt64,2
51539,false,DivideError(),error,DivideError,8.0,51539,true,51539,valid,UInt16,2
51014,false,DivideError(),error,DivideError,8.0,51014,true,51014,valid,UInt16,2
50833,false,DivideError(),error,DivideError,8.0,50833,true,50833,valid,UInt16,3
47814,false,DivideError(),error,DivideError,8.0,47814,true,47814,valid,UInt16,2
47701,false,DivideError(),error,DivideError,8.0,47701,true,47701,valid,UInt16,2
46919,false,DivideError(),error,DivideError,8.0,46919,true,46919,valid,UInt16,3
46581,false,DivideError(),error,DivideError,8.0,46581,true,46581,valid,UInt16,2
45755,false,DivideError(),error,DivideError,8.0,45755,true,45755,valid,UInt16,2
45225,false,DivideError(),error,DivideError,8.0,45225,true,45225,valid,UInt16,2
44912,false,DivideError(),error,DivideError,8.0,44912,true,44912,valid,UInt16,2
43224,false,DivideError(),error,DivideError,8.0,43224,true,43224,valid,UInt16,2
41679,false,DivideError(),error,DivideError,8.0,41679,true,41679,valid,UInt16,3
36725,0,DivideError(),error,DivideError,8.0,36725,1,36725,valid,UInt64,2
36657,false,DivideError(),error,DivideError,8.0,36657,true,36657,valid,UInt16,2
35573,false,DivideError(),error,DivideError,8.0,35573,true,35573,valid,UInt16,2
35429,false,DivideError(),error,DivideError,8.0,35429,true,35429,valid,UInt16,2
35248,0,DivideError(),error,DivideError,8.0,35248,1,35248,valid,UInt64,2
35124,false,DivideError(),error,DivideError,8.0,35124,true,35124,valid,UInt16,2
33058,false,DivideError(),error,DivideError,8.0,33058,true,33058,valid,UInt16,2
32667,false,DivideError(),error,DivideError,8.0,32667,true,32667,valid,Int64,3
32435,false,DivideError(),error,DivideError,8.0,32435,true,32435,valid,Int64,2
31555,false,DivideError(),error,DivideError,8.0,31555,true,31555,valid,Int64,2
31370,false,DivideError(),error,DivideError,8.0,31370,true,31370,valid,UInt16,2
31133,false,DivideError(),error,DivideError,8.0,31133,true,31133,valid,Int64,2
30609,false,DivideError(),error,DivideError,8.0,30609,true,30609,valid,Int64,2
29478,false,DivideError(),error,DivideError,8.0,29478,true,29478,valid,UInt16,2
29428,false,DivideError(),error,DivideError,8.0,29428,true,29428,valid,UInt16,2
29412,false,DivideError(),error,DivideError,8.0,29412,true,29412,valid,Int64,2
28957,false,DivideError(),error,DivideError,8.0,28957,true,28957,valid,Int64,2
28807,false,DivideError(),error,DivideError,8.0,28807,true,28807,valid,Int64,2
28480,0,DivideError(),error,DivideError,8.0,28480,1,28480,valid,UInt64,2
28205,false,DivideError(),error,DivideError,8.0,28205,true,28205,valid,UInt16,2
27712,false,DivideError(),error,DivideError,8.0,27712,true,27712,valid,UInt16,2
27231,false,DivideError(),error,DivideError,8.0,27231,true,27231,valid,Int64,2
27119,false,DivideError(),error,DivideError,8.0,27119,true,27119,valid,UInt16,2
26614,false,DivideError(),error,DivideError,8.0,26614,true,26614,valid,UInt16,2
26603,false,DivideError(),error,DivideError,8.0,26603,true,26603,valid,Int64,2
25900,false,DivideError(),error,DivideError,8.0,25900,true,25900,valid,UInt16,2
25338,false,DivideError(),error,DivideError,8.0,25338,true,25338,valid,Int64,2
23944,false,DivideError(),error,DivideError,8.0,23944,true,23944,valid,Int64,2
23639,false,DivideError(),error,DivideError,8.0,23639,true,23639,valid,Int64,2
23528,false,DivideError(),error,DivideError,8.0,23528,true,23528,valid,UInt16,2
23425,false,DivideError(),error,DivideError,8.0,23425,true,23425,valid,Int64,2
23400,false,DivideError(),error,DivideError,8.0,23400,true,23400,valid,Int64,2
23237,false,DivideError(),error,DivideError,8.0,23237,true,23237,valid,Int64,2
23001,false,DivideError(),error,DivideError,8.0,23001,true,23001,valid,UInt16,2
22330,false,DivideError(),error,DivideError,8.0,22330,true,22330,valid,Int64,2
22264,false,DivideError(),error,DivideError,8.0,22264,true,22264,valid,UInt16,2
21990,false,DivideError(),error,DivideError,8.0,21990,true,21990,valid,UInt16,2
21683,false,DivideError(),error,DivideError,8.0,21683,true,21683,valid,Int64,2
21627,false,DivideError(),error,DivideError,8.0,21627,true,21627,valid,UInt16,2
21312,false,DivideError(),error,DivideError,8.0,21312,true,21312,valid,Int64,2
21067,false,DivideError(),error,DivideError,8.0,21067,true,21067,valid,UInt16,2
20764,false,DivideError(),error,DivideError,8.0,20764,true,20764,valid,UInt16,2
20206,false,DivideError(),error,DivideError,8.0,20206,true,20206,valid,UInt16,2
20008,false,DivideError(),error,DivideError,8.0,20008,true,20008,valid,Int64,2
19599,false,DivideError(),error,DivideError,8.0,19599,true,19599,valid,Int64,2
19467,false,DivideError(),error,DivideError,8.0,19467,true,19467,valid,UInt16,2
19405,false,DivideError(),error,DivideError,8.0,19405,true,19405,valid,Int64,2
19178,false,DivideError(),error,DivideError,8.0,19178,true,19178,valid,Int64,2
19009,false,DivideError(),error,DivideError,8.0,19009,true,19009,valid,UInt16,2
18995,false,DivideError(),error,DivideError,8.0,18995,true,18995,valid,Int64,2
18654,false,DivideError(),error,DivideError,8.0,18654,true,18654,valid,Int64,2
17987,false,DivideError(),error,DivideError,8.0,17987,true,17987,valid,UInt16,3
17649,false,DivideError(),error,DivideError,8.0,17649,true,17649,valid,Int64,3
17549,false,DivideError(),error,DivideError,8.0,17549,true,17549,valid,UInt16,2
17102,false,DivideError(),error,DivideError,8.0,17102,true,17102,valid,UInt16,2
16459,false,DivideError(),error,DivideError,8.0,16459,true,16459,valid,Int64,2
16325,false,DivideError(),error,DivideError,8.0,16325,true,16325,valid,UInt16,2
16252,false,DivideError(),error,DivideError,8.0,16252,true,16252,valid,UInt16,2
16130,false,DivideError(),error,DivideError,8.0,16130,true,16130,valid,Int64,2
15886,0,DivideError(),error,DivideError,8.0,15886,1,15886,valid,UInt64,2
14913,false,DivideError(),error,DivideError,8.0,14913,true,14913,valid,Int64,2
14827,false,DivideError(),error,DivideError,8.0,14827,true,14827,valid,UInt16,2
14539,false,DivideError(),error,DivideError,8.0,14539,true,14539,valid,Int64,2
13753,false,DivideError(),error,DivideError,8.0,13753,true,13753,valid,Int64,2
13399,false,DivideError(),error,DivideError,8.0,13399,true,13399,valid,Int64,2
12989,false,DivideError(),error,DivideError,8.0,12989,true,12989,valid,Int64,2
12509,false,DivideError(),error,DivideError,8.0,12509,true,12509,valid,UInt16,2
12438,false,DivideError(),error,DivideError,8.0,12438,true,12438,valid,UInt16,2
12413,false,DivideError(),error,DivideError,8.0,12413,true,12413,valid,UInt16,2
11907,false,DivideError(),error,DivideError,8.0,11907,true,11907,valid,UInt16,2
11709,false,DivideError(),error,DivideError,8.0,11709,true,11709,valid,Int64,2
11268,false,DivideError(),error,DivideError,8.0,11268,true,11268,valid,Int64,2
10987,false,DivideError(),error,DivideError,8.0,10987,true,10987,valid,Int64,2
9832,false,DivideError(),error,DivideError,9.0,9832,true,9832,valid,Int64,2
8678,false,DivideError(),error,DivideError,9.0,8678,true,8678,valid,UInt16,2
8470,false,DivideError(),error,DivideError,9.0,8470,true,8470,valid,UInt16,2
7523,false,DivideError(),error,DivideError,9.0,7523,true,7523,valid,Int64,2
6660,false,DivideError(),error,DivideError,9.0,6660,true,6660,valid,UInt16,2
6439,false,DivideError(),error,DivideError,9.0,6439,true,6439,valid,UInt16,4
6384,false,DivideError(),error,DivideError,9.0,6384,true,6384,valid,Int64,2
5701,0,DivideError(),error,DivideError,9.0,5701,1,5701,valid,UInt64,2
5466,false,DivideError(),error,DivideError,9.0,5466,true,5466,valid,Int64,2
5022,0,DivideError(),error,DivideError,9.0,5022,1,5022,valid,UInt64,2
4918,false,DivideError(),error,DivideError,9.0,4918,true,4918,valid,Int64,2
4820,false,DivideError(),error,DivideError,9.0,4820,true,4820,valid,UInt16,2
4683,false,DivideError(),error,DivideError,9.0,4683,true,4683,valid,UInt16,3
4538,false,DivideError(),error,DivideError,9.0,4538,true,4538,valid,UInt16,3
4422,false,DivideError(),error,DivideError,9.0,4422,true,4422,valid,UInt16,2
4119,false,DivideError(),error,DivideError,9.0,4119,true,4119,valid,Int64,2
4064,false,DivideError(),error,DivideError,9.0,4064,true,4064,valid,Int64,3
4038,false,DivideError(),error,DivideError,9.0,4038,true,4038,valid,Int64,2
3997,false,DivideError(),error,DivideError,9.0,3997,true,3997,valid,UInt16,3
3776,false,DivideError(),error,DivideError,9.0,3776,true,3776,valid,Int64,2
3773,false,DivideError(),error,DivideError,9.0,3773,true,3773,valid,UInt16,3
