a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
64489,false,DivideError(),error,DivideError,8.0,64489,true,64489,valid,UInt16,2
64426,false,DivideError(),error,DivideError,8.0,64426,true,64426,valid,UInt16,2
63721,false,DivideError(),error,DivideError,8.0,63721,true,63721,valid,UInt16,2
62220,false,DivideError(),error,DivideError,8.0,62220,true,62220,valid,UInt16,2
60982,false,DivideError(),error,DivideError,8.0,60982,true,60982,valid,UInt16,2
59896,0,DivideError(),error,DivideError,8.0,59896,1,59896,valid,UInt64,3
59840,false,DivideError(),error,DivideError,8.0,59840,true,59840,valid,UInt16,2
59786,false,DivideError(),error,DivideError,8.0,59786,true,59786,valid,UInt16,2
59640,false,DivideError(),error,DivideError,8.0,59640,true,59640,valid,UInt16,2
59534,false,DivideError(),error,DivideError,8.0,59534,true,59534,valid,UInt16,2
59526,false,DivideError(),error,DivideError,8.0,59526,true,59526,valid,UInt16,2
56468,false,DivideError(),error,DivideError,8.0,56468,true,56468,valid,UInt16,2
56073,false,DivideError(),error,DivideError,8.0,56073,true,56073,valid,UInt16,2
55829,false,DivideError(),error,DivideError,8.0,55829,true,55829,valid,UInt16,2
55770,false,DivideError(),error,DivideError,8.0,55770,true,55770,valid,UInt16,2
55743,false,DivideError(),error,DivideError,8.0,55743,true,55743,valid,UInt16,2
54634,false,DivideError(),error,DivideError,8.0,54634,true,54634,valid,UInt16,2
53469,false,DivideError(),error,DivideError,8.0,53469,true,53469,valid,UInt16,2
52611,false,DivideError(),error,DivideError,8.0,52611,true,52611,valid,UInt16,2
52368,false,DivideError(),error,DivideError,8.0,52368,true,52368,valid,UInt16,2
51287,false,DivideError(),error,DivideError,8.0,51287,true,51287,valid,UInt16,2
51129,false,DivideError(),error,DivideError,8.0,51129,true,51129,valid,UInt16,2
51120,false,DivideError(),error,DivideError,8.0,51120,true,51120,valid,UInt16,2
50635,false,DivideError(),error,DivideError,8.0,50635,true,50635,valid,UInt16,2
50630,false,DivideError(),error,DivideError,8.0,50630,true,50630,valid,UInt16,2
50514,false,DivideError(),error,DivideError,8.0,50514,true,50514,valid,UInt16,2
49335,false,DivideError(),error,DivideError,8.0,49335,true,49335,valid,UInt16,2
46445,false,DivideError(),error,DivideError,8.0,46445,true,46445,valid,UInt16,2
45397,false,DivideError(),error,DivideError,8.0,45397,true,45397,valid,UInt16,2
44652,false,DivideError(),error,DivideError,8.0,44652,true,44652,valid,UInt16,2
44497,false,DivideError(),error,DivideError,8.0,44497,true,44497,valid,UInt16,2
44383,false,DivideError(),error,DivideError,8.0,44383,true,44383,valid,UInt16,2
42556,false,DivideError(),error,DivideError,8.0,42556,true,42556,valid,UInt16,2
40829,false,DivideError(),error,DivideError,8.0,40829,true,40829,valid,UInt16,2
40675,false,DivideError(),error,DivideError,8.0,40675,true,40675,valid,UInt16,2
38485,false,DivideError(),error,DivideError,8.0,38485,true,38485,valid,UInt16,2
38123,false,DivideError(),error,DivideError,8.0,38123,true,38123,valid,UInt16,2
37941,false,DivideError(),error,DivideError,8.0,37941,true,37941,valid,UInt16,2
37032,false,DivideError(),error,DivideError,8.0,37032,true,37032,valid,UInt16,2
36905,false,DivideError(),error,DivideError,8.0,36905,true,36905,valid,UInt16,2
36780,false,DivideError(),error,DivideError,8.0,36780,true,36780,valid,UInt16,2
36639,false,DivideError(),error,DivideError,8.0,36639,true,36639,valid,UInt16,2
34438,false,DivideError(),error,DivideError,8.0,34438,true,34438,valid,UInt16,2
33673,false,DivideError(),error,DivideError,8.0,33673,true,33673,valid,UInt16,2
33115,false,DivideError(),error,DivideError,8.0,33115,true,33115,valid,UInt16,2
32934,false,DivideError(),error,DivideError,8.0,32934,true,32934,valid,UInt16,3
32664,false,DivideError(),error,DivideError,8.0,32664,true,32664,valid,UInt16,2
32546,0,DivideError(),error,DivideError,8.0,32546,1,32546,valid,UInt64,2
32423,false,DivideError(),error,DivideError,8.0,32423,true,32423,valid,Int64,2
32266,false,DivideError(),error,DivideError,8.0,32266,true,32266,valid,Int64,2
