year,month,day,output,outputtype,datatype,metric,n_year,n_month,n_day,n_output,n_outputtype,n_datatype,count
3,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,3,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,2
1,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,1,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,9
1,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,2
1,0,-4,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,1,1,-4,"ArgumentError(""Day: -4 out of range (1:31)"")",error,ArgumentError,2
0,9999999,1,"ArgumentError(""Month: 9999999 out of range (1:12)"")",error,ArgumentError,1.0,0,10000000,1,"ArgumentError(""Month: 10000000 out of range (1:12)"")",error,ArgumentError,2
0,99,1,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,0,100,1,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,2
0,0,0,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,2.0,0,1,0,"ArgumentError(""Day: 0 out of range (1:31)"")",error,ArgumentError,7
0,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,0,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,2
0,-10000,0,"ArgumentError(""Month: -10000 out of range (1:12)"")",error,ArgumentError,1.0,0,-9999,0,"ArgumentError(""Month: -9999 out of range (1:12)"")",error,ArgumentError,2
0,-1000000,0,"ArgumentError(""Month: -1000000 out of range (1:12)"")",error,ArgumentError,1.0,0,-999999,0,"ArgumentError(""Month: -999999 out of range (1:12)"")",error,ArgumentError,2
-1,0,-2,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,-1,1,-2,"ArgumentError(""Day: -2 out of range (1:31)"")",error,ArgumentError,2
-1,-10,0,"ArgumentError(""Month: -10 out of range (1:12)"")",error,ArgumentError,1.0,-1,-9,0,"ArgumentError(""Month: -9 out of range (1:12)"")",error,ArgumentError,2
-2,0,-1,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,1.0,-2,1,-1,"ArgumentError(""Day: -1 out of range (1:31)"")",error,ArgumentError,2
4203003174828449997,9999999999,1,"ArgumentError(""Month: 9999999999 out of range (1:12)"")",error,ArgumentError,1.0,4203003174828449997,10000000000,1,"ArgumentError(""Month: 10000000000 out of range (1:12)"")",error,ArgumentError,1
3946425709734327441,99,2714,"ArgumentError(""Month: 99 out of range (1:12)"")",error,ArgumentError,1.0,3946425709734327441,100,2714,"ArgumentError(""Month: 100 out of range (1:12)"")",error,ArgumentError,1
2141157868521619633,-100000,8907,"ArgumentError(""Month: -100000 out of range (1:12)"")",error,ArgumentError,1.0,2141157868521619633,-99999,8907,"ArgumentError(""Month: -99999 out of range (1:12)"")",error,ArgumentError,1
821320574198351267,99999999,0,"ArgumentError(""Month: 99999999 out of range (1:12)"")",error,ArgumentError,1.0,821320574198351267,100000000,0,"ArgumentError(""Month: 100000000 out of range (1:12)"")",error,ArgumentError,1
258055046659223774,0,330898710112482,"ArgumentError(""Month: 0 out of range (1:12)"")",error,ArgumentError,12.0,258055046659223774,1,330898710112482,"ArgumentError(""Day: 330898710112482 out of range (1:31)"")",error,ArgumentError,1
