a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
2149999785,215,9999999,valid,UInt32,1.0,2149999786,215,10000000,valid,UInt32,2
1929999807,193,9999999,valid,UInt32,1.0,1929999808,193,10000000,valid,UInt32,2
1879999812,188,9999999,valid,Int64,1.0,1879999813,188,10000000,valid,Int64,2
1519999848,152,9999999,valid,UInt32,1.0,1519999849,152,10000000,valid,UInt32,2
1489999851,149,9999999,valid,UInt32,1.0,1489999852,149,10000000,valid,UInt32,2
1299999987,13,99999999,valid,Int64,1.0,1299999988,13,100000000,valid,Int64,2
1229999877,123,9999999,valid,Int64,1.0,1229999878,123,10000000,valid,Int64,2
1119999888,112,9999999,valid,Int64,1.0,1119999889,112,10000000,valid,Int64,2
1069999893,107,9999999,valid,Int64,1.0,1069999894,107,10000000,valid,Int64,2
1049999895,105,9999999,valid,UInt32,1.0,1049999896,105,10000000,valid,UInt32,2
1029999897,103,9999999,valid,UInt64,1.0,1029999898,103,10000000,valid,UInt64,3
1009999899,101,9999999,valid,UInt64,1.0,1009999900,101,10000000,valid,UInt64,2
999999990,10,99999999,valid,UInt64,1.0,999999991,10,100000000,valid,UInt64,2
999999900,100,9999999,valid,Int64,1.0,999999901,100,10000000,valid,Int64,2
949999905,95,9999999,valid,Int64,1.0,949999906,95,10000000,valid,Int64,2
949999905,95,9999999,valid,UInt64,1.0,949999906,95,10000000,valid,UInt64,2
919999908,92,9999999,valid,Int64,1.0,919999909,92,10000000,valid,Int64,2
889999911,89,9999999,valid,Int64,1.0,889999912,89,10000000,valid,Int64,2
859999914,86,9999999,valid,UInt64,1.0,859999915,86,10000000,valid,UInt64,3
839999916,84,9999999,valid,UInt64,1.0,839999917,84,10000000,valid,UInt64,2
829999917,83,9999999,valid,UInt64,1.0,829999918,83,10000000,valid,UInt64,2
799999992,8,99999999,valid,Int64,1.0,799999993,8,100000000,valid,Int64,2
709999999,-71,-9999999,valid,Int64,1.0,710000000,-71,-10000000,valid,Int64,2
709999929,71,9999999,valid,UInt32,1.0,709999930,71,10000000,valid,UInt32,2
709999929,71,9999999,valid,Int64,1.0,709999930,71,10000000,valid,Int64,2
639999936,64,9999999,valid,Int64,1.0,639999937,64,10000000,valid,Int64,3
559999944,56,9999999,valid,Int64,1.0,559999945,56,10000000,valid,Int64,2
499999999,-50,-9999999,valid,Int64,1.0,500000000,-50,-10000000,valid,Int64,2
409999959,41,9999999,valid,Int64,1.0,409999960,41,10000000,valid,Int64,2
399999960,40,9999999,valid,Int64,1.0,399999961,40,10000000,valid,Int64,2
309999999,-31,-9999999,valid,Int64,1.0,310000000,-31,-10000000,valid,Int64,2
299999999,-30,-9999999,valid,Int64,1.0,300000000,-30,-10000000,valid,Int64,2
279999972,28,9999999,valid,UInt64,1.0,279999973,28,10000000,valid,UInt64,2
259999999,-26,-9999999,valid,Int64,1.0,260000000,-26,-10000000,valid,Int64,2
253999746,254,999999,valid,Int64,1.0,253999747,254,1000000,valid,Int64,2
249999975,25,9999999,valid,Int64,1.0,249999976,25,10000000,valid,Int64,2
229999999,-23,-9999999,valid,Int64,1.0,230000000,-23,-10000000,valid,Int64,2
219999978,22,9999999,valid,Int64,1.0,219999979,22,10000000,valid,Int64,3
218999781,219,999999,valid,Int64,1.0,218999782,219,1000000,valid,Int64,2
179999982,18,9999999,valid,Int64,1.0,179999983,18,10000000,valid,Int64,2
147999852,148,999999,valid,Int64,1.0,147999853,148,1000000,valid,Int64,2
113999886,114,999999,valid,Int64,1.0,113999887,114,1000000,valid,Int64,3
105999894,106,999999,valid,Int64,1.0,105999895,106,1000000,valid,Int64,3
79999999,-80,-999999,valid,Int64,1.0,80000000,-80,-1000000,valid,Int64,2
30969,31,999,valid,UInt16,1.0,30970,31,1000,valid,UInt16,2
26973,27,999,valid,Int64,1.0,26974,27,1000,valid,Int64,3
25974,26,999,valid,UInt64,1.0,25975,26,1000,valid,UInt64,2
24552,248,99,valid,UInt16,1.0,24553,248,100,valid,UInt16,2
20790,210,99,valid,Int64,1.0,20791,210,100,valid,Int64,2
19899,201,99,valid,UInt16,1.0,19900,201,100,valid,UInt16,2
19008,192,99,valid,Int64,1.0,19009,192,100,valid,Int64,2
19008,192,99,valid,UInt16,1.0,19009,192,100,valid,UInt16,2
18414,186,99,valid,Int64,1.0,18415,186,100,valid,Int64,2
18018,182,99,valid,Int64,1.0,18019,182,100,valid,Int64,2
17721,179,99,valid,UInt16,1.0,17722,179,100,valid,UInt16,2
17424,176,99,valid,UInt16,1.0,17425,176,100,valid,UInt16,2
16983,17,999,valid,Int64,1.0,16984,17,1000,valid,Int64,2
16731,169,99,valid,UInt16,1.0,16732,169,100,valid,UInt16,2
14949,151,99,valid,Int64,1.0,14950,151,100,valid,Int64,2
13860,140,99,valid,Int64,1.0,13861,140,100,valid,Int64,2
13365,135,99,valid,Int64,1.0,13366,135,100,valid,Int64,2
12573,127,99,valid,UInt16,1.0,12574,127,100,valid,UInt16,2
11999,-120,-99,valid,Int64,1.0,12000,-120,-100,valid,Int64,2
10494,106,99,valid,Int64,1.0,10495,106,100,valid,Int64,2
9999,101,99,valid,UInt16,1.0,10000,101,100,valid,UInt16,2
8514,86,99,valid,UInt64,1.0,8515,86,100,valid,UInt64,2
7992,8,999,valid,Int64,1.0,7993,8,1000,valid,Int64,2
7821,79,99,valid,Int64,1.0,7822,79,100,valid,Int64,2
7623,77,99,valid,UInt64,1.0,7624,77,100,valid,UInt64,2
7524,76,99,valid,Int64,1.0,7525,76,100,valid,Int64,2
6435,65,99,valid,Int64,1.0,6436,65,100,valid,Int64,2
4999,-5,-999,valid,Int64,1.0,5000,-5,-1000,valid,Int64,2
4899,-49,-99,valid,Int64,1.0,4900,-49,-100,valid,Int64,3
4199,-42,-99,valid,Int64,1.0,4200,-42,-100,valid,Int64,2
3499,-35,-99,valid,Int64,1.0,3500,-35,-100,valid,Int64,4
2699,-27,-99,valid,Int64,1.0,2700,-27,-100,valid,Int64,2
248,2,124,valid,UInt64,1.0,248,3,83,valid,UInt64,2
198,22,9,valid,UInt64,1.0,199,22,10,valid,UInt64,2
178,19,10,valid,UInt64,1.0,178,20,9,valid,UInt64,2
150,16,10,valid,UInt8,1.0,150,17,9,valid,UInt8,2
144,16,9,valid,UInt64,1.0,145,16,10,valid,UInt64,2
135,15,9,valid,UInt64,1.0,136,15,10,valid,UInt64,2
129,14,10,valid,UInt64,1.0,129,15,9,valid,UInt64,2
126,14,9,valid,UInt64,1.0,127,14,10,valid,UInt64,2
124,13,10,valid,UInt8,1.0,124,14,9,valid,UInt8,2
122,-123,0,valid,UInt64,19.0,123,-123,18446744073709551615,valid,UInt64,3
121,13,10,valid,UInt64,1.0,121,14,9,valid,UInt64,2
115,12,10,valid,Int64,1.0,115,13,9,valid,Int64,2
114,-12,-9,valid,Int64,1.0,114,-11,-10,valid,Int64,2
