a,b,output,outputtype,datatype,metric,n_a,n_b,n_output,n_outputtype,n_datatype,count
2509999749,251,9999999,valid,UInt32,1.0,2509999750,251,10000000,valid,UInt32,2
2499999975,25,99999999,valid,UInt64,1.0,2499999976,25,100000000,valid,UInt64,2
2329999767,233,9999999,valid,UInt32,1.0,2329999768,233,10000000,valid,UInt32,2
2159999784,216,9999999,valid,UInt32,1.0,2159999785,216,10000000,valid,UInt32,2
2029999797,203,9999999,valid,UInt32,1.0,2029999798,203,10000000,valid,UInt32,2
2029999797,203,9999999,valid,Int64,1.0,2029999798,203,10000000,valid,Int64,2
1789999821,179,9999999,valid,Int64,1.0,1789999822,179,10000000,valid,Int64,2
1779999822,178,9999999,valid,UInt32,1.0,1779999823,178,10000000,valid,UInt32,2
1759999824,176,9999999,valid,UInt32,1.0,1759999825,176,10000000,valid,UInt32,2
1679999832,168,9999999,valid,UInt32,1.0,1679999833,168,10000000,valid,UInt32,2
1309999869,131,9999999,valid,UInt32,1.0,1309999870,131,10000000,valid,UInt32,2
1278687213,12787,99999,valid,UInt32,1.0,1278687214,12787,100000,valid,UInt32,2
1229999877,123,9999999,valid,Int64,1.0,1229999878,123,10000000,valid,Int64,2
1219999999,-122,-9999999,valid,Int64,1.0,1220000000,-122,-10000000,valid,Int64,2
1169999999,-117,-9999999,valid,Int64,1.0,1170000000,-117,-10000000,valid,Int64,3
1129999887,113,9999999,valid,UInt32,1.0,1129999888,113,10000000,valid,UInt32,2
999999990,10,99999999,valid,UInt32,1.0,999999991,10,100000000,valid,UInt32,2
969999903,97,9999999,valid,UInt32,1.0,969999904,97,10000000,valid,UInt32,2
959999904,96,9999999,valid,UInt64,1.0,959999905,96,10000000,valid,UInt64,2
929999907,93,9999999,valid,UInt64,1.0,929999908,93,10000000,valid,UInt64,2
919999908,92,9999999,valid,UInt64,1.0,919999909,92,10000000,valid,UInt64,2
909999999,-91,-9999999,valid,Int64,1.0,910000000,-91,-10000000,valid,Int64,2
889999999,-89,-9999999,valid,Int64,1.0,890000000,-89,-10000000,valid,Int64,2
799999920,80,9999999,valid,Int64,1.0,799999921,80,10000000,valid,Int64,2
789999921,79,9999999,valid,Int64,1.0,789999922,79,10000000,valid,Int64,2
739999926,74,9999999,valid,UInt64,1.0,739999927,74,10000000,valid,UInt64,2
639999936,64,9999999,valid,Int64,1.0,639999937,64,10000000,valid,Int64,2
599999940,60,9999999,valid,UInt64,1.0,599999941,60,10000000,valid,UInt64,2
499999950,50,9999999,valid,UInt64,1.0,499999951,50,10000000,valid,UInt64,2
489999951,49,9999999,valid,Int64,1.0,489999952,49,10000000,valid,Int64,2
459999999,-46,-9999999,valid,Int64,1.0,460000000,-46,-10000000,valid,Int64,2
459999954,46,9999999,valid,Int64,1.0,459999955,46,10000000,valid,Int64,2
429999957,43,9999999,valid,Int64,1.0,429999958,43,10000000,valid,Int64,2
379999962,38,9999999,valid,Int64,1.0,379999963,38,10000000,valid,Int64,2
349999965,35,9999999,valid,Int64,1.0,349999966,35,10000000,valid,Int64,2
209999979,21,9999999,valid,UInt64,1.0,209999980,21,10000000,valid,UInt64,2
186999813,187,999999,valid,Int64,1.0,186999814,187,1000000,valid,Int64,2
168999831,169,999999,valid,Int64,1.0,168999832,169,1000000,valid,Int64,2
157999842,158,999999,valid,Int64,1.0,157999843,158,1000000,valid,Int64,2
103999999,-104,-999999,valid,Int64,1.0,104000000,-104,-1000000,valid,Int64,2
42999999,-43,-999999,valid,Int64,1.0,43000000,-43,-1000000,valid,Int64,2
34965,35,999,valid,UInt64,1.0,34966,35,1000,valid,UInt64,2
26973,27,999,valid,Int64,1.0,26974,27,1000,valid,Int64,2
24057,243,99,valid,Int64,1.0,24058,243,100,valid,Int64,2
23958,242,99,valid,UInt16,1.0,23959,242,100,valid,UInt16,2
22977,23,999,valid,Int64,1.0,22978,23,1000,valid,Int64,2
22869,231,99,valid,UInt16,1.0,22870,231,100,valid,UInt16,2
21384,216,99,valid,UInt16,1.0,21385,216,100,valid,UInt16,2
20889,211,99,valid,UInt16,1.0,20890,211,100,valid,UInt16,2
17325,175,99,valid,Int64,1.0,17326,175,100,valid,Int64,2
17226,174,99,valid,UInt16,1.0,17227,174,100,valid,UInt16,2
17028,172,99,valid,UInt16,1.0,17029,172,100,valid,UInt16,2
16929,171,99,valid,Int64,1.0,16930,171,100,valid,Int64,2
16434,166,99,valid,Int64,1.0,16435,166,100,valid,Int64,2
14058,142,99,valid,UInt16,1.0,14059,142,100,valid,UInt16,2
12870,130,99,valid,Int64,1.0,12871,130,100,valid,Int64,3
12375,125,99,valid,Int64,1.0,12376,125,100,valid,Int64,2
12177,123,99,valid,Int64,1.0,12178,123,100,valid,Int64,2
11979,121,99,valid,Int64,1.0,11980,121,100,valid,Int64,4
11880,120,99,valid,UInt64,1.0,11881,120,100,valid,UInt64,2
11583,117,99,valid,UInt16,1.0,11584,117,100,valid,UInt16,2
