bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,453
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1645
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,253
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,493
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,628
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1612
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1798
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1784
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1785
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1774
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1798
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1852
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1860
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1827
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3353
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4320
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4467
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,5891
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4615
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,9506
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8295
99,99B,valid,String,1.0,100,100B,valid,String,18122
9,9B,valid,String,1.0,10,10B,valid,String,38012
false,falseB,valid,String,1.0,true,trueB,valid,String,39079
-1,-1B,valid,String,1.0,0,0B,valid,String,33262
-10,-10B,valid,String,1.0,-9,-9B,valid,String,15316
-100,-100B,valid,String,1.0,-99,-99B,valid,String,9644
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5023
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,7001
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3522
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,4840
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3511
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3394
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2677
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1506
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1450
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1490
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1482
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1553
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1505
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1457
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1501
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1312
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,509
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,496
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,307
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,800
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,504
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,500
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,487
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,475
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,539
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,514
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,515
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,311
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,140
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,32
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,valid,String,2
