bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,429
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1496
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,250
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,496
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,601
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1537
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1702
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1672
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1691
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1684
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1722
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1721
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1738
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1757
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3081
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,3967
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4105
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,5346
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4310
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,8958
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,7895
99,99B,valid,String,1.0,100,100B,valid,String,16623
9,9B,valid,String,1.0,10,10B,valid,String,35047
false,falseB,valid,String,1.0,true,trueB,valid,String,36215
-1,-1B,valid,String,1.0,0,0B,valid,String,30835
-10,-10B,valid,String,1.0,-9,-9B,valid,String,14423
-100,-100B,valid,String,1.0,-99,-99B,valid,String,8958
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,4752
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,6517
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3287
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,4510
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3225
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3114
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2514
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1319
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1420
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1394
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1360
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1388
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1438
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1476
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1415
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1275
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,444
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,455
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,311
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,679
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,504
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,451
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,488
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,450
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,478
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,462
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,450
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,293
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,136
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,20
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,valid,String,4
