bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,455
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1761
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,286
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,483
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,653
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1587
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1930
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1883
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1891
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1852
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1835
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1839
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1881
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1860
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3414
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4529
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4446
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,6112
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4576
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,9860
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8541
99,99B,valid,String,1.0,100,100B,valid,String,18594
9,9B,valid,String,1.0,10,10B,valid,String,38767
false,falseB,valid,String,1.0,true,trueB,valid,String,40162
-1,-1B,valid,String,1.0,0,0B,valid,String,34424
-10,-10B,valid,String,1.0,-9,-9B,valid,String,15716
-100,-100B,valid,String,1.0,-99,-99B,valid,String,10015
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5141
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,7202
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3707
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,4896
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3461
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3487
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2788
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1587
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1604
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1586
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1578
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1604
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1560
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1598
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1523
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1349
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,495
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,501
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,362
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,779
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,591
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,510
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,478
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,518
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,524
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,502
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,519
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,345
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,114
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,25
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,valid,String,2
