bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,472
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1742
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,282
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,516
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,667
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1850
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1864
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1834
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,2021
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1939
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1879
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1890
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1892
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1985
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3534
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4570
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4593
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,6156
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4885
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,10028
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8939
99,99B,valid,String,1.0,100,100B,valid,String,19102
9,9B,valid,String,1.0,10,10B,valid,String,39842
false,falseB,valid,String,1.0,true,trueB,valid,String,41614
-1,-1B,valid,String,1.0,0,0B,valid,String,35250
-10,-10B,valid,String,1.0,-9,-9B,valid,String,16141
-100,-100B,valid,String,1.0,-99,-99B,valid,String,10074
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5476
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,7324
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3745
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,5099
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3739
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3635
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2787
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1621
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1592
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1605
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1639
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1625
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1616
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1521
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1582
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1494
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,586
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,539
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,346
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,825
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,529
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,550
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,592
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,551
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,495
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,526
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,533
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,360
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,142
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,21
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,valid,String,2
