bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,464
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1668
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,301
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,544
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,712
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1702
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1966
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1971
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1917
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1965
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1961
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1874
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1957
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1928
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3466
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4585
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4626
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,6007
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4705
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,9838
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8708
99,99B,valid,String,1.0,100,100B,valid,String,18741
9,9B,valid,String,1.0,10,10B,valid,String,38897
false,falseB,valid,String,1.0,true,trueB,valid,String,40826
-1,-1B,valid,String,1.0,0,0B,valid,String,35151
-10,-10B,valid,String,1.0,-9,-9B,valid,String,16015
-100,-100B,valid,String,1.0,-99,-99B,valid,String,9956
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5067
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,7293
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3665
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,4961
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3655
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3640
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2734
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1649
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1577
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1511
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1615
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1460
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1610
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1662
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1524
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1391
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,520
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,538
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,341
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,794
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,549
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,503
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,534
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,538
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,529
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,517
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,489
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,378
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,145
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,29
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,valid,String,1
