bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,438
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1759
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,286
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,496
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,694
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1688
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1857
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1857
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1790
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1909
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1864
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1922
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,2018
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1863
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3546
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4564
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4575
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,5998
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4883
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,10045
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8855
99,99B,valid,String,1.0,100,100B,valid,String,18970
9,9B,valid,String,1.0,10,10B,valid,String,39507
false,falseB,valid,String,1.0,true,trueB,valid,String,41047
-1,-1B,valid,String,1.0,0,0B,valid,String,34934
-10,-10B,valid,String,1.0,-9,-9B,valid,String,15909
-100,-100B,valid,String,1.0,-99,-99B,valid,String,9963
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5248
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,7224
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3712
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,5033
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3631
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3557
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2694
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1567
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1605
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1652
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1556
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1570
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1661
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1600
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1517
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1385
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,532
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,513
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,313
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,817
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,536
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,566
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,534
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,539
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,518
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,506
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,490
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,330
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,130
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,28
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,valid,String,1
