bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,459
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1727
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,272
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,541
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,669
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1704
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1823
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1868
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1857
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1921
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1937
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1916
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1935
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1809
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3474
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4476
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4551
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,6068
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4647
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,9782
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8557
99,99B,valid,String,1.0,100,100B,valid,String,18793
9,9B,valid,String,1.0,10,10B,valid,String,38558
false,falseB,valid,String,1.0,true,trueB,valid,String,40290
-1,-1B,valid,String,1.0,0,0B,valid,String,34303
-10,-10B,valid,String,1.0,-9,-9B,valid,String,16159
-100,-100B,valid,String,1.0,-99,-99B,valid,String,9981
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5193
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,7144
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3671
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,4915
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3679
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3604
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2700
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1598
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1605
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1664
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1534
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1576
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1543
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1549
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1498
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1379
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,506
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,512
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,323
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,801
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,488
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,543
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,551
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,531
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,512
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,514
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,498
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,300
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,164
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,19
