bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,451
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1726
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,274
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,520
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,656
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1685
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1860
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1860
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1913
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1940
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1925
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1876
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1993
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1892
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3508
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4481
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4662
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,6148
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4757
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,9931
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8724
99,99B,valid,String,1.0,100,100B,valid,String,19014
9,9B,valid,String,1.0,10,10B,valid,String,39270
false,falseB,valid,String,1.0,true,trueB,valid,String,40564
-1,-1B,valid,String,1.0,0,0B,valid,String,34757
-10,-10B,valid,String,1.0,-9,-9B,valid,String,16169
-100,-100B,valid,String,1.0,-99,-99B,valid,String,10154
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5174
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,7257
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3832
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,5078
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3557
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3556
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2678
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1560
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1586
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1650
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1623
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1626
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1565
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1528
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1590
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1460
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,552
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,534
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,339
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,783
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,536
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,545
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,545
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,504
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,566
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,539
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,513
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,403
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,166
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,26
