bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,417
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1647
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,258
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,503
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,628
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1692
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1763
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1846
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1779
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1824
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1877
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1895
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1827
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1811
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3402
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4356
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4484
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,5831
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4495
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,9408
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8249
99,99B,valid,String,1.0,100,100B,valid,String,18078
9,9B,valid,String,1.0,10,10B,valid,String,38067
false,falseB,valid,String,1.0,true,trueB,valid,String,39237
-1,-1B,valid,String,1.0,0,0B,valid,String,33472
-10,-10B,valid,String,1.0,-9,-9B,valid,String,15548
-100,-100B,valid,String,1.0,-99,-99B,valid,String,9511
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5092
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,6946
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3543
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,4937
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3484
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3467
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2621
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1540
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1554
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1526
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1523
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1584
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1565
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1502
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1515
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1371
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,478
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,499
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,326
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,760
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,492
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,491
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,521
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,481
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,474
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,501
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,476
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,315
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,146
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,31
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,valid,String,1
