bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,469
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1733
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,277
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,562
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,671
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1818
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1903
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1898
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1977
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1922
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1847
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1890
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1962
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1980
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3452
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4586
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4629
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,5976
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4990
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,10058
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8852
99,99B,valid,String,1.0,100,100B,valid,String,19375
9,9B,valid,String,1.0,10,10B,valid,String,39863
false,falseB,valid,String,1.0,true,trueB,valid,String,41218
-1,-1B,valid,String,1.0,0,0B,valid,String,35277
-10,-10B,valid,String,1.0,-9,-9B,valid,String,16265
-100,-100B,valid,String,1.0,-99,-99B,valid,String,10114
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5167
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,7403
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3821
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,5245
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3684
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3521
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2703
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1536
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1707
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1554
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1551
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1614
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1625
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1563
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1596
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1487
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,530
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,526
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,323
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,804
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,531
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,518
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,513
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,541
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,539
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,570
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,472
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,347
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,140
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,29
