bytes,output,outputtype,datatype,metric,n_bytes,n_output,n_outputtype,n_datatype,count
999999999999990520104160854016,"BoundsError(""kMGTPE"", 9)",error,BoundsError,1.0,999999999999990520104160854017,"BoundsError(""kMGTPE"", 10)",error,BoundsError,439
999999999999994822656,1000.0 EB,valid,String,15.0,999999999999994822657,"BoundsError(""kMGTPE"", 7)",error,BoundsError,1722
999949999999999935999,999.9 EB,valid,String,1.0,999949999999999936000,1000.0 EB,valid,String,308
99949999999999991999,99.9 EB,valid,String,1.0,99949999999999992000,100.0 EB,valid,String,489
9950000000000001999,9.9 EB,valid,String,1.0,9950000000000002000,10.0 EB,valid,String,715
999949999999999999,999.9 PB,valid,String,2.0,999950000000000000,1.0 EB,valid,String,1741
99949999999999999,99.9 PB,valid,String,1.0,99950000000000000,100.0 PB,valid,String,1831
9950000000000999,9.9 PB,valid,String,1.0,9950000000001000,10.0 PB,valid,String,1884
999949999999999,999.9 TB,valid,String,2.0,999950000000000,1.0 PB,valid,String,1878
99949999999999,99.9 TB,valid,String,1.0,99950000000000,100.0 TB,valid,String,1801
9950000000000,9.9 TB,valid,String,1.0,9950000000001,10.0 TB,valid,String,1843
999949999999,999.9 GB,valid,String,2.0,999950000000,1.0 TB,valid,String,1833
99949999999,99.9 GB,valid,String,1.0,99950000000,100.0 GB,valid,String,1899
9950000000,9.9 GB,valid,String,1.0,9950000001,10.0 GB,valid,String,1948
999949999,999.9 MB,valid,String,2.0,999950000,1.0 GB,valid,String,3464
99949999,99.9 MB,valid,String,1.0,99950000,100.0 MB,valid,String,4334
9950000,9.9 MB,valid,String,1.0,9950001,10.0 MB,valid,String,4490
999949,999.9 kB,valid,String,2.0,999950,1.0 MB,valid,String,5917
99949,99.9 kB,valid,String,1.0,99950,100.0 kB,valid,String,4700
9950,9.9 kB,valid,String,1.0,9951,10.0 kB,valid,String,9873
999,999B,valid,String,2.0,1000,1.0 kB,valid,String,8445
99,99B,valid,String,1.0,100,100B,valid,String,18629
9,9B,valid,String,1.0,10,10B,valid,String,38605
false,falseB,valid,String,1.0,true,trueB,valid,String,40291
-1,-1B,valid,String,1.0,0,0B,valid,String,34037
-10,-10B,valid,String,1.0,-9,-9B,valid,String,15584
-100,-100B,valid,String,1.0,-99,-99B,valid,String,9832
-1000,-1000B,valid,String,1.0,-999,-999B,valid,String,5126
-10000,-10000B,valid,String,1.0,-9999,-9999B,valid,String,7089
-100000,-100000B,valid,String,1.0,-99999,-99999B,valid,String,3651
-1000000,-1000000B,valid,String,1.0,-999999,-999999B,valid,String,4970
-10000000,-10000000B,valid,String,1.0,-9999999,-9999999B,valid,String,3594
-100000000,-100000000B,valid,String,1.0,-99999999,-99999999B,valid,String,3470
-1000000000,-1000000000B,valid,String,1.0,-999999999,-999999999B,valid,String,2669
-10000000000,-10000000000B,valid,String,1.0,-9999999999,-9999999999B,valid,String,1569
-100000000000,-100000000000B,valid,String,1.0,-99999999999,-99999999999B,valid,String,1509
-1000000000000,-1000000000000B,valid,String,1.0,-999999999999,-999999999999B,valid,String,1583
-10000000000000,-10000000000000B,valid,String,1.0,-9999999999999,-9999999999999B,valid,String,1536
-100000000000000,-100000000000000B,valid,String,1.0,-99999999999999,-99999999999999B,valid,String,1459
-1000000000000000,-1000000000000000B,valid,String,1.0,-999999999999999,-999999999999999B,valid,String,1526
-10000000000000000,-10000000000000000B,valid,String,1.0,-9999999999999999,-9999999999999999B,valid,String,1601
-100000000000000000,-100000000000000000B,valid,String,1.0,-99999999999999999,-99999999999999999B,valid,String,1578
-1000000000000000000,-1000000000000000000B,valid,String,1.0,-999999999999999999,-999999999999999999B,valid,String,1389
-10000000000000000000,-10000000000000000000B,valid,String,1.0,-9999999999999999999,-9999999999999999999B,valid,String,531
-100000000000000000000,-100000000000000000000B,valid,String,1.0,-99999999999999999999,-99999999999999999999B,valid,String,525
-1000000000000000000000,-1000000000000000000000B,valid,String,1.0,-999999999999999999999,-999999999999999999999B,valid,String,324
-10000000000000000000000,-10000000000000000000000B,valid,String,1.0,-9999999999999999999999,-9999999999999999999999B,valid,String,833
-100000000000000000000000,-100000000000000000000000B,valid,String,1.0,-99999999999999999999999,-99999999999999999999999B,valid,String,489
-1000000000000000000000000,-1000000000000000000000000B,valid,String,1.0,-999999999999999999999999,-999999999999999999999999B,valid,String,560
-10000000000000000000000000,-10000000000000000000000000B,valid,String,1.0,-9999999999999999999999999,-9999999999999999999999999B,valid,String,510
-100000000000000000000000000,-100000000000000000000000000B,valid,String,1.0,-99999999999999999999999999,-99999999999999999999999999B,valid,String,534
-1000000000000000000000000000,-1000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999,-999999999999999999999999999B,valid,String,506
-10000000000000000000000000000,-10000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999,-9999999999999999999999999999B,valid,String,540
-100000000000000000000000000000,-100000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999,-99999999999999999999999999999B,valid,String,476
-1000000000000000000000000000000,-1000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999,-999999999999999999999999999999B,valid,String,314
-10000000000000000000000000000000,-10000000000000000000000000000000B,valid,String,1.0,-9999999999999999999999999999999,-9999999999999999999999999999999B,valid,String,131
-100000000000000000000000000000000,-100000000000000000000000000000000B,valid,String,1.0,-99999999999999999999999999999999,-99999999999999999999999999999999B,valid,String,20
-1000000000000000000000000000000000,-1000000000000000000000000000000000B,valid,String,1.0,-999999999999999999999999999999999,-999999999999999999999999999999999B,valid,String,2
