x_,p,output,outputtype,datatype,metric,n_x_,n_p,n_output,n_outputtype,n_datatype,count
32394,0,1,valid,Int64,4.0,32394,1,32394,valid,Int64,2
19839,0,1,valid,UInt16,4.0,19839,1,19839,valid,UInt16,2
7955,0,1,valid,UInt16,3.0,7955,1,7955,valid,UInt16,2
254,0,1,valid,UInt8,2.0,254,1,254,valid,UInt8,3
253,0,1,valid,UInt8,2.0,253,1,253,valid,UInt8,3
251,0,1,valid,UInt8,2.0,251,1,251,valid,UInt8,3
250,0,1,valid,UInt8,2.0,250,1,250,valid,UInt8,4
246,0,1,valid,UInt8,2.0,246,1,246,valid,UInt8,7
245,0,1,valid,UInt8,2.0,245,1,245,valid,UInt8,6
241,0,1,valid,UInt8,2.0,241,1,241,valid,UInt8,3
238,0,1,valid,UInt8,2.0,238,1,238,valid,UInt8,7
237,0,1,valid,UInt8,2.0,237,1,237,valid,UInt8,9
235,0,1,valid,UInt8,2.0,235,1,235,valid,UInt8,7
234,0,1,valid,UInt8,2.0,234,1,234,valid,UInt8,11
232,0,1,valid,UInt8,2.0,232,1,232,valid,UInt8,4
230,0,1,valid,UInt8,2.0,230,1,230,valid,UInt8,12
229,0,1,valid,UInt8,2.0,229,1,229,valid,UInt8,6
228,0,1,valid,UInt8,2.0,228,1,228,valid,UInt8,5
227,0,1,valid,UInt8,2.0,227,1,227,valid,UInt8,3
225,0,1,valid,UInt8,2.0,225,1,225,valid,UInt8,2
224,0,1,valid,UInt8,2.0,224,1,224,valid,UInt8,2
222,0,1,valid,UInt8,2.0,222,1,222,valid,UInt8,7
221,0,1,valid,UInt8,2.0,221,1,221,valid,UInt8,4
220,0,1,valid,UInt8,2.0,220,1,220,valid,UInt8,4
219,0,1,valid,UInt8,2.0,219,1,219,valid,UInt8,6
218,0,1,valid,UInt8,2.0,218,1,218,valid,UInt8,2
217,0,1,valid,UInt8,2.0,217,1,217,valid,UInt8,4
216,0,1,valid,UInt8,2.0,216,1,216,valid,UInt8,4
214,0,1,valid,UInt8,2.0,214,1,214,valid,UInt8,14
213,0,1,valid,UInt8,2.0,213,1,213,valid,UInt8,6
211,0,1,valid,UInt8,2.0,211,1,211,valid,UInt8,7
210,0,1,valid,UInt8,2.0,210,1,210,valid,UInt8,9
