x_,p,output,outputtype,datatype,metric,n_x_,n_p,n_output,n_outputtype,n_datatype,count
36011,0,1,valid,UInt16,4.0,36011,1,36011,valid,UInt16,2
35784,0,1,valid,UInt16,4.0,35784,1,35784,valid,UInt16,2
254,0,1,valid,UInt8,2.0,254,1,254,valid,UInt8,5
250,0,1,valid,UInt8,2.0,250,1,250,valid,UInt8,5
248,54,0,valid,UInt8,1.0,249,54,17,valid,UInt8,2
247,0,1,valid,UInt8,2.0,247,1,247,valid,UInt8,4
245,0,1,valid,UInt8,2.0,245,1,245,valid,UInt8,4
244,0,1,valid,UInt8,2.0,244,1,244,valid,UInt8,3
243,188,113,valid,UInt8,2.0,244,188,0,valid,UInt8,2
243,0,1,valid,UInt8,2.0,243,1,243,valid,UInt8,4
242,0,1,valid,UInt8,2.0,242,1,242,valid,UInt8,3
241,0,1,valid,UInt8,2.0,241,1,241,valid,UInt8,6
238,0,1,valid,UInt8,2.0,238,1,238,valid,UInt8,2
236,0,1,valid,UInt8,2.0,236,1,236,valid,UInt8,6
235,0,1,valid,UInt8,2.0,235,1,235,valid,UInt8,4
234,0,1,valid,UInt8,2.0,234,1,234,valid,UInt8,6
232,0,1,valid,UInt8,2.0,232,1,232,valid,UInt8,2
231,0,1,valid,UInt8,2.0,231,1,231,valid,UInt8,13
230,0,1,valid,UInt8,2.0,230,1,230,valid,UInt8,6
229,0,1,valid,UInt8,2.0,229,1,229,valid,UInt8,8
228,0,1,valid,UInt8,2.0,228,1,228,valid,UInt8,3
224,0,1,valid,UInt8,2.0,224,1,224,valid,UInt8,6
223,0,1,valid,UInt8,2.0,223,1,223,valid,UInt8,4
222,0,1,valid,UInt8,2.0,222,1,222,valid,UInt8,5
215,0,1,valid,UInt8,2.0,215,1,215,valid,UInt8,5
214,0,1,valid,UInt8,2.0,214,1,214,valid,UInt8,4
212,0,1,valid,UInt8,2.0,212,1,212,valid,UInt8,2
210,14,0,valid,UInt8,2.0,211,14,153,valid,UInt8,2
209,0,1,valid,UInt8,2.0,209,1,209,valid,UInt8,4
207,121,79,valid,UInt8,1.0,208,121,0,valid,UInt8,2
207,0,1,valid,UInt8,2.0,207,1,207,valid,UInt8,9
206,0,1,valid,UInt8,2.0,206,1,206,valid,UInt8,12
205,0,1,valid,UInt8,2.0,205,1,205,valid,UInt8,6
203,0,1,valid,UInt8,2.0,203,1,203,valid,UInt8,7
201,56,193,valid,UInt8,2.0,202,56,0,valid,UInt8,2
200,0,1,valid,UInt8,2.0,200,1,200,valid,UInt8,5
199,0,1,valid,UInt8,2.0,199,1,199,valid,UInt8,4
198,0,1,valid,UInt8,2.0,198,1,198,valid,UInt8,8
192,0,1,valid,UInt8,2.0,192,1,192,valid,UInt8,6
187,0,1,valid,UInt8,2.0,187,1,187,valid,UInt8,6
186,0,1,valid,UInt8,2.0,186,1,186,valid,UInt8,4
185,0,1,valid,UInt8,2.0,185,1,185,valid,UInt8,10
182,0,1,valid,UInt8,2.0,182,1,182,valid,UInt8,14
181,0,1,valid,UInt8,2.0,181,1,181,valid,UInt8,5
179,0,1,valid,UInt8,2.0,179,1,179,valid,UInt8,5
177,0,1,valid,UInt8,2.0,177,1,177,valid,UInt8,6
176,0,1,valid,UInt8,2.0,176,1,176,valid,UInt8,2
175,0,1,valid,UInt8,2.0,175,1,175,valid,UInt8,5
172,0,1,valid,UInt8,2.0,172,1,172,valid,UInt8,5
171,0,1,valid,UInt8,2.0,171,1,171,valid,UInt8,5
170,0,1,valid,UInt8,2.0,170,1,170,valid,UInt8,5
168,0,1,valid,UInt8,2.0,168,1,168,valid,UInt8,7
167,0,1,valid,UInt8,2.0,167,1,167,valid,UInt8,6
166,0,1,valid,UInt8,2.0,166,1,166,valid,UInt8,13
163,0,1,valid,UInt8,2.0,163,1,163,valid,UInt8,12
162,88,0,valid,UInt8,2.0,163,88,225,valid,UInt8,3
161,0,1,valid,UInt8,2.0,161,1,161,valid,UInt8,2
159,0,1,valid,UInt8,2.0,159,1,159,valid,UInt8,6
157,0,1,valid,UInt8,2.0,157,1,157,valid,UInt8,2
152,0,1,valid,UInt8,2.0,152,1,152,valid,UInt8,5
148,0,1,valid,UInt8,2.0,148,1,148,valid,UInt8,5
147,0,1,valid,UInt8,2.0,147,1,147,valid,UInt8,7
143,0,1,valid,UInt8,2.0,143,1,143,valid,UInt8,4
141,0,1,valid,UInt8,2.0,141,1,141,valid,UInt8,4
140,0,1,valid,UInt8,2.0,140,1,140,valid,UInt8,9
139,0,1,valid,UInt8,2.0,139,1,139,valid,UInt8,5
138,0,1,valid,UInt8,2.0,138,1,138,valid,UInt8,8
135,0,1,valid,UInt8,2.0,135,1,135,valid,UInt8,6
