x_,p,output,outputtype,datatype,metric,n_x_,n_p,n_output,n_outputtype,n_datatype,count
40360,0,1,valid,UInt16,4.0,40360,1,40360,valid,UInt16,2
30990,0,1,valid,UInt16,4.0,30990,1,30990,valid,UInt16,2
26301,0,1,valid,UInt16,4.0,26301,1,26301,valid,UInt16,2
23296,0,1,valid,Int64,4.0,23296,1,23296,valid,Int64,2
12472,0,1,valid,Int64,4.0,12472,1,12472,valid,Int64,2
255,0,1,valid,UInt8,2.0,255,1,255,valid,UInt8,11
252,0,1,valid,UInt8,2.0,252,1,252,valid,UInt8,3
251,0,1,valid,UInt8,2.0,251,1,251,valid,UInt8,11
249,0,1,valid,UInt8,2.0,249,1,249,valid,UInt8,6
248,0,1,valid,UInt8,2.0,248,1,248,valid,UInt8,5
247,0,1,valid,UInt8,2.0,247,1,247,valid,UInt8,5
246,0,1,valid,UInt8,2.0,246,1,246,valid,UInt8,3
244,0,1,valid,UInt8,2.0,244,1,244,valid,UInt8,6
242,0,1,valid,UInt8,2.0,242,1,242,valid,UInt8,4
241,0,1,valid,UInt8,2.0,241,1,241,valid,UInt8,3
239,0,1,valid,UInt8,2.0,239,1,239,valid,UInt8,3
235,0,1,valid,UInt8,2.0,235,1,235,valid,UInt8,5
232,0,1,valid,UInt8,2.0,232,1,232,valid,UInt8,6
230,0,1,valid,UInt8,2.0,230,1,230,valid,UInt8,5
226,0,1,valid,UInt8,2.0,226,1,226,valid,UInt8,10
225,0,1,valid,UInt8,2.0,225,1,225,valid,UInt8,3
224,0,1,valid,UInt8,2.0,224,1,224,valid,UInt8,10
222,91,0,valid,UInt8,2.0,223,91,159,valid,UInt8,2
222,0,1,valid,UInt8,2.0,222,1,222,valid,UInt8,4
221,0,1,valid,UInt8,2.0,221,1,221,valid,UInt8,8
219,0,1,valid,UInt8,2.0,219,1,219,valid,UInt8,6
218,0,1,valid,UInt8,2.0,218,1,218,valid,UInt8,4
216,0,1,valid,UInt8,2.0,216,1,216,valid,UInt8,4
215,67,199,valid,UInt8,2.0,216,67,0,valid,UInt8,2
214,0,1,valid,UInt8,2.0,214,1,214,valid,UInt8,16
210,0,1,valid,UInt8,2.0,210,1,210,valid,UInt8,10
208,0,1,valid,UInt8,2.0,208,1,208,valid,UInt8,3
206,0,1,valid,UInt8,2.0,206,1,206,valid,UInt8,3
205,0,1,valid,UInt8,2.0,205,1,205,valid,UInt8,9
204,0,1,valid,UInt8,2.0,204,1,204,valid,UInt8,3
203,0,1,valid,UInt8,2.0,203,1,203,valid,UInt8,4
201,0,1,valid,UInt8,2.0,201,1,201,valid,UInt8,7
196,3,64,valid,UInt8,1.0,197,3,189,valid,UInt8,2
195,0,1,valid,UInt8,2.0,195,1,195,valid,UInt8,3
194,0,1,valid,UInt8,2.0,194,1,194,valid,UInt8,20
193,0,1,valid,UInt8,2.0,193,1,193,valid,UInt8,5
192,0,1,valid,UInt8,2.0,192,1,192,valid,UInt8,5
191,0,1,valid,UInt8,2.0,191,1,191,valid,UInt8,6
187,0,1,valid,UInt8,2.0,187,1,187,valid,UInt8,6
182,0,1,valid,UInt8,2.0,182,1,182,valid,UInt8,7
180,0,1,valid,UInt8,2.0,180,1,180,valid,UInt8,2
174,0,1,valid,UInt8,2.0,174,1,174,valid,UInt8,8
169,0,1,valid,UInt8,2.0,169,1,169,valid,UInt8,6
168,0,1,valid,UInt8,2.0,168,1,168,valid,UInt8,13
167,0,1,valid,UInt8,2.0,167,1,167,valid,UInt8,6
165,0,1,valid,UInt8,2.0,165,1,165,valid,UInt8,10
163,0,1,valid,UInt8,2.0,163,1,163,valid,UInt8,6
160,0,1,valid,UInt8,2.0,160,1,160,valid,UInt8,7
158,0,1,valid,UInt8,2.0,158,1,158,valid,UInt8,11
156,0,1,valid,UInt8,2.0,156,1,156,valid,UInt8,2
154,0,1,valid,UInt8,2.0,154,1,154,valid,UInt8,12
153,0,1,valid,UInt8,2.0,153,1,153,valid,UInt8,5
151,0,1,valid,UInt8,2.0,151,1,151,valid,UInt8,4
150,0,1,valid,UInt8,2.0,150,1,150,valid,UInt8,8
149,0,1,valid,UInt8,2.0,149,1,149,valid,UInt8,5
148,0,1,valid,UInt8,2.0,148,1,148,valid,UInt8,15
147,0,1,valid,UInt8,2.0,147,1,147,valid,UInt8,4
143,0,1,valid,UInt8,2.0,143,1,143,valid,UInt8,7
142,0,1,valid,UInt8,2.0,142,1,142,valid,UInt8,7
138,0,1,valid,UInt8,2.0,138,1,138,valid,UInt8,6
135,0,1,valid,UInt8,2.0,135,1,135,valid,UInt8,7
134,0,1,valid,UInt8,2.0,134,1,134,valid,UInt8,7
132,0,1,valid,UInt8,2.0,132,1,132,valid,UInt8,9
129,0,1,valid,UInt8,2.0,129,1,129,valid,UInt8,3
126,0,1,valid,Int64,2.0,126,1,126,valid,Int64,5
124,0,1,valid,UInt8,2.0,124,1,124,valid,UInt8,9
123,0,1,valid,Int64,2.0,123,1,123,valid,Int64,4
122,0,1,valid,Int64,2.0,122,1,122,valid,Int64,5
121,0,1,valid,UInt8,2.0,121,1,121,valid,UInt8,2
121,0,1,valid,Int64,2.0,121,1,121,valid,Int64,6
120,0,1,valid,UInt8,2.0,120,1,120,valid,UInt8,7
118,0,1,valid,Int64,2.0,118,1,118,valid,Int64,4
118,0,1,valid,UInt8,2.0,118,1,118,valid,UInt8,4
117,0,1,valid,Int64,2.0,117,1,117,valid,Int64,4
117,0,1,valid,UInt8,2.0,117,1,117,valid,UInt8,5
116,67,0,valid,Int64,18.0,117,67,1589041012301995853,valid,Int64,2
116,0,1,valid,UInt8,2.0,116,1,116,valid,UInt8,4
115,0,1,valid,Int64,2.0,115,1,115,valid,Int64,5
114,0,1,valid,Int64,2.0,114,1,114,valid,Int64,3
114,0,1,valid,UInt8,2.0,114,1,114,valid,UInt8,7
112,58,0,valid,UInt8,1.0,113,58,97,valid,UInt8,2
112,0,1,valid,UInt8,2.0,112,1,112,valid,UInt8,7
112,0,1,valid,Int64,2.0,112,1,112,valid,Int64,7
110,0,1,valid,UInt8,2.0,110,1,110,valid,UInt8,7
109,0,1,valid,Int64,2.0,109,1,109,valid,Int64,12
108,0,1,valid,Int64,2.0,108,1,108,valid,Int64,5
107,0,1,valid,Int64,2.0,107,1,107,valid,Int64,8
106,0,1,valid,Int64,2.0,106,1,106,valid,Int64,5
105,0,1,valid,UInt8,2.0,105,1,105,valid,UInt8,3
104,0,1,valid,UInt8,2.0,104,1,104,valid,UInt8,8
103,0,1,valid,Int64,2.0,103,1,103,valid,Int64,9
103,0,1,valid,UInt8,2.0,103,1,103,valid,UInt8,5
102,0,1,valid,Int64,2.0,102,1,102,valid,Int64,3
102,0,1,valid,UInt8,2.0,102,1,102,valid,UInt8,3
101,0,1,valid,Int64,2.0,101,1,101,valid,Int64,13
100,0,1,valid,UInt8,2.0,100,1,100,valid,UInt8,4
98,0,1,valid,UInt8,1.0,98,1,98,valid,UInt8,3
94,0,1,valid,UInt8,1.0,94,1,94,valid,UInt8,3
93,0,1,valid,UInt8,1.0,93,1,93,valid,UInt8,12
90,165,0,valid,Int64,19.0,91,165,-8773376681315278805,valid,Int64,2
90,0,1,valid,UInt8,1.0,90,1,90,valid,UInt8,2
90,0,1,valid,Int64,1.0,90,1,90,valid,Int64,6
88,0,1,valid,Int64,1.0,88,1,88,valid,Int64,7
87,0,1,valid,Int64,1.0,87,1,87,valid,Int64,10
87,0,1,valid,UInt8,1.0,87,1,87,valid,UInt8,5
86,0,1,valid,UInt8,1.0,86,1,86,valid,UInt8,6
85,0,1,valid,UInt8,1.0,85,1,85,valid,UInt8,13
84,0,1,valid,UInt8,1.0,84,1,84,valid,UInt8,8
84,0,1,valid,Int64,1.0,84,1,84,valid,Int64,7
83,0,1,valid,Int64,1.0,83,1,83,valid,Int64,6
83,0,1,valid,UInt8,1.0,83,1,83,valid,UInt8,7
81,0,1,valid,UInt8,1.0,81,1,81,valid,UInt8,10
81,0,1,valid,Int64,1.0,81,1,81,valid,Int64,9
80,0,1,valid,Int64,1.0,80,1,80,valid,Int64,10
80,0,1,valid,UInt8,1.0,80,1,80,valid,UInt8,6
79,0,1,valid,Int64,1.0,79,1,79,valid,Int64,8
75,0,1,valid,UInt8,1.0,75,1,75,valid,UInt8,5
74,0,1,valid,Int64,1.0,74,1,74,valid,Int64,7
74,0,1,valid,UInt8,1.0,74,1,74,valid,UInt8,6
