x_,p,output,outputtype,datatype,metric,n_x_,n_p,n_output,n_outputtype,n_datatype,count
36376,0,1,valid,UInt16,4.0,36376,1,36376,valid,UInt16,2
36105,0,1,valid,UInt16,4.0,36105,1,36105,valid,UInt16,2
22260,0,1,valid,Int64,4.0,22260,1,22260,valid,Int64,2
19756,0,1,valid,UInt16,4.0,19756,1,19756,valid,UInt16,2
254,171,0,valid,UInt8,2.0,255,171,255,valid,UInt8,2
254,0,1,valid,UInt8,2.0,254,1,254,valid,UInt8,3
253,178,201,valid,UInt8,2.0,254,178,0,valid,UInt8,2
252,0,1,valid,UInt8,2.0,252,1,252,valid,UInt8,4
250,0,1,valid,UInt8,2.0,250,1,250,valid,UInt8,8
249,0,1,valid,UInt8,2.0,249,1,249,valid,UInt8,4
248,0,1,valid,UInt8,2.0,248,1,248,valid,UInt8,4
247,0,1,valid,UInt8,2.0,247,1,247,valid,UInt8,9
246,0,1,valid,UInt8,2.0,246,1,246,valid,UInt8,4
244,0,1,valid,UInt8,2.0,244,1,244,valid,UInt8,4
243,0,1,valid,UInt8,2.0,243,1,243,valid,UInt8,7
242,0,1,valid,UInt8,2.0,242,1,242,valid,UInt8,5
240,0,1,valid,UInt8,2.0,240,1,240,valid,UInt8,3
233,0,1,valid,UInt8,2.0,233,1,233,valid,UInt8,4
232,0,1,valid,UInt8,2.0,232,1,232,valid,UInt8,8
230,0,1,valid,UInt8,2.0,230,1,230,valid,UInt8,7
229,69,149,valid,UInt8,2.0,230,69,0,valid,UInt8,2
229,0,1,valid,UInt8,2.0,229,1,229,valid,UInt8,6
228,0,1,valid,UInt8,2.0,228,1,228,valid,UInt8,2
224,0,1,valid,UInt8,2.0,224,1,224,valid,UInt8,9
223,0,1,valid,UInt8,2.0,223,1,223,valid,UInt8,2
222,0,1,valid,UInt8,2.0,222,1,222,valid,UInt8,14
221,0,1,valid,UInt8,2.0,221,1,221,valid,UInt8,4
220,0,1,valid,UInt8,2.0,220,1,220,valid,UInt8,7
217,0,1,valid,UInt8,2.0,217,1,217,valid,UInt8,11
215,0,1,valid,UInt8,2.0,215,1,215,valid,UInt8,8
209,0,1,valid,UInt8,2.0,209,1,209,valid,UInt8,5
208,0,1,valid,UInt8,2.0,208,1,208,valid,UInt8,3
205,0,1,valid,UInt8,2.0,205,1,205,valid,UInt8,12
204,0,1,valid,UInt8,2.0,204,1,204,valid,UInt8,3
201,0,1,valid,UInt8,2.0,201,1,201,valid,UInt8,3
198,0,1,valid,UInt8,2.0,198,1,198,valid,UInt8,5
193,0,1,valid,UInt8,2.0,193,1,193,valid,UInt8,5
192,0,1,valid,UInt8,2.0,192,1,192,valid,UInt8,7
191,0,1,valid,UInt8,2.0,191,1,191,valid,UInt8,5
189,0,1,valid,UInt8,2.0,189,1,189,valid,UInt8,6
187,0,1,valid,UInt8,2.0,187,1,187,valid,UInt8,8
185,0,1,valid,UInt8,2.0,185,1,185,valid,UInt8,6
183,0,1,valid,UInt8,2.0,183,1,183,valid,UInt8,8
177,0,1,valid,UInt8,2.0,177,1,177,valid,UInt8,8
175,0,1,valid,UInt8,2.0,175,1,175,valid,UInt8,5
173,0,1,valid,UInt8,2.0,173,1,173,valid,UInt8,4
171,0,1,valid,UInt8,2.0,171,1,171,valid,UInt8,11
170,0,1,valid,UInt8,2.0,170,1,170,valid,UInt8,3
166,0,1,valid,UInt8,2.0,166,1,166,valid,UInt8,11
163,0,1,valid,UInt8,2.0,163,1,163,valid,UInt8,5
160,0,1,valid,UInt8,2.0,160,1,160,valid,UInt8,4
159,0,1,valid,UInt8,2.0,159,1,159,valid,UInt8,4
