bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
6,1,6,1,1,0.09245283018867925,0.09245283018867925,1.0,1.0,0.0,1.0,-10.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
7,0,14,0,1,0.08537714095908289,0.2315112784437724,0.3687817782917155,11.0,0.0,13.0,11.0,Underweight,Severely obese
5,0,17,0,1,0.07142857142857142,0.08333333333333333,0.8571428571428571,21.0,1.0,7.0,1.0,Normal,Severely obese
6,0,19,0,1,0.06902684899626334,0.9,0.07669649888473704,29.0,2.0,16.0,1.0,Overweight,Severely obese
5,0,13,0,1,0.06651901052377393,0.09950371902099892,0.6685077822039596,19.0,1.0,4.0,0.0,Obese,Underweight
8,0,6,1,1,0.06637726372126258,0.6537402316630345,0.1015346165133619,106.0,-4.0,93.0,1.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
5,0,11,0,1,0.06237828615518053,0.08304547985373997,0.7511340324005764,22.0,1.0,6.0,0.0,Normal,Underweight
8,0,10,1,1,0.06089914861893711,0.6698906348083082,0.09090909090909091,0.0,38.0,-11.0,27.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
5,0,20,0,1,0.059736750956905435,0.07857142857142857,0.7602859212697055,6.0,3.0,19.0,1.0,Severely obese,Obese
7,0,8,1,1,0.05908941563862597,0.3006535947712418,0.19653653462412551,46.0,5.0,38.0,-8.0,Overweight,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,6,1,1,0.058472303905000224,0.08404802744425387,0.6957010852370434,111.0,13.0,116.0,-2.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
6,0,9,1,1,0.05436061923007245,0.09609690621771018,0.565685424949238,19.0,1.0,2.0,-5.0,Obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,0.05255054490554802,0.9473684210526316,0.05547001962252291,-1.0,226.0,0.0,208.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
7,0,20,0,1,0.05158467005203386,0.7857142857142857,0.06565321642986129,44.0,5.0,30.0,11.0,Obese,Severely obese
6,0,7,1,1,0.04656684000697593,0.0789115139065715,0.5901146448933859,21.0,1.0,1.0,-4.0,Normal,"DomainError(""Height or Weight cannot be negative."", """")"
7,0,7,1,1,0.045508364461437814,0.48,0.09480909262799544,22.0,1.0,43.0,-1.0,Normal,"DomainError(""Height or Weight cannot be negative."", """")"
6,0,12,0,1,0.04208968935634211,0.41666666666666663,0.10101525445522107,58.0,8.0,51.0,1.0,Overweight,Underweight
6,0,13,0,1,0.04207031619116713,1.0,0.04207031619116713,27.0,1.0,50.0,7.0,Underweight,Obese
8,1,10,1,1,0.041868164675519265,0.06698906348083082,0.625,-15.0,-15.0,1.0,1.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
7,0,19,0,1,0.038446094597254246,0.45,0.0854357657716761,36.0,3.0,14.0,11.0,Overweight,Severely obese
7,0,17,0,1,0.03513641844631533,0.3333333333333333,0.10540925533894599,21.0,1.0,30.0,28.0,Normal,Severely obese
8,1,6,1,1,0.03171105913955824,0.062190503595885495,0.5099019513592785,-11.0,-25.0,4.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
6,0,8,1,1,0.024377318494965553,0.044599090423472244,0.5465877950312616,0.0,-9.0,35.0,3.0,"DomainError(""Height or Weight cannot be negative."", """")",Overweight
9,0,14,0,1,0.021381736076109294,0.08862732049359294,0.24125445694428985,63.0,23.0,106.0,11.0,Severely obese,Underweight
