A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
999999999,-54,"BoundsError(999999999, -54)",error,BoundsError,1.0,1000000000,-54,"BoundsError(1000000000, -54)",error,BoundsError,3
999999999,-86,"BoundsError(999999999, -86)",error,BoundsError,1.0,1000000000,-86,"BoundsError(1000000000, -86)",error,BoundsError,2
999999999,-104,"BoundsError(999999999, -104)",error,BoundsError,1.0,1000000000,-104,"BoundsError(1000000000, -104)",error,BoundsError,2
999999999,-118,"BoundsError(999999999, -118)",error,BoundsError,1.0,1000000000,-118,"BoundsError(1000000000, -118)",error,BoundsError,2
99999999,-6,"BoundsError(99999999, -6)",error,BoundsError,1.0,100000000,-6,"BoundsError(100000000, -6)",error,BoundsError,2
99999999,-91,"BoundsError(99999999, -91)",error,BoundsError,1.0,100000000,-91,"BoundsError(100000000, -91)",error,BoundsError,2
52872,false,"BoundsError(0xce88, 0)",error,BoundsError,10.0,52872,true,"TypeError(:<:, """", Type, 0xce88)",error,TypeError,2
33728,false,"BoundsError(0x83c0, 0)",error,BoundsError,10.0,33728,true,"TypeError(:<:, """", Type, 0x83c0)",error,TypeError,2
29862,false,"BoundsError(29862, 0)",error,BoundsError,10.0,29862,true,"TypeError(:<:, """", Type, 29862)",error,TypeError,2
23157,false,"BoundsError(0x5a75, 0)",error,BoundsError,10.0,23157,true,"TypeError(:<:, """", Type, 0x5a75)",error,TypeError,2
15362,false,"BoundsError(15362, 0)",error,BoundsError,10.0,15362,true,"TypeError(:<:, """", Type, 15362)",error,TypeError,2
12929,false,"BoundsError(0x3281, 0)",error,BoundsError,10.0,12929,true,"TypeError(:<:, """", Type, 0x3281)",error,TypeError,2
12259,false,"BoundsError(12259, 0)",error,BoundsError,10.0,12259,true,"TypeError(:<:, """", Type, 12259)",error,TypeError,2
9999,-12,"BoundsError(9999, -12)",error,BoundsError,1.0,10000,-12,"BoundsError(10000, -12)",error,BoundsError,2
9999,-13,"BoundsError(9999, -13)",error,BoundsError,1.0,10000,-13,"BoundsError(10000, -13)",error,BoundsError,4
9999,-18,"BoundsError(9999, -18)",error,BoundsError,1.0,10000,-18,"BoundsError(10000, -18)",error,BoundsError,2
9999,-78,"BoundsError(9999, -78)",error,BoundsError,1.0,10000,-78,"BoundsError(10000, -78)",error,BoundsError,2
9999,-117,"BoundsError(9999, -117)",error,BoundsError,1.0,10000,-117,"BoundsError(10000, -117)",error,BoundsError,2
999,-30,"BoundsError(999, -30)",error,BoundsError,1.0,1000,-30,"BoundsError(1000, -30)",error,BoundsError,2
999,-90,"BoundsError(999, -90)",error,BoundsError,1.0,1000,-90,"BoundsError(1000, -90)",error,BoundsError,2
254,false,"BoundsError(0xfe, 0)",error,BoundsError,10.0,254,true,"TypeError(:<:, """", Type, 0xfe)",error,TypeError,3
254,-100000000,"BoundsError(0xfe, -100000000)",error,BoundsError,1.0,254,-99999999,"BoundsError(0xfe, -99999999)",error,BoundsError,2
252,false,"BoundsError(0xfc, 0)",error,BoundsError,10.0,252,true,"TypeError(:<:, """", Type, 0xfc)",error,TypeError,5
251,false,"BoundsError(0xfb, 0)",error,BoundsError,10.0,251,true,"TypeError(:<:, """", Type, 0xfb)",error,TypeError,10
250,false,"BoundsError(0xfa, 0)",error,BoundsError,10.0,250,true,"TypeError(:<:, """", Type, 0xfa)",error,TypeError,3
249,false,"BoundsError(0xf9, 0)",error,BoundsError,10.0,249,true,"TypeError(:<:, """", Type, 0xf9)",error,TypeError,6
248,false,"BoundsError(0xf8, 0)",error,BoundsError,10.0,248,true,"TypeError(:<:, """", Type, 0xf8)",error,TypeError,10
247,-10,"BoundsError(0xf7, -10)",error,BoundsError,1.0,247,-9,"BoundsError(0xf7, -9)",error,BoundsError,2
246,false,"BoundsError(0xf6, 0)",error,BoundsError,10.0,246,true,"TypeError(:<:, """", Type, 0xf6)",error,TypeError,9
246,-10,"BoundsError(0xf6, -10)",error,BoundsError,1.0,246,-9,"BoundsError(0xf6, -9)",error,BoundsError,3
245,false,"BoundsError(0xf5, 0)",error,BoundsError,10.0,245,true,"TypeError(:<:, """", Type, 0xf5)",error,TypeError,5
244,false,"BoundsError(0xf4, 0)",error,BoundsError,10.0,244,true,"TypeError(:<:, """", Type, 0xf4)",error,TypeError,3
243,false,"BoundsError(0xf3, 0)",error,BoundsError,10.0,243,true,"TypeError(:<:, """", Type, 0xf3)",error,TypeError,9
242,false,"BoundsError(0xf2, 0)",error,BoundsError,10.0,242,true,"TypeError(:<:, """", Type, 0xf2)",error,TypeError,3
241,false,"BoundsError(0xf1, 0)",error,BoundsError,10.0,241,true,"TypeError(:<:, """", Type, 0xf1)",error,TypeError,6
240,false,"BoundsError(0xf0, 0)",error,BoundsError,10.0,240,true,"TypeError(:<:, """", Type, 0xf0)",error,TypeError,6
239,false,"BoundsError(0xef, 0)",error,BoundsError,10.0,239,true,"TypeError(:<:, """", Type, 0xef)",error,TypeError,2
238,false,"BoundsError(0xee, 0)",error,BoundsError,10.0,238,true,"TypeError(:<:, """", Type, 0xee)",error,TypeError,3
238,-10,"BoundsError(0xee, -10)",error,BoundsError,1.0,238,-9,"BoundsError(0xee, -9)",error,BoundsError,2
238,-10000,"BoundsError(0xee, -10000)",error,BoundsError,1.0,238,-9999,"BoundsError(0xee, -9999)",error,BoundsError,2
238,-1000000000,"BoundsError(0xee, -1000000000)",error,BoundsError,1.0,238,-999999999,"BoundsError(0xee, -999999999)",error,BoundsError,2
237,false,"BoundsError(0xed, 0)",error,BoundsError,10.0,237,true,"TypeError(:<:, """", Type, 0xed)",error,TypeError,2
237,-10,"BoundsError(0xed, -10)",error,BoundsError,1.0,237,-9,"BoundsError(0xed, -9)",error,BoundsError,2
236,false,"BoundsError(0xec, 0)",error,BoundsError,10.0,236,true,"TypeError(:<:, """", Type, 0xec)",error,TypeError,3
235,-100,"BoundsError(0xeb, -100)",error,BoundsError,1.0,235,-99,"BoundsError(0xeb, -99)",error,BoundsError,2
234,false,"BoundsError(0xea, 0)",error,BoundsError,10.0,234,true,"TypeError(:<:, """", Type, 0xea)",error,TypeError,3
232,false,"BoundsError(0xe8, 0)",error,BoundsError,10.0,232,true,"TypeError(:<:, """", Type, 0xe8)",error,TypeError,7
231,false,"BoundsError(0xe7, 0)",error,BoundsError,10.0,231,true,"TypeError(:<:, """", Type, 0xe7)",error,TypeError,5
230,false,"BoundsError(0xe6, 0)",error,BoundsError,10.0,230,true,"TypeError(:<:, """", Type, 0xe6)",error,TypeError,6
229,false,"BoundsError(0xe5, 0)",error,BoundsError,10.0,229,true,"TypeError(:<:, """", Type, 0xe5)",error,TypeError,8
227,false,"BoundsError(0xe3, 0)",error,BoundsError,10.0,227,true,"TypeError(:<:, """", Type, 0xe3)",error,TypeError,3
226,false,"BoundsError(0xe2, 0)",error,BoundsError,10.0,226,true,"TypeError(:<:, """", Type, 0xe2)",error,TypeError,9
224,false,"BoundsError(0xe0, 0)",error,BoundsError,10.0,224,true,"TypeError(:<:, """", Type, 0xe0)",error,TypeError,2
222,false,"BoundsError(0xde, 0)",error,BoundsError,10.0,222,true,"TypeError(:<:, """", Type, 0xde)",error,TypeError,5
222,-10,"BoundsError(0xde, -10)",error,BoundsError,1.0,222,-9,"BoundsError(0xde, -9)",error,BoundsError,2
220,false,"BoundsError(0xdc, 0)",error,BoundsError,10.0,220,true,"TypeError(:<:, """", Type, 0xdc)",error,TypeError,6
