A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
999999999,-39,"BoundsError(999999999, -39)",error,BoundsError,1.0,1000000000,-39,"BoundsError(1000000000, -39)",error,BoundsError,3
999999999,-77,"BoundsError(999999999, -77)",error,BoundsError,1.0,1000000000,-77,"BoundsError(1000000000, -77)",error,BoundsError,2
999999999,-83,"BoundsError(999999999, -83)",error,BoundsError,1.0,1000000000,-83,"BoundsError(1000000000, -83)",error,BoundsError,2
999999999,-123,"BoundsError(999999999, -123)",error,BoundsError,1.0,1000000000,-123,"BoundsError(1000000000, -123)",error,BoundsError,2
999999999,-125,"BoundsError(999999999, -125)",error,BoundsError,1.0,1000000000,-125,"BoundsError(1000000000, -125)",error,BoundsError,2
99999999,-45,"BoundsError(99999999, -45)",error,BoundsError,1.0,100000000,-45,"BoundsError(100000000, -45)",error,BoundsError,2
99999999,-53,"BoundsError(99999999, -53)",error,BoundsError,1.0,100000000,-53,"BoundsError(100000000, -53)",error,BoundsError,2
99999999,-66,"BoundsError(99999999, -66)",error,BoundsError,1.0,100000000,-66,"BoundsError(100000000, -66)",error,BoundsError,2
61301,false,"BoundsError(0xef75, 0)",error,BoundsError,10.0,61301,true,"TypeError(:<:, """", Type, 0xef75)",error,TypeError,2
31020,false,"BoundsError(0x792c, 0)",error,BoundsError,10.0,31020,true,"TypeError(:<:, """", Type, 0x792c)",error,TypeError,2
30437,false,"BoundsError(30437, 0)",error,BoundsError,10.0,30437,true,"TypeError(:<:, """", Type, 30437)",error,TypeError,2
25767,false,"BoundsError(25767, 0)",error,BoundsError,10.0,25767,true,"TypeError(:<:, """", Type, 25767)",error,TypeError,2
16412,false,"BoundsError(0x401c, 0)",error,BoundsError,10.0,16412,true,"TypeError(:<:, """", Type, 0x401c)",error,TypeError,2
13859,false,"BoundsError(0x3623, 0)",error,BoundsError,10.0,13859,true,"TypeError(:<:, """", Type, 0x3623)",error,TypeError,2
10245,false,"BoundsError(10245, 0)",error,BoundsError,10.0,10245,true,"TypeError(:<:, """", Type, 10245)",error,TypeError,2
9999,-49,"BoundsError(9999, -49)",error,BoundsError,1.0,10000,-49,"BoundsError(10000, -49)",error,BoundsError,2
9999,-61,"BoundsError(9999, -61)",error,BoundsError,1.0,10000,-61,"BoundsError(10000, -61)",error,BoundsError,2
9999,-75,"BoundsError(9999, -75)",error,BoundsError,1.0,10000,-75,"BoundsError(10000, -75)",error,BoundsError,2
9999,-113,"BoundsError(9999, -113)",error,BoundsError,1.0,10000,-113,"BoundsError(10000, -113)",error,BoundsError,2
9999,-127,"BoundsError(9999, -127)",error,BoundsError,1.0,10000,-127,"BoundsError(10000, -127)",error,BoundsError,2
255,-1000000000,"BoundsError(0xff, -1000000000)",error,BoundsError,1.0,255,-999999999,"BoundsError(0xff, -999999999)",error,BoundsError,2
254,false,"BoundsError(0xfe, 0)",error,BoundsError,10.0,254,true,"TypeError(:<:, """", Type, 0xfe)",error,TypeError,2
254,-1000000000,"BoundsError(0xfe, -1000000000)",error,BoundsError,1.0,254,-999999999,"BoundsError(0xfe, -999999999)",error,BoundsError,4
253,false,"BoundsError(0xfd, 0)",error,BoundsError,10.0,253,true,"TypeError(:<:, """", Type, 0xfd)",error,TypeError,8
251,false,"BoundsError(0xfb, 0)",error,BoundsError,10.0,251,true,"TypeError(:<:, """", Type, 0xfb)",error,TypeError,4
249,-10,"BoundsError(0xf9, -10)",error,BoundsError,1.0,249,-9,"BoundsError(0xf9, -9)",error,BoundsError,2
248,false,"BoundsError(0xf8, 0)",error,BoundsError,10.0,248,true,"TypeError(:<:, """", Type, 0xf8)",error,TypeError,7
247,false,"BoundsError(0xf7, 0)",error,BoundsError,10.0,247,true,"TypeError(:<:, """", Type, 0xf7)",error,TypeError,3
245,false,"BoundsError(0xf5, 0)",error,BoundsError,10.0,245,true,"TypeError(:<:, """", Type, 0xf5)",error,TypeError,5
244,false,"BoundsError(0xf4, 0)",error,BoundsError,10.0,244,true,"TypeError(:<:, """", Type, 0xf4)",error,TypeError,5
243,false,"BoundsError(0xf3, 0)",error,BoundsError,10.0,243,true,"TypeError(:<:, """", Type, 0xf3)",error,TypeError,5
243,-1000000000,"BoundsError(0xf3, -1000000000)",error,BoundsError,1.0,243,-999999999,"BoundsError(0xf3, -999999999)",error,BoundsError,2
242,false,"BoundsError(0xf2, 0)",error,BoundsError,10.0,242,true,"TypeError(:<:, """", Type, 0xf2)",error,TypeError,8
240,false,"BoundsError(0xf0, 0)",error,BoundsError,10.0,240,true,"TypeError(:<:, """", Type, 0xf0)",error,TypeError,2
240,-10,"BoundsError(0xf0, -10)",error,BoundsError,1.0,240,-9,"BoundsError(0xf0, -9)",error,BoundsError,2
239,false,"BoundsError(0xef, 0)",error,BoundsError,10.0,239,true,"TypeError(:<:, """", Type, 0xef)",error,TypeError,3
238,false,"BoundsError(0xee, 0)",error,BoundsError,10.0,238,true,"TypeError(:<:, """", Type, 0xee)",error,TypeError,3
238,-10000,"BoundsError(0xee, -10000)",error,BoundsError,1.0,238,-9999,"BoundsError(0xee, -9999)",error,BoundsError,2
236,false,"BoundsError(0xec, 0)",error,BoundsError,10.0,236,true,"TypeError(:<:, """", Type, 0xec)",error,TypeError,2
235,false,"BoundsError(0xeb, 0)",error,BoundsError,10.0,235,true,"TypeError(:<:, """", Type, 0xeb)",error,TypeError,11
234,false,"BoundsError(0xea, 0)",error,BoundsError,10.0,234,true,"TypeError(:<:, """", Type, 0xea)",error,TypeError,7
