A,i,output,outputtype,datatype,metric,n_A,n_i,n_output,n_outputtype,n_datatype,count
999999999,-38,"BoundsError(999999999, -38)",error,BoundsError,1.0,1000000000,-38,"BoundsError(1000000000, -38)",error,BoundsError,2
999999999,-42,"BoundsError(999999999, -42)",error,BoundsError,1.0,1000000000,-42,"BoundsError(1000000000, -42)",error,BoundsError,2
999999999,-92,"BoundsError(999999999, -92)",error,BoundsError,1.0,1000000000,-92,"BoundsError(1000000000, -92)",error,BoundsError,2
999999999,-98,"BoundsError(999999999, -98)",error,BoundsError,1.0,1000000000,-98,"BoundsError(1000000000, -98)",error,BoundsError,2
999999999,-110,"BoundsError(999999999, -110)",error,BoundsError,1.0,1000000000,-110,"BoundsError(1000000000, -110)",error,BoundsError,2
55670,false,"BoundsError(0xd976, 0)",error,BoundsError,10.0,55670,true,"TypeError(:<:, """", Type, 0xd976)",error,TypeError,2
37254,false,"BoundsError(0x9186, 0)",error,BoundsError,10.0,37254,true,"TypeError(:<:, """", Type, 0x9186)",error,TypeError,2
31213,false,"BoundsError(31213, 0)",error,BoundsError,10.0,31213,true,"TypeError(:<:, """", Type, 31213)",error,TypeError,2
19498,false,"BoundsError(19498, 0)",error,BoundsError,10.0,19498,true,"TypeError(:<:, """", Type, 19498)",error,TypeError,2
18552,false,"BoundsError(18552, 0)",error,BoundsError,10.0,18552,true,"TypeError(:<:, """", Type, 18552)",error,TypeError,2
15564,false,"BoundsError(0x3ccc, 0)",error,BoundsError,10.0,15564,true,"TypeError(:<:, """", Type, 0x3ccc)",error,TypeError,2
9999,-51,"BoundsError(9999, -51)",error,BoundsError,1.0,10000,-51,"BoundsError(10000, -51)",error,BoundsError,2
9999,-97,"BoundsError(9999, -97)",error,BoundsError,1.0,10000,-97,"BoundsError(10000, -97)",error,BoundsError,2
9999,-101,"BoundsError(9999, -101)",error,BoundsError,1.0,10000,-101,"BoundsError(10000, -101)",error,BoundsError,3
9999,-126,"BoundsError(9999, -126)",error,BoundsError,1.0,10000,-126,"BoundsError(10000, -126)",error,BoundsError,3
1287,false,"BoundsError(1287, 0)",error,BoundsError,10.0,1287,true,"TypeError(:<:, """", Type, 1287)",error,TypeError,2
255,false,"BoundsError(0xff, 0)",error,BoundsError,10.0,255,true,"TypeError(:<:, """", Type, 0xff)",error,TypeError,10
254,false,"BoundsError(0xfe, 0)",error,BoundsError,10.0,254,true,"TypeError(:<:, """", Type, 0xfe)",error,TypeError,4
252,false,"BoundsError(0xfc, 0)",error,BoundsError,10.0,252,true,"TypeError(:<:, """", Type, 0xfc)",error,TypeError,5
