bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
115,2,4,2,1,1.0421965874203655e-17,0.0,17851970,4.14699003190171e-20,1.9668221855566016e-19,0.21084722667637243,-1313582497984665201,-8206322417937325305,2513924958289717430,-4096699956145323185,-524857866382924,-1072001047984973817,"ArgumentError(""Month: -8206322417937325305 out of range (1:12)"")","ArgumentError(""Month: -524857866382924 out of range (1:12)"")"
112,3,1,2,1,7.010862694152143e-18,0.0,12836955,3.772741717380267e-20,1.6901481184840193e-18,0.022321959100035756,128139054992375,2699189743716461087,4614773860917793140,-6036151636603969405,-8234750817300005192,6064154094711511048,"ArgumentError(""Month: 2699189743716461087 out of range (1:12)"")","ArgumentError(""Month: -8234750817300005192 out of range (1:12)"")"
112,5,1,2,1,8.882751536142662e-18,0.0,15295683,3.7344461960030015e-20,6.68162590527884e-19,0.055891279292553483,-2036052267595438293,4509156884244566579,-850055114884009781,69984876297146,-5591092193611058072,-6961346029100982996,"ArgumentError(""Month: 4509156884244566579 out of range (1:12)"")","ArgumentError(""Month: -5591092193611058072 out of range (1:12)"")"
109,2,1,2,1,2.002790573853526e-17,0.0,29200842,3.4381968613184996e-20,8.259951107187422e-17,0.00041624905725249896,992783675190149888,-6651528706867871124,5381494453652385998,661206678084395046,4016525975460159316,901596316805831,"ArgumentError(""Month: -6651528706867871124 out of range (1:12)"")","ArgumentError(""Month: 4016525975460159316 out of range (1:12)"")"
113,3,1,2,1,2.218995705686667e-18,0.0,5225683,3.038732886098691e-20,4.562454222118537e-18,0.006660303288890165,811655869188138,6262541323996429017,-3729744125697063215,4570456977997319655,-6360592376767626628,-5364983656617793837,"ArgumentError(""Month: 6262541323996429017 out of range (1:12)"")","ArgumentError(""Month: -6360592376767626628 out of range (1:12)"")"
111,3,1,2,1,1.58847340056857e-17,0.0,26185543,2.9584243419392e-20,3.649753504359381e-18,0.008105819580433484,-9050127231272647357,396616783150101864,-2506510443019079346,4136027708025716145,4907894135397917830,493533045768946,"ArgumentError(""Month: 396616783150101864 out of range (1:12)"")","ArgumentError(""Month: 4907894135397917830 out of range (1:12)"")"
110,2,1,2,1,1.8219393699836472e-17,0.0,27642546,2.9164005288441453e-20,2.1316328222796614e-17,0.0013681533228247157,-4799036259815370358,772393943488447005,-4655694623860169838,5570481553623286,57448884521153646,7445175608042719358,"ArgumentError(""Month: 772393943488447005 out of range (1:12)"")","ArgumentError(""Month: 57448884521153646 out of range (1:12)"")"
110,1,1,2,1,3.1273690921943213e-18,0.0,6275568,2.8983948896625776e-20,4.503386148886039e-17,0.0006436034561192418,-6610502074110862260,3828908895397452911,91481169971524813,5908400289381297059,562739176021230897,13223355032584807,"ArgumentError(""Month: 3828908895397452911 out of range (1:12)"")","ArgumentError(""Month: 562739176021230897 out of range (1:12)"")"
111,3,2,2,1,1.6852652731692546e-18,0.0,4415331,2.812281895615053e-20,2.1189547298419762e-19,0.1327202443737334,59101509426184699,769827344131597446,-503795654906366,-7791656089333612531,-6823740423235233468,-7972489792244316128,"ArgumentError(""Month: 769827344131597446 out of range (1:12)"")","ArgumentError(""Month: -6823740423235233468 out of range (1:12)"")"
111,5,5,2,1,1.0187822062445059e-17,0.0,16878805,2.3649517769315455e-20,1.5744414739143773e-18,0.015020893542976869,6203356659518634144,65174822896871,2873107851211258085,-5078504979006689904,2252292037235457689,-9198242023401917514,"ArgumentError(""Month: 65174822896871 out of range (1:12)"")","ArgumentError(""Month: 2252292037235457689 out of range (1:12)"")"
112,3,5,2,1,3.1473034461909915e-18,0.0,6729362,1.9934353996670256e-20,2.385742845912014e-19,0.08355617216175625,-6722498672035029634,-6252435268387675446,3965156011481355508,8964400383118437286,498346261804926,8355465463042816720,"ArgumentError(""Month: -6252435268387675446 out of range (1:12)"")","ArgumentError(""Month: 498346261804926 out of range (1:12)"")"
