bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
11,0,20,0,1,0.007610024362934515,0.7857142857142857,0.009685485552825746,114.0,85.0,210.0,123.0,Severely obese,Obese
10,0,10,1,1,0.0075233001890283825,0.0861244019138756,0.08735387441705177,31.0,14.0,-73.0,-57.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,1,6,1,1,0.007521463456993694,0.6537402316630345,0.011505278538327094,117.0,-86.0,195.0,9.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
7,2,10,1,1,0.0075187969924812035,0.009473684210526316,0.7936507936507936,0.0,0.0,0.0,-126.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,0.007511939256067248,0.9473684210526316,0.00792926921473765,-76.0,57.0,48.0,34.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
12,1,6,1,1,0.007501876602155534,0.08404802744425387,0.08925702161340154,3354.0,75.0,3446.0,-7.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
7,0,6,1,1,0.007447160439442789,0.9245283018867925,0.008055091903887097,76.0,0.0,-48.0,6.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,0.007436576057218007,0.9473684210526316,0.007849719171507896,83.0,36.0,-44.0,26.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,0.007422183776111216,0.9473684210526316,0.007834527319228506,104.0,-53.0,0.0,21.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
10,0,10,1,1,0.007388474682201959,0.0861244019138756,0.0857884004766783,-81.0,-51.0,15.0,34.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,0,10,1,1,0.007340192933245008,0.07840476839390854,0.09361921581564528,-89.0,509.0,38.0,486.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
13,0,10,1,1,0.007326132931477754,0.04730932131526633,0.15485601415959588,-63.0,2007.0,66.0,2016.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
8,2,6,1,1,0.007314297029762954,0.009243434516796292,0.7912964619884642,0.0,-107.0,64.0,2.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
11,0,6,1,1,0.007252819862797719,0.08108649612461213,0.08944547131068196,506.0,60.0,549.0,-60.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
8,0,9,1,1,0.007177994507535834,0.0890909090909091,0.08056932610499405,-71.0,0.0,65.0,12.0,"DomainError(""Height or Weight cannot be negative."", """")",Obese
11,0,10,1,1,0.007165117986034143,0.07840476839390854,0.09138625281100655,102.0,73.0,-27.0,102.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
11,0,6,1,1,0.00716494880307817,0.08108649612461213,0.08836180061433678,138.0,23.0,213.0,-82.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
8,1,10,1,1,0.007156322285688929,0.06698906348083082,0.10682821812752671,101.0,-82.0,3.0,7.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,0,10,1,1,0.007154689447316026,0.07840476839390854,0.09125324382530656,143.0,-12.0,81.0,105.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
13,0,10,1,1,0.007154689447316026,0.04730932131526633,0.15123213033722524,89.0,1856.0,-18.0,1934.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,9,1,1,0.007099771833677086,0.03371302489153529,0.21059432834992228,20.0,-66.0,113.0,36.0,"DomainError(""Height or Weight cannot be negative."", """")",Obese
12,1,10,1,1,0.007079975282276109,0.0861244019138756,0.08220637966642816,-7.0,1871.0,32.0,1999.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
