bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
2,0,0,0,0,1.0,1.0,1.0,0.0,1,0B,1B
3,0,1,0,0,1.0,1.0,1.0,0.0,-1,0B,-1B
4,0,0,0,0,1.0,1.0,1.0,-2.0,-1,-2B,-1B
5,0,1,0,0,1.0,1.0,1.0,-9.0,-10,-9B,-10B
9,0,1,0,0,1.0,1.0,1.0,-999.0,-1000,-999B,-1000B
6,0,0,0,0,1.0,1.0,1.0,-29.0,-30,-29B,-30B
7,0,1,0,0,1.0,1.0,1.0,-100.0,-99,-100B,-99B
13,0,1,0,0,1.0,1.0,1.0,-100000.0,-99999,-100000B,-99999B
7,0,2,0,0,1.0,1.0,1.0,1000.0,999,1.0 kB,999B
17,0,1,0,0,1.0,1.0,1.0,-9.999999e6,-10000000,-9999999B,-10000000B
12,0,2,0,0,1.0,1.0,1.0,999949.0,999950,999.9 kB,1.0 MB
10,0,0,0,1,0.75,1.0,0.75,-1809.0,-1810,-1809B,-1810B
8,0,0,0,1,0.6666666666666667,1.0,0.6666666666666667,-125.0,-126,-125B,-126B
12,0,0,0,1,0.6666666666666667,1.0,0.6666666666666667,-99997.0,-99998,-99997B,-99998B
16,0,0,0,1,0.5454545454545454,0.8,0.6818181818181818,-1.04095e6,-1040949,-1040950B,-1040949B
14,0,0,0,1,0.5,0.8888888888888888,0.5625,-111464.0,-111465,-111464B,-111465B
11,0,1,0,1,0.5,1.0,0.5,-9999.0,-10001,-9999B,-10001B
18,0,0,0,1,0.5,0.8,0.625,-9.3973549e7,-93973550,-93973549B,-93973550B
15,0,1,0,1,0.5,1.0,0.5,-1.0e6,-999998,-1000000B,-999998B
22,0,0,0,1,0.4285714285714286,0.8,0.5357142857142857,-1.00489466e9,-1004894659,-1004894660B,-1004894659B
24,0,0,0,1,0.4,0.7,0.5714285714285715,-1.0866078189e10,-10866078190,-10866078189B,-10866078190B
20,0,0,0,1,0.33333333333333337,0.7777777777777778,0.4285714285714286,-7.90427814e8,-790427813,-790427814B,-790427813B
26,0,0,0,1,0.33333333333333337,0.6666666666666667,0.5,-1.1609075222e11,-116090752219,-116090752220B,-116090752219B
36,0,0,0,1,0.33333333333333337,0.7142857142857143,0.46666666666666673,-1.00120194767947e16,-10012019476794700,-10012019476794699B,-10012019476794700B
28,0,0,0,1,0.23076923076923073,0.8,0.2884615384615384,-1.278671715712e12,-1278671715711,-1278671715712B,-1278671715711B
38,0,0,0,1,0.21052631578947367,0.6666666666666667,0.31578947368421045,-1.1206235946811197e17,-112062359468111966,-112062359468111965B,-112062359468111966B
40,0,0,0,1,0.21052631578947367,0.7142857142857143,0.29473684210526313,-1.2484515123563945e18,-1248451512356394540,-1248451512356394541B,-1248451512356394540B
30,0,0,0,1,0.19999999999999996,0.7142857142857143,0.2799999999999999,-5.3014939280391e13,-53014939280392,-53014939280391B,-53014939280392B
32,0,0,0,1,0.17647058823529416,0.75,0.23529411764705888,-1.97320452617404e14,-197320452617403,-197320452617404B,-197320452617403B
34,0,0,0,1,0.16666666666666663,0.7142857142857143,0.23333333333333328,-1.061340716823006e15,-1061340716823005,-1061340716823006B,-1061340716823005B
4,2,2,0,1,0.09090909090909091,0.09090909090909091,1.0,-11.0,0,-11B,0B
18,0,2,0,1,0.07142857142857142,1.0,0.07142857142857142,9.99949994e8,999950008,999.9 MB,1.0 GB
58,0,0,0,1,0.013793103448275867,0.7142857142857143,0.019310344827586215,-1.41472783717643e27,-1414727837176430139320984094,-1414727837176430139320984104B,-1414727837176430139320984094B
13,0,2,0,1,0.013513513513513514,0.0196078431372549,0.6891891891891893,1.0e6,999926,1.0 MB,999.9 kB
6,2,2,0,1,0.010869565217391304,0.01098901098901099,0.9891304347826085,-100.0,-8,-100B,-8B
5,4,3,0,1,0.009900990099009901,0.009900990099009901,1.0,0.0,-101,0B,-101B
21,0,1,0,1,0.005952380952380952,1.0,0.005952380952380952,-9.99999985e8,-1000000153,-999999985B,-1000000153B
46,0,0,0,1,0.00140424784974548,0.7142857142857143,0.0019659469896436722,-1.0477563957691601e21,-1047756395769160119923,-1047756395769160119712B,-1047756395769160119923B
6,2,3,0,1,0.0010940919037199124,0.0011098779134295228,0.9857768052516411,1004.0,90,1.0 kB,90B
5,4,4,0,1,0.001001001001001001,0.0010090817356205853,0.991991991991992,6.0,1005,6B,1.0 kB
6,8,4,0,1,0.000998003992015968,0.000999000999000999,0.9990019960079839,2.0,-1000,2B,-1000B
8,2,2,0,1,0.0009794319294809011,0.0011098779134295228,0.8824681684622919,-1075.0,-54,-1075B,-54B
7,4,3,0,1,0.0009551098376313276,0.0010090817356205853,0.9465138490926456,12.0,-1035,12B,-1035B
8,0,1,0,1,0.0008748906386701663,0.7777777777777778,0.0011248593925759281,-127.0,1016,-127B,1.0 kB
19,0,1,0,1,0.000757002271006813,1.0,0.000757002271006813,-9.999982e7,-100001141,-99999820B,-100001141B
25,0,1,0,1,0.0005173305742369374,1.0,0.0005173305742369374,-1.00000000783e11,-99999998850,-100000000783B,-99999998850B
9,0,0,0,1,0.0004336513443191674,0.00980392156862745,0.04423243712055507,-1159.0,1147,-1159B,1.1 kB
27,0,1,0,1,0.0003652300949598247,1.0,0.0003652300949598247,-9.99999998142e11,-1000000000880,-999999998142B,-1000000000880B
23,0,1,0,1,0.000308546744831842,1.0,0.000308546744831842,-1.0000002815e10,-9999999574,-10000002815B,-9999999574B
8,2,3,0,1,0.00010569707219110031,0.00011108642523883582,0.951485043864285,552.0,10013,552B,10.0 kB
7,0,3,0,1,0.0001038961038961039,0.00011168192986374804,0.9302857142857144,9970.0,345,10.0 kB,345B
6,2,4,0,1,0.00010102030508132135,0.00010150223304912708,0.995252045661178,9968.0,69,10.0 kB,69B
5,4,5,0,1,0.0001004419445560466,0.00010058338362502515,0.9985938127762153,3.0,9959,3B,10.0 kB
7,4,4,0,1,9.998000399920016e-5,0.000100999899000101,0.9899020195960807,94.0,10096,94B,10.1 kB
7,12,5,0,1,9.996001599360256e-5,9.999000099990002e-5,0.9997001199520191,0.0,-10004,0B,-10004B
6,8,5,0,1,9.976057462090982e-5,0.00010009008107296567,0.9967079010375101,3.0,10027,3B,10.0 kB
9,4,3,0,1,9.858044164037855e-5,0.00010098969905069682,0.9761435331230284,-50.0,-10194,-50B,-10194B
8,8,4,0,1,9.83574309039048e-5,0.00010009008107296567,0.9826890921609128,-10139.0,28,-10139B,28B
8,0,2,0,1,9.742790335151988e-5,9.934432743890324e-5,0.980709275136399,-305.0,9959,-305B,10.0 kB
9,0,2,0,1,9.535615523982073e-5,9.890218573830482e-5,0.9641460856298274,10344.0,-143,10.3 kB,-143B
10,2,2,0,1,9.249838127832763e-5,0.000111000111000111,0.8333179169364536,-293.0,-11104,-293B,-11104B
10,2,1,0,1,8.673779165582444e-5,9.088430428065073e-5,0.9543759215890363,-10382.0,1147,-10382B,1.1 kB
10,0,1,0,1,8.552856654122477e-5,0.8181818181818181,0.00010453491466149695,-1348.0,10344,-1348B,10.3 kB
11,0,0,0,1,4.434157199741045e-5,0.007936507936507936,0.005587038071673717,-10293.0,10209,-10293B,10.2 kB
10,2,0,0,1,3.976459360585335e-5,4.7440580672707434e-5,0.8381978686177828,-15187.0,9961,-15187B,10.0 kB
48,0,0,0,1,2.2437019286861776e-5,0.75,2.99160257158157e-5,-1.4579505879184916e22,-14579505879184917262291,-14579505879184917279433B,-14579505879184917262291B
19,0,2,0,1,1.3922535015175563e-5,1.9969646137870437e-5,0.6971848634199315,1.000002521e9,999930695,1.0 GB,999.9 MB
12,2,2,0,1,1.0405394156330643e-5,1.110790216159776e-5,0.9367560143178225,-6445.0,-102549,-6445B,-102549B
9,4,4,0,1,1.0037540401100114e-5,1.0099275881919266e-5,0.99388713789573,479.0,100105,479B,100.1 kB
7,12,6,0,1,9.989610804763046e-6,1.000060003600216e-5,0.998901142811476,100105.0,1,100.1 kB,1B
8,8,5,0,1,9.952823616059877e-6,1.0009509033581903e-5,0.994336843362462,100486.0,12,100.5 kB,12B
8,18,6,0,1,9.795662480653567e-6,9.99990000099999e-6,0.9795760437278372,-102085.0,1,-102085B,1B
10,8,4,0,1,9.738046547862499e-6,1.0008206729518205e-5,0.9730061349693252,-102549.0,141,-102549B,141B
11,0,2,0,1,9.514114188398489e-6,9.885721064494444e-6,0.9624097348416376,-3363.0,101744,-3363B,101.7 kB
10,2,3,0,1,9.456622472717645e-6,9.98771511041419e-6,0.9468254118359087,105292.0,-454,105.3 kB,-454B
9,12,5,0,1,9.443048971651967e-6,1.000060003600216e-5,0.9442482388713668,-105830.0,68,-105830B,68B
11,4,2,0,1,9.273169012778427e-6,9.899421873762572e-6,0.9367384409948255,7241.0,-100597,7.2 kB,-100597B
12,0,1,0,1,8.123938810492879e-6,8.99733678831066e-6,0.9029270551534205,106606.0,-16487,106.6 kB,-16487B
11,4,3,0,1,8.121035919341871e-6,1.0095707305253806e-5,0.804404849882651,-123634.0,-497,-123634B,-497B
12,2,1,0,1,8.061785524257912e-6,9.0046283789868e-6,0.8952935296109381,-101474.0,22568,-101474B,22.6 kB
22,0,1,0,1,6.671356383116724e-6,0.8181818181818181,8.153880023809329e-6,9.9949964691e10,99950087332,99.9 GB,100.0 GB
13,0,0,0,1,3.597109362915961e-6,4.733705402577976e-6,0.7598929500253596,124536.0,-153465,124.5 kB,-153465B
24,0,2,0,1,3.5245023402695537e-6,1.0,3.5245023402695537e-6,9.99950034934e11,999949751206,1.0 TB,999.9 GB
35,0,1,0,1,2.8142115572984906e-6,1.0,2.8142115572984906e-6,-9.99999999970211e15,-10000000000036547,-9999999999702110B,-10000000000036547B
44,0,0,0,1,2.318496501388779e-6,0.7142857142857143,3.2458951019442906e-6,-1.0097924556236607e20,-100979245562366234759,-100979245562366068869B,-100979245562366234759B
29,0,1,0,1,2.3013847431999836e-6,1.0,2.3013847431999836e-6,-1.0000000163892e13,-9999999729371,-10000000163892B,-9999999729371B
8,18,4,0,1,9.984185050879408e-7,1.0000070000490004e-6,0.9984115161584052,1.001585e6,1,1.0 MB,1B
9,12,3,0,1,9.977112503916017e-7,1.000089007921705e-6,0.9976224540903168,1.002307e6,13,1.0 MB,13B
10,18,6,0,1,9.955935031550357e-7,9.99999000001e-7,0.9955944987485388,14.0,-1004412,14B,-1004412B
10,8,2,0,1,9.94957555110699e-7,1.0009188434983314e-6,0.9940441840751075,1.005006e6,-62,1.0 MB,-62B
11,4,1,0,1,9.939033965654675e-7,8.328033675539808e-6,0.119344305665412,1.005846e6,-288,1.0 MB,-288B
9,24,7,0,1,9.936268772095779e-7,9.99998000004e-7,0.9936288644633322,0.0,-1006414,0B,-1006414B
