x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
11433926856629082026,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,11433926856629082026,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
966605199306803621,-1000,"InexactError(:check_top_bit, UInt64, -1000)",error,InexactError,1.0,966605199306803621,-999,"InexactError(:check_top_bit, UInt64, -999)",error,InexactError,1
15574994461104299002,-100,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,15574994461104299002,-99,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
274811045683599087224684320322978285,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,274811045683599087224684320322978285,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
-10000,10300420930437393945,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,-9999,10300420930437393945,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
-1000000000,13731836802492059309,"InexactError(:check_top_bit, UInt64, -1000000000)",error,InexactError,1.0,-999999999,13731836802492059309,"InexactError(:check_top_bit, UInt64, -999999999)",error,InexactError,1
15326902559224713227,-10000,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,15326902559224713227,-9999,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
-10,231526252223075747769652359323414520901,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,-9,231526252223075747769652359323414520901,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
14093385781748553191,-100000000000000000,"InexactError(:check_top_bit, UInt64, -100000000000000000)",error,InexactError,1.0,14093385781748553191,-99999999999999999,"InexactError(:check_top_bit, UInt64, -99999999999999999)",error,InexactError,1
1697825921034768422,-1000000000,"InexactError(:check_top_bit, UInt64, -1000000000)",error,InexactError,1.0,1697825921034768422,-999999999,"InexactError(:check_top_bit, UInt64, -999999999)",error,InexactError,1
60264523678751419535928469723112542631,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,60264523678751419535928469723112542631,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
-1000000000,325611038617445112712552114916006182171,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,-999999999,325611038617445112712552114916006182171,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
5188362076407559270,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,5188362076407559270,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
3306026896608019120,-10000,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,3306026896608019120,-9999,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
-100,114429887852394268673220284692486537566,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,-99,114429887852394268673220284692486537566,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
-100000000,12294768416783705793,"InexactError(:check_top_bit, UInt64, -100000000)",error,InexactError,1.0,-99999999,12294768416783705793,"InexactError(:check_top_bit, UInt64, -99999999)",error,InexactError,1
8042887937894202406,-100000000,"InexactError(:check_top_bit, UInt64, -100000000)",error,InexactError,1.0,8042887937894202406,-99999999,"InexactError(:check_top_bit, UInt64, -99999999)",error,InexactError,1
154283041053204899336327670369594962440,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,154283041053204899336327670369594962440,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
-1000000000,174569892796768404956090202020496482439,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,-999999999,174569892796768404956090202020496482439,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
-1000000000,18097352712224331307,"InexactError(:check_top_bit, UInt64, -1000000000)",error,InexactError,1.0,-999999999,18097352712224331307,"InexactError(:check_top_bit, UInt64, -999999999)",error,InexactError,1
-10,163779250436369244876626778345838189522,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,-9,163779250436369244876626778345838189522,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
-100000000,682280904597505136,"InexactError(:check_top_bit, UInt64, -100000000)",error,InexactError,1.0,-99999999,682280904597505136,"InexactError(:check_top_bit, UInt64, -99999999)",error,InexactError,1
334352658667632816848138152139259890385,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,334352658667632816848138152139259890385,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
60335476176950745489811398117969465158,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,60335476176950745489811398117969465158,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
3893149221106704098,-1000000000,"InexactError(:check_top_bit, UInt64, -1000000000)",error,InexactError,1.0,3893149221106704098,-999999999,"InexactError(:check_top_bit, UInt64, -999999999)",error,InexactError,1
-100,250619064339919622607440668320525342536,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,-99,250619064339919622607440668320525342536,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
14883782860692546961,-10000,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,14883782860692546961,-9999,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
-100000000,10489798678924329513,"InexactError(:check_top_bit, UInt64, -100000000)",error,InexactError,1.0,-99999999,10489798678924329513,"InexactError(:check_top_bit, UInt64, -99999999)",error,InexactError,1
227150202216843453782878589900596220226,-100000000,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,227150202216843453782878589900596220226,-99999999,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
72065085456199510501054247063784545679,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,72065085456199510501054247063784545679,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
44139052915067251334651519772180427777,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,44139052915067251334651519772180427777,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
-10,13500908850135598439,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,13500908850135598439,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
4328156931707232860,-100,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,4328156931707232860,-99,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
-100000000,124306453433684221767229202445114484216,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,-99999999,124306453433684221767229202445114484216,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
-10,815483558560891807,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,815483558560891807,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-10,37870833536453474144182230302381213278,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,-9,37870833536453474144182230302381213278,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
10706907016926750726,-10000,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,10706907016926750726,-9999,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
6882981071329571597,-1000000000,"InexactError(:check_top_bit, UInt64, -1000000000)",error,InexactError,1.0,6882981071329571597,-999999999,"InexactError(:check_top_bit, UInt64, -999999999)",error,InexactError,1
314646297264963042920901350995986608967,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,314646297264963042920901350995986608967,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
3690862902080411201,-100000000,"InexactError(:check_top_bit, UInt64, -100000000)",error,InexactError,1.0,3690862902080411201,-99999999,"InexactError(:check_top_bit, UInt64, -99999999)",error,InexactError,1
315323438441523918646174831592309615860,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,315323438441523918646174831592309615860,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
-1000,38360978080535383218535745505879263713,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,-999,38360978080535383218535745505879263713,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
244382555624315956537725380391468159684,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,244382555624315956537725380391468159684,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
3969100302113710322,-1000000000,"InexactError(:check_top_bit, UInt64, -1000000000)",error,InexactError,1.0,3969100302113710322,-999999999,"InexactError(:check_top_bit, UInt64, -999999999)",error,InexactError,1
-1000,10238739397724484786,"InexactError(:check_top_bit, UInt64, -1000)",error,InexactError,1.0,-999,10238739397724484786,"InexactError(:check_top_bit, UInt64, -999)",error,InexactError,1
-10,3704391050266497835,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,3704391050266497835,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
2331149804227684981,-1000,"InexactError(:check_top_bit, UInt64, -1000)",error,InexactError,1.0,2331149804227684981,-999,"InexactError(:check_top_bit, UInt64, -999)",error,InexactError,1
282002331650762815540101563007598187595,-1000,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,282002331650762815540101563007598187595,-999,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
-10000,95409136628113617715511026141830845310,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,-9999,95409136628113617715511026141830845310,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
8251208264861020061,-100,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,8251208264861020061,-99,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
7922489983323989369,-100,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,7922489983323989369,-99,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
296038678035877401038862976845173093619,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,296038678035877401038862976845173093619,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
94800456268377460340048524819794844951,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,94800456268377460340048524819794844951,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
297340106105469742531757378443370162751,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,297340106105469742531757378443370162751,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
-10,305549042967604485233758661259716347969,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,-9,305549042967604485233758661259716347969,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
-100,168200039477359347738199135711376536048,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,-99,168200039477359347738199135711376536048,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
269766537076388441972790107705444213715,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,269766537076388441972790107705444213715,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
-10000,155173802475812005886034586026816269895,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,-9999,155173802475812005886034586026816269895,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
15414835721683371525,-100,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,15414835721683371525,-99,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
-10,97719147031298890239394756256723705668,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,-9,97719147031298890239394756256723705668,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
16154332958203593988,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,16154332958203593988,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-100000000,270859400613304995339854137263126233040,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,-99999999,270859400613304995339854137263126233040,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
-100,3223298615320765530,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,-99,3223298615320765530,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
-100,188048331017721802857776333248033139163,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,-99,188048331017721802857776333248033139163,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
-100000000,1425477264270364531,"InexactError(:check_top_bit, UInt64, -100000000)",error,InexactError,1.0,-99999999,1425477264270364531,"InexactError(:check_top_bit, UInt64, -99999999)",error,InexactError,1
-100,13488590494518142844,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,-99,13488590494518142844,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
11029675355933523092,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,11029675355933523092,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-100,3074593160600334354,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,-99,3074593160600334354,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
133309186403949744361032732590908785178,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,133309186403949744361032732590908785178,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
6913852878197168715,-10000,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,6913852878197168715,-9999,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
93585928462313873494364467406921030643,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,93585928462313873494364467406921030643,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
-10000,246217490317964958928882856229031066519,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,-9999,246217490317964958928882856229031066519,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
4780268558669787401,-100000000,"InexactError(:check_top_bit, UInt64, -100000000)",error,InexactError,1.0,4780268558669787401,-99999999,"InexactError(:check_top_bit, UInt64, -99999999)",error,InexactError,1
