x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
79299523213098905623686668393970856115,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,79299523213098905623686668393970856115,0,79299523213098905623686668393970856115,valid,UInt128,1
-1,11528482289911514684,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,0,11528482289911514684,11528482289911514684,valid,UInt64,1
-1,4093160926240755136780847582845961688,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,4.0,0,4093160926240755136780847582845961688,4093160926240755136780847582845961688,valid,UInt128,1
19661748490270185048284322606135991384,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,19661748490270185048284322606135991384,0,19661748490270185048284322606135991384,valid,UInt128,1
-1,91736585557537329854139070230814935675,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,0,91736585557537329854139070230814935675,91736585557537329854139070230814935675,valid,UInt128,1
-1,17852559190817658855,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,0,17852559190817658855,17852559190817658855,valid,UInt64,1
-1,936468418694351894,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,22.0,0,936468418694351894,936468418694351894,valid,UInt64,1
-1,6275547316599931372,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,0,6275547316599931372,6275547316599931372,valid,UInt64,1
8756510916460605932,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,8756510916460605932,0,8756510916460605932,valid,UInt64,1
-1,117045269487824458388667500545148913167,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,0,117045269487824458388667500545148913167,117045269487824458388667500545148913167,valid,UInt128,1
-1,8746519660568808204,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,0,8746519660568808204,8746519660568808204,valid,UInt64,1
18385449086357041970,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,18385449086357041970,0,18385449086357041970,valid,UInt64,1
10061542776677283526,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,10061542776677283526,0,10061542776677283526,valid,UInt64,1
26404149936306348788605356452360931506,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,26404149936306348788605356452360931506,0,26404149936306348788605356452360931506,valid,UInt128,1
94931571500533887853830955887552165831,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,94931571500533887853830955887552165831,0,94931571500533887853830955887552165831,valid,UInt128,1
-1,11945530370685467208,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,0,11945530370685467208,11945530370685467208,valid,UInt64,1
