x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
51392,false,DivideError(),error,DivideError,3.0,51392,true,"(0xc8c0, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
36032,false,DivideError(),error,DivideError,3.0,36032,true,"(0x8cc0, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
35059,false,DivideError(),error,DivideError,3.0,35059,true,"(0x88f3, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
32369,false,DivideError(),error,DivideError,3.0,32369,true,"(0x7e71, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
29739,false,DivideError(),error,DivideError,3.0,29739,true,"(0x742b, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
27642,false,DivideError(),error,DivideError,3.0,27642,true,"(27642, 1)",valid,"Tuple{Int64, Int64}",2
22226,false,DivideError(),error,DivideError,3.0,22226,true,"(22226, 1)",valid,"Tuple{Int64, Int64}",2
21483,false,DivideError(),error,DivideError,3.0,21483,true,"(21483, 1)",valid,"Tuple{Int64, Int64}",2
18550,false,DivideError(),error,DivideError,3.0,18550,true,"(18550, 1)",valid,"Tuple{Int64, Int64}",2
17437,false,DivideError(),error,DivideError,3.0,17437,true,"(0x441d, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
17116,false,DivideError(),error,DivideError,3.0,17116,true,"(0x42dc, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
15705,false,DivideError(),error,DivideError,3.0,15705,true,"(0x3d59, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
12204,false,DivideError(),error,DivideError,3.0,12204,true,"(12204, 1)",valid,"Tuple{Int64, Int64}",2
4784,false,DivideError(),error,DivideError,3.0,4784,true,"(0x12b0, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
255,false,DivideError(),error,DivideError,1.0,255,true,"(0xff, 0x01)",valid,"Tuple{UInt8, UInt8}",5
253,false,DivideError(),error,DivideError,1.0,253,true,"(0xfd, 0x01)",valid,"Tuple{UInt8, UInt8}",5
252,false,DivideError(),error,DivideError,1.0,252,true,"(0xfc, 0x01)",valid,"Tuple{UInt8, UInt8}",3
251,0,DivideError(),error,DivideError,5.0,251,1,"(251, 1)",valid,"Tuple{Int64, Int64}",2
250,false,DivideError(),error,DivideError,1.0,250,true,"(0xfa, 0x01)",valid,"Tuple{UInt8, UInt8}",3
248,false,DivideError(),error,DivideError,1.0,248,true,"(0xf8, 0x01)",valid,"Tuple{UInt8, UInt8}",13
247,false,DivideError(),error,DivideError,1.0,247,true,"(0xf7, 0x01)",valid,"Tuple{UInt8, UInt8}",14
245,false,DivideError(),error,DivideError,1.0,245,true,"(0xf5, 0x01)",valid,"Tuple{UInt8, UInt8}",7
244,false,DivideError(),error,DivideError,1.0,244,true,"(0xf4, 0x01)",valid,"Tuple{UInt8, UInt8}",6
243,false,DivideError(),error,DivideError,1.0,243,true,"(0xf3, 0x01)",valid,"Tuple{UInt8, UInt8}",12
242,false,DivideError(),error,DivideError,1.0,242,true,"(0xf2, 0x01)",valid,"Tuple{UInt8, UInt8}",7
240,false,DivideError(),error,DivideError,1.0,240,true,"(0xf0, 0x01)",valid,"Tuple{UInt8, UInt8}",10
239,0,DivideError(),error,DivideError,5.0,239,1,"(239, 1)",valid,"Tuple{Int64, Int64}",2
238,false,DivideError(),error,DivideError,1.0,238,true,"(0xee, 0x01)",valid,"Tuple{UInt8, UInt8}",6
237,false,DivideError(),error,DivideError,1.0,237,true,"(0xed, 0x01)",valid,"Tuple{UInt8, UInt8}",15
236,false,DivideError(),error,DivideError,1.0,236,true,"(0xec, 0x01)",valid,"Tuple{UInt8, UInt8}",4
235,false,DivideError(),error,DivideError,1.0,235,true,"(0xeb, 0x01)",valid,"Tuple{UInt8, UInt8}",6
235,0,DivideError(),error,DivideError,5.0,235,1,"(235, 1)",valid,"Tuple{Int64, Int64}",2
234,false,DivideError(),error,DivideError,1.0,234,true,"(0xea, 0x01)",valid,"Tuple{UInt8, UInt8}",8
233,false,DivideError(),error,DivideError,1.0,233,true,"(0xe9, 0x01)",valid,"Tuple{UInt8, UInt8}",2
231,0,DivideError(),error,DivideError,5.0,231,1,"(231, 1)",valid,"Tuple{Int64, Int64}",2
230,false,DivideError(),error,DivideError,1.0,230,true,"(0xe6, 0x01)",valid,"Tuple{UInt8, UInt8}",10
229,false,DivideError(),error,DivideError,1.0,229,true,"(0xe5, 0x01)",valid,"Tuple{UInt8, UInt8}",6
227,false,DivideError(),error,DivideError,1.0,227,true,"(0xe3, 0x01)",valid,"Tuple{UInt8, UInt8}",7
226,false,DivideError(),error,DivideError,1.0,226,true,"(0xe2, 0x01)",valid,"Tuple{UInt8, UInt8}",16
224,false,DivideError(),error,DivideError,1.0,224,true,"(0xe0, 0x01)",valid,"Tuple{UInt8, UInt8}",14
223,false,DivideError(),error,DivideError,1.0,223,true,"(0xdf, 0x01)",valid,"Tuple{UInt8, UInt8}",4
222,false,DivideError(),error,DivideError,1.0,222,true,"(0xde, 0x01)",valid,"Tuple{UInt8, UInt8}",7
221,false,DivideError(),error,DivideError,1.0,221,true,"(0xdd, 0x01)",valid,"Tuple{UInt8, UInt8}",6
220,0,DivideError(),error,DivideError,5.0,220,1,"(220, 1)",valid,"Tuple{Int64, Int64}",5
219,false,DivideError(),error,DivideError,1.0,219,true,"(0xdb, 0x01)",valid,"Tuple{UInt8, UInt8}",13
218,false,DivideError(),error,DivideError,1.0,218,true,"(0xda, 0x01)",valid,"Tuple{UInt8, UInt8}",12
217,false,DivideError(),error,DivideError,1.0,217,true,"(0xd9, 0x01)",valid,"Tuple{UInt8, UInt8}",4
216,false,DivideError(),error,DivideError,1.0,216,true,"(0xd8, 0x01)",valid,"Tuple{UInt8, UInt8}",9
215,false,DivideError(),error,DivideError,1.0,215,true,"(0xd7, 0x01)",valid,"Tuple{UInt8, UInt8}",13
214,false,DivideError(),error,DivideError,1.0,214,true,"(0xd6, 0x01)",valid,"Tuple{UInt8, UInt8}",5
213,false,DivideError(),error,DivideError,1.0,213,true,"(0xd5, 0x01)",valid,"Tuple{UInt8, UInt8}",13
212,false,DivideError(),error,DivideError,1.0,212,true,"(0xd4, 0x01)",valid,"Tuple{UInt8, UInt8}",5
211,0,DivideError(),error,DivideError,5.0,211,1,"(211, 1)",valid,"Tuple{Int64, Int64}",2
211,false,DivideError(),error,DivideError,1.0,211,true,"(0xd3, 0x01)",valid,"Tuple{UInt8, UInt8}",6
210,false,DivideError(),error,DivideError,1.0,210,true,"(0xd2, 0x01)",valid,"Tuple{UInt8, UInt8}",8
209,false,DivideError(),error,DivideError,1.0,209,true,"(0xd1, 0x01)",valid,"Tuple{UInt8, UInt8}",4
208,false,DivideError(),error,DivideError,1.0,208,true,"(0xd0, 0x01)",valid,"Tuple{UInt8, UInt8}",5
207,false,DivideError(),error,DivideError,1.0,207,true,"(0xcf, 0x01)",valid,"Tuple{UInt8, UInt8}",3
206,false,DivideError(),error,DivideError,1.0,206,true,"(0xce, 0x01)",valid,"Tuple{UInt8, UInt8}",12
205,0,DivideError(),error,DivideError,5.0,205,1,"(205, 1)",valid,"Tuple{Int64, Int64}",5
205,false,DivideError(),error,DivideError,1.0,205,true,"(0xcd, 0x01)",valid,"Tuple{UInt8, UInt8}",3
203,false,DivideError(),error,DivideError,1.0,203,true,"(0xcb, 0x01)",valid,"Tuple{UInt8, UInt8}",5
202,false,DivideError(),error,DivideError,1.0,202,true,"(0xca, 0x01)",valid,"Tuple{UInt8, UInt8}",6
202,0,DivideError(),error,DivideError,5.0,202,1,"(202, 1)",valid,"Tuple{Int64, Int64}",2
201,false,DivideError(),error,DivideError,1.0,201,true,"(0xc9, 0x01)",valid,"Tuple{UInt8, UInt8}",14
200,false,DivideError(),error,DivideError,1.0,200,true,"(0xc8, 0x01)",valid,"Tuple{UInt8, UInt8}",6
199,false,DivideError(),error,DivideError,1.0,199,true,"(0xc7, 0x01)",valid,"Tuple{UInt8, UInt8}",6
196,false,DivideError(),error,DivideError,1.0,196,true,"(0xc4, 0x01)",valid,"Tuple{UInt8, UInt8}",7
195,false,DivideError(),error,DivideError,1.0,195,true,"(0xc3, 0x01)",valid,"Tuple{UInt8, UInt8}",9
194,0,DivideError(),error,DivideError,5.0,194,1,"(194, 1)",valid,"Tuple{Int64, Int64}",2
192,0,DivideError(),error,DivideError,1.0,192,1,"(0xc0, 0x01)",valid,"Tuple{UInt8, UInt8}",5
191,false,DivideError(),error,DivideError,1.0,191,true,"(0xbf, 0x01)",valid,"Tuple{UInt8, UInt8}",11
190,false,DivideError(),error,DivideError,1.0,190,true,"(0xbe, 0x01)",valid,"Tuple{UInt8, UInt8}",9
188,false,DivideError(),error,DivideError,1.0,188,true,"(0xbc, 0x01)",valid,"Tuple{UInt8, UInt8}",8
187,false,DivideError(),error,DivideError,1.0,187,true,"(0xbb, 0x01)",valid,"Tuple{UInt8, UInt8}",5
185,false,DivideError(),error,DivideError,1.0,185,true,"(0xb9, 0x01)",valid,"Tuple{UInt8, UInt8}",9
185,0,DivideError(),error,DivideError,5.0,185,1,"(185, 1)",valid,"Tuple{Int64, Int64}",3
184,false,DivideError(),error,DivideError,1.0,184,true,"(0xb8, 0x01)",valid,"Tuple{UInt8, UInt8}",15
183,false,DivideError(),error,DivideError,1.0,183,true,"(0xb7, 0x01)",valid,"Tuple{UInt8, UInt8}",14
181,false,DivideError(),error,DivideError,1.0,181,true,"(0xb5, 0x01)",valid,"Tuple{UInt8, UInt8}",6
180,false,DivideError(),error,DivideError,1.0,180,true,"(0xb4, 0x01)",valid,"Tuple{UInt8, UInt8}",8
179,false,DivideError(),error,DivideError,1.0,179,true,"(0xb3, 0x01)",valid,"Tuple{UInt8, UInt8}",9
178,false,DivideError(),error,DivideError,1.0,178,true,"(0xb2, 0x01)",valid,"Tuple{UInt8, UInt8}",6
176,false,DivideError(),error,DivideError,1.0,176,true,"(0xb0, 0x01)",valid,"Tuple{UInt8, UInt8}",7
173,false,DivideError(),error,DivideError,1.0,173,true,"(0xad, 0x01)",valid,"Tuple{UInt8, UInt8}",9
172,false,DivideError(),error,DivideError,1.0,172,true,"(0xac, 0x01)",valid,"Tuple{UInt8, UInt8}",5
171,false,DivideError(),error,DivideError,1.0,171,true,"(0xab, 0x01)",valid,"Tuple{UInt8, UInt8}",7
171,0,DivideError(),error,DivideError,5.0,171,1,"(171, 1)",valid,"Tuple{Int64, Int64}",2
170,false,DivideError(),error,DivideError,1.0,170,true,"(0xaa, 0x01)",valid,"Tuple{UInt8, UInt8}",9
169,false,DivideError(),error,DivideError,1.0,169,true,"(0xa9, 0x01)",valid,"Tuple{UInt8, UInt8}",3
168,false,DivideError(),error,DivideError,1.0,168,true,"(0xa8, 0x01)",valid,"Tuple{UInt8, UInt8}",5
167,false,DivideError(),error,DivideError,1.0,167,true,"(0xa7, 0x01)",valid,"Tuple{UInt8, UInt8}",6
166,false,DivideError(),error,DivideError,1.0,166,true,"(0xa6, 0x01)",valid,"Tuple{UInt8, UInt8}",12
164,false,DivideError(),error,DivideError,1.0,164,true,"(0xa4, 0x01)",valid,"Tuple{UInt8, UInt8}",4
164,0,DivideError(),error,DivideError,5.0,164,1,"(164, 1)",valid,"Tuple{Int64, Int64}",3
163,false,DivideError(),error,DivideError,1.0,163,true,"(0xa3, 0x01)",valid,"Tuple{UInt8, UInt8}",11
162,false,DivideError(),error,DivideError,1.0,162,true,"(0xa2, 0x01)",valid,"Tuple{UInt8, UInt8}",12
161,false,DivideError(),error,DivideError,1.0,161,true,"(0xa1, 0x01)",valid,"Tuple{UInt8, UInt8}",7
160,false,DivideError(),error,DivideError,1.0,160,true,"(0xa0, 0x01)",valid,"Tuple{UInt8, UInt8}",9
159,false,DivideError(),error,DivideError,1.0,159,true,"(0x9f, 0x01)",valid,"Tuple{UInt8, UInt8}",5
158,false,DivideError(),error,DivideError,1.0,158,true,"(0x9e, 0x01)",valid,"Tuple{UInt8, UInt8}",16
157,false,DivideError(),error,DivideError,1.0,157,true,"(0x9d, 0x01)",valid,"Tuple{UInt8, UInt8}",8
156,false,DivideError(),error,DivideError,1.0,156,true,"(0x9c, 0x01)",valid,"Tuple{UInt8, UInt8}",8
155,false,DivideError(),error,DivideError,1.0,155,true,"(0x9b, 0x01)",valid,"Tuple{UInt8, UInt8}",7
154,false,DivideError(),error,DivideError,1.0,154,true,"(0x9a, 0x01)",valid,"Tuple{UInt8, UInt8}",6
153,false,DivideError(),error,DivideError,1.0,153,true,"(0x99, 0x01)",valid,"Tuple{UInt8, UInt8}",9
152,false,DivideError(),error,DivideError,1.0,152,true,"(0x98, 0x01)",valid,"Tuple{UInt8, UInt8}",11
151,false,DivideError(),error,DivideError,1.0,151,true,"(0x97, 0x01)",valid,"Tuple{UInt8, UInt8}",3
151,0,DivideError(),error,DivideError,5.0,151,1,"(151, 1)",valid,"Tuple{Int64, Int64}",3
150,false,DivideError(),error,DivideError,1.0,150,true,"(0x96, 0x01)",valid,"Tuple{UInt8, UInt8}",23
149,false,DivideError(),error,DivideError,1.0,149,true,"(0x95, 0x01)",valid,"Tuple{UInt8, UInt8}",2
148,false,DivideError(),error,DivideError,1.0,148,true,"(0x94, 0x01)",valid,"Tuple{UInt8, UInt8}",5
147,false,DivideError(),error,DivideError,1.0,147,true,"(0x93, 0x01)",valid,"Tuple{UInt8, UInt8}",11
146,false,DivideError(),error,DivideError,1.0,146,true,"(0x92, 0x01)",valid,"Tuple{UInt8, UInt8}",7
145,false,DivideError(),error,DivideError,1.0,145,true,"(0x91, 0x01)",valid,"Tuple{UInt8, UInt8}",13
144,false,DivideError(),error,DivideError,1.0,144,true,"(0x90, 0x01)",valid,"Tuple{UInt8, UInt8}",6
143,false,DivideError(),error,DivideError,1.0,143,true,"(0x8f, 0x01)",valid,"Tuple{UInt8, UInt8}",6
142,false,DivideError(),error,DivideError,1.0,142,true,"(0x8e, 0x01)",valid,"Tuple{UInt8, UInt8}",4
141,false,DivideError(),error,DivideError,1.0,141,true,"(0x8d, 0x01)",valid,"Tuple{UInt8, UInt8}",13
140,false,DivideError(),error,DivideError,1.0,140,true,"(0x8c, 0x01)",valid,"Tuple{UInt8, UInt8}",10
139,false,DivideError(),error,DivideError,1.0,139,true,"(0x8b, 0x01)",valid,"Tuple{UInt8, UInt8}",5
138,0,DivideError(),error,DivideError,5.0,138,1,"(138, 1)",valid,"Tuple{Int64, Int64}",2
138,false,DivideError(),error,DivideError,1.0,138,true,"(0x8a, 0x01)",valid,"Tuple{UInt8, UInt8}",8
137,false,DivideError(),error,DivideError,1.0,137,true,"(0x89, 0x01)",valid,"Tuple{UInt8, UInt8}",18
136,false,DivideError(),error,DivideError,1.0,136,true,"(0x88, 0x01)",valid,"Tuple{UInt8, UInt8}",9
135,false,DivideError(),error,DivideError,1.0,135,true,"(0x87, 0x01)",valid,"Tuple{UInt8, UInt8}",3
135,0,DivideError(),error,DivideError,5.0,135,1,"(135, 1)",valid,"Tuple{Int64, Int64}",2
134,false,DivideError(),error,DivideError,1.0,134,true,"(0x86, 0x01)",valid,"Tuple{UInt8, UInt8}",5
133,false,DivideError(),error,DivideError,1.0,133,true,"(0x85, 0x01)",valid,"Tuple{UInt8, UInt8}",5
131,false,DivideError(),error,DivideError,1.0,131,true,"(0x83, 0x01)",valid,"Tuple{UInt8, UInt8}",10
130,0,DivideError(),error,DivideError,5.0,130,1,"(130, 1)",valid,"Tuple{Int64, Int64}",4
130,false,DivideError(),error,DivideError,1.0,130,true,"(0x82, 0x01)",valid,"Tuple{UInt8, UInt8}",5
129,false,DivideError(),error,DivideError,1.0,129,true,"(0x81, 0x01)",valid,"Tuple{UInt8, UInt8}",11
129,0,DivideError(),error,DivideError,5.0,129,1,"(129, 1)",valid,"Tuple{Int64, Int64}",3
128,false,DivideError(),error,DivideError,1.0,128,true,"(0x80, 0x01)",valid,"Tuple{UInt8, UInt8}",6
128,0,DivideError(),error,DivideError,5.0,128,1,"(128, 1)",valid,"Tuple{Int64, Int64}",3
