x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
64792,false,DivideError(),error,DivideError,3.0,64792,true,"(0xfd18, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
54114,false,DivideError(),error,DivideError,3.0,54114,true,"(0xd362, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
44431,false,DivideError(),error,DivideError,3.0,44431,true,"(0xad8f, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
41698,0,DivideError(),error,DivideError,3.0,41698,1,"(41698, 1)",valid,"Tuple{Int64, Int64}",2
29704,false,DivideError(),error,DivideError,3.0,29704,true,"(29704, 1)",valid,"Tuple{Int64, Int64}",2
28045,false,DivideError(),error,DivideError,3.0,28045,true,"(28045, 1)",valid,"Tuple{Int64, Int64}",2
16930,false,DivideError(),error,DivideError,3.0,16930,true,"(0x4222, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
12307,0,DivideError(),error,DivideError,3.0,12307,1,"(12307, 1)",valid,"Tuple{Int64, Int64}",2
11535,false,DivideError(),error,DivideError,3.0,11535,true,"(11535, 1)",valid,"Tuple{Int64, Int64}",2
10526,false,DivideError(),error,DivideError,3.0,10526,true,"(0x291e, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
7750,false,DivideError(),error,DivideError,4.0,7750,true,"(7750, 1)",valid,"Tuple{Int64, Int64}",2
5107,false,DivideError(),error,DivideError,3.0,5107,true,"(0x13f3, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
4964,false,DivideError(),error,DivideError,4.0,4964,true,"(4964, 1)",valid,"Tuple{Int64, Int64}",2
3663,false,DivideError(),error,DivideError,4.0,3663,true,"(3663, 1)",valid,"Tuple{Int64, Int64}",2
1080,false,DivideError(),error,DivideError,3.0,1080,true,"(0x0438, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
254,false,DivideError(),error,DivideError,1.0,254,true,"(0xfe, 0x01)",valid,"Tuple{UInt8, UInt8}",6
253,false,DivideError(),error,DivideError,1.0,253,true,"(0xfd, 0x01)",valid,"Tuple{UInt8, UInt8}",8
252,false,DivideError(),error,DivideError,1.0,252,true,"(0xfc, 0x01)",valid,"Tuple{UInt8, UInt8}",7
251,false,DivideError(),error,DivideError,1.0,251,true,"(0xfb, 0x01)",valid,"Tuple{UInt8, UInt8}",6
250,false,DivideError(),error,DivideError,1.0,250,true,"(0xfa, 0x01)",valid,"Tuple{UInt8, UInt8}",12
249,false,DivideError(),error,DivideError,1.0,249,true,"(0xf9, 0x01)",valid,"Tuple{UInt8, UInt8}",12
248,false,DivideError(),error,DivideError,1.0,248,true,"(0xf8, 0x01)",valid,"Tuple{UInt8, UInt8}",12
247,false,DivideError(),error,DivideError,1.0,247,true,"(0xf7, 0x01)",valid,"Tuple{UInt8, UInt8}",4
246,false,DivideError(),error,DivideError,1.0,246,true,"(0xf6, 0x01)",valid,"Tuple{UInt8, UInt8}",7
245,false,DivideError(),error,DivideError,1.0,245,true,"(0xf5, 0x01)",valid,"Tuple{UInt8, UInt8}",4
244,false,DivideError(),error,DivideError,1.0,244,true,"(0xf4, 0x01)",valid,"Tuple{UInt8, UInt8}",6
