x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
61000,false,DivideError(),error,DivideError,3.0,61000,true,"(0xee48, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
49674,false,DivideError(),error,DivideError,3.0,49674,true,"(0xc20a, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
43155,false,DivideError(),error,DivideError,3.0,43155,true,"(0xa893, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
37850,false,DivideError(),error,DivideError,3.0,37850,true,"(0x93da, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
36519,false,DivideError(),error,DivideError,3.0,36519,true,"(0x8ea7, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
27727,false,DivideError(),error,DivideError,3.0,27727,true,"(0x6c4f, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
22279,false,DivideError(),error,DivideError,3.0,22279,true,"(22279, 1)",valid,"Tuple{Int64, Int64}",2
18520,false,DivideError(),error,DivideError,3.0,18520,true,"(18520, 1)",valid,"Tuple{Int64, Int64}",2
17882,false,DivideError(),error,DivideError,3.0,17882,true,"(17882, 1)",valid,"Tuple{Int64, Int64}",2
17803,false,DivideError(),error,DivideError,3.0,17803,true,"(17803, 1)",valid,"Tuple{Int64, Int64}",2
15818,0,DivideError(),error,DivideError,3.0,15818,1,"(15818, 1)",valid,"Tuple{Int64, Int64}",2
9360,false,DivideError(),error,DivideError,3.0,9360,true,"(0x2490, 0x0001)",valid,"Tuple{UInt16, UInt16}",2
255,false,DivideError(),error,DivideError,1.0,255,true,"(0xff, 0x01)",valid,"Tuple{UInt8, UInt8}",4
254,false,DivideError(),error,DivideError,1.0,254,true,"(0xfe, 0x01)",valid,"Tuple{UInt8, UInt8}",13
253,false,DivideError(),error,DivideError,1.0,253,true,"(0xfd, 0x01)",valid,"Tuple{UInt8, UInt8}",4
252,false,DivideError(),error,DivideError,1.0,252,true,"(0xfc, 0x01)",valid,"Tuple{UInt8, UInt8}",8
251,false,DivideError(),error,DivideError,1.0,251,true,"(0xfb, 0x01)",valid,"Tuple{UInt8, UInt8}",3
250,false,DivideError(),error,DivideError,1.0,250,true,"(0xfa, 0x01)",valid,"Tuple{UInt8, UInt8}",5
249,false,DivideError(),error,DivideError,1.0,249,true,"(0xf9, 0x01)",valid,"Tuple{UInt8, UInt8}",8
