x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
-100,14909106650544627121,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,-99,14909106650544627121,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
14532582051263322252,-100,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,14532582051263322252,-99,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
2536668022937990146,-10000,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,2536668022937990146,-9999,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
11103960369956469344,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,11103960369956469344,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-10,18348146302563885455,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,18348146302563885455,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-100,10080506271329276458,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,-99,10080506271329276458,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
-100,4328972457602724217,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,-99,4328972457602724217,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
-100000000,320951811657024688406268440744089023178,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,-99999999,320951811657024688406268440744089023178,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
-10,4824928786940855080,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,4824928786940855080,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-1000000000,18409980043381518205,"InexactError(:check_top_bit, UInt64, -1000000000)",error,InexactError,1.0,-999999999,18409980043381518205,"InexactError(:check_top_bit, UInt64, -999999999)",error,InexactError,1
-100,295180338788962567304262824253480882947,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,-99,295180338788962567304262824253480882947,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
15058712474541346534,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,15058712474541346534,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
13673001542777430578,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,13673001542777430578,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
1068050113486970002,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,1068050113486970002,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-1000000000,15403659094957748978,"InexactError(:check_top_bit, UInt64, -1000000000)",error,InexactError,1.0,-999999999,15403659094957748978,"InexactError(:check_top_bit, UInt64, -999999999)",error,InexactError,1
8813365569727732275,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,8813365569727732275,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-1000,212044254486337038303442866872035974718,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,-999,212044254486337038303442866872035974718,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
-100,3189478506922714221,"InexactError(:check_top_bit, UInt64, -100)",error,InexactError,1.0,-99,3189478506922714221,"InexactError(:check_top_bit, UInt64, -99)",error,InexactError,1
-10,1302454894441527197,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,1302454894441527197,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
10844969180384620448,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,10844969180384620448,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-10,17417041110254511018,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,17417041110254511018,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-10000,1289099799234738225,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,-9999,1289099799234738225,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
-10,11537895851514567072,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,11537895851514567072,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
318514266742174218536228274458300634019,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,318514266742174218536228274458300634019,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
-10000,8946659520492465704,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,-9999,8946659520492465704,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
-10,18279548519890353942,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,18279548519890353942,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
126522516795522607958514994278045591530,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,126522516795522607958514994278045591530,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
-10,16751630834010667396,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,16751630834010667396,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
241779899328678852936659170350836225213,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,241779899328678852936659170350836225213,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
-100000000,257989050927958023871634123803709133351,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,-99999999,257989050927958023871634123803709133351,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
-100,208316027260892388361057275284971416853,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,-99,208316027260892388361057275284971416853,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
-10000,9327896304014192764,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,-9999,9327896304014192764,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
87229729699717808867256358466292931156,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,87229729699717808867256358466292931156,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
69822630298839074,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,69822630298839074,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
98212346868909834815601630973898332941,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,98212346868909834815601630973898332941,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
285759058176024482824485421492000635509,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,285759058176024482824485421492000635509,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
7444137680269390290,-10000,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,7444137680269390290,-9999,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
164500018836683945707701324931650237841,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,164500018836683945707701324931650237841,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
-10,12801685846727189385,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,12801685846727189385,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-10,16865276382754143221,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,16865276382754143221,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
9877993109484349113339027323839890650,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,9877993109484349113339027323839890650,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
-1000000000,66745715877435922584917085714784690421,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,-999999999,66745715877435922584917085714784690421,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
-10,18018441898420821342,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,18018441898420821342,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-1000,14333480995724190284,"InexactError(:check_top_bit, UInt64, -1000)",error,InexactError,1.0,-999,14333480995724190284,"InexactError(:check_top_bit, UInt64, -999)",error,InexactError,1
288817024552957622886320442636688199202,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,288817024552957622886320442636688199202,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
7072769683594757363,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,7072769683594757363,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-1000000000,102415132847799796357980783062880557279,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,-999999999,102415132847799796357980783062880557279,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
116044646277034213903727702674760727896,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,116044646277034213903727702674760727896,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
18316569811009879521,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,18316569811009879521,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-1000,2534351281926567208,"InexactError(:check_top_bit, UInt64, -1000)",error,InexactError,1.0,-999,2534351281926567208,"InexactError(:check_top_bit, UInt64, -999)",error,InexactError,1
-100000000,17799937861700165316,"InexactError(:check_top_bit, UInt64, -100000000)",error,InexactError,1.0,-99999999,17799937861700165316,"InexactError(:check_top_bit, UInt64, -99999999)",error,InexactError,1
-10000,5467949728719898854,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,-9999,5467949728719898854,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
-10,5250532047943936249,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,5250532047943936249,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-10,1958300556996662773,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,1958300556996662773,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-1000000000,292833508514297622052193003262074145500,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,-999999999,292833508514297622052193003262074145500,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
-10,10456671799988012578,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,10456671799988012578,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-10,9894471978783577528,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,9894471978783577528,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-100000000,47523056226209167275533774290039189333,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,-99999999,47523056226209167275533774290039189333,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
2890163437047738126,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,2890163437047738126,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
158337754540099354365954492342128889945,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,158337754540099354365954492342128889945,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
7004507612525854883,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,7004507612525854883,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
333635068360249458487367182459956162453,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,333635068360249458487367182459956162453,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
277322304951844186978670538689634368638,-1000,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,277322304951844186978670538689634368638,-999,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
90611206436231569198245143621295552559,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,90611206436231569198245143621295552559,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
1581876742443942215,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,1581876742443942215,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
2926491532699881279111918666523676868,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,2926491532699881279111918666523676868,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
91772465337220776218893336960975275155,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,91772465337220776218893336960975275155,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
-100,13718028714921196619847794719553308220,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,-99,13718028714921196619847794719553308220,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
-10000,316732564349859323073049515427997402074,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,-9999,316732564349859323073049515427997402074,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
6010750705413266090,-10,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,6010750705413266090,-9,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
-10000,12134208821854140585,"InexactError(:check_top_bit, UInt64, -10000)",error,InexactError,1.0,-9999,12134208821854140585,"InexactError(:check_top_bit, UInt64, -9999)",error,InexactError,1
-10,303596246501099803884681380940911503339,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,-9,303596246501099803884681380940911503339,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
-10,18096116241174606098,"InexactError(:check_top_bit, UInt64, -10)",error,InexactError,1.0,-9,18096116241174606098,"InexactError(:check_top_bit, UInt64, -9)",error,InexactError,1
14062612441559867822,-100000000,"InexactError(:check_top_bit, UInt64, -100000000)",error,InexactError,1.0,14062612441559867822,-99999999,"InexactError(:check_top_bit, UInt64, -99999999)",error,InexactError,1
