bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
2,0,0,0,0,1.0,0.0,1397651,1.0,1.0,1.0,0,1,0B,1B
3,0,1,0,0,2.0,0.0,1584256,1.0,1.0,1.0,-1,0,-1B,0B
4,0,0,0,0,3.0,0.0,4331288,1.0,1.0,1.0,-1,-2,-1B,-2B
5,0,1,0,0,4.100810099249703,0.0,8043714,1.0,1.0,1.0,-10,-9,-10B,-9B
6,0,0,0,0,5.101900189061091,0.0,17317916,1.0,1.0,1.0,120,119,120B,119B
6,0,0,0,0,7.957368315315793,0.0,539999870,1.0,1.0,1.0,360,359,360B,359B
4,0,0,0,0,9.757368315315793,0.0,539999870,1.0,1.0,1.0,35,34,35B,34B
8,0,0,0,0,10.757368315315793,0.0,539999870,1.0,1.0,1.0,-900,-899,-900B,-899B
6,0,0,0,0,12.61451117245865,0.0,539999870,1.0,1.0,1.0,260,259,260B,259B
6,0,0,0,0,13.61451117245865,0.0,539999870,1.0,1.0,1.0,409,410,409B,410B
6,0,0,0,0,16.138320696268174,0.0,539999870,1.0,1.0,1.0,590,589,590B,589B
6,0,0,0,0,20.926415934363412,0.0,539999870,1.0,1.0,1.0,-69,-70,-69B,-70B
6,0,0,0,0,21.926415934363412,0.0,539999870,1.0,1.0,1.0,350,349,350B,349B
6,0,0,0,0,22.926415934363412,0.0,539999870,1.0,1.0,1.0,239,240,239B,240B
6,0,0,0,0,23.926415934363412,0.0,539999870,1.0,1.0,1.0,-59,-60,-59B,-60B
6,0,0,0,0,25.497844505791985,0.0,539999870,1.0,1.0,1.0,579,580,579B,580B
6,0,0,0,0,27.164511172458653,0.0,539999870,1.0,1.0,1.0,779,780,779B,780B
6,0,0,0,0,29.02165402960151,0.0,539999870,1.0,1.0,1.0,-49,-50,-49B,-50B
6,0,0,0,0,30.02165402960151,0.0,539999870,1.0,1.0,1.0,469,470,469B,470B
