bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
10,0,0,0,1,0.02640176158430132,0.524863881081478,0.05030211172066307,26.0,2,-9,8,1.0,-36.0,-0009-02-26,-0036-01-08
13,0,1,2,1,0.026189140043946218,0.28808054048340825,0.09090909090909095,-3.0,0,-14,-4,-1.0,-18.0,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
12,0,34,1,1,0.026171196129510684,1.0,0.026171196129510684,14.0,8,-84,24,0.0,-48.0,-0084-08-14,"ArgumentError(""Month: 0 out of range (1:12)"")"
11,0,35,1,1,0.026162237992630243,0.7071067811865476,0.03699899179121034,13.0,1,17,-15,0.0,43.0,0017-01-13,"ArgumentError(""Month: 0 out of range (1:12)"")"
11,0,33,1,1,0.026090902514277467,0.98,0.02662336991252803,8.0,4,-84,-5,6.0,-48.0,-0084-04-08,"ArgumentError(""Day: -5 out of range (1:30)"")"
14,1,35,1,1,0.02609050467707595,1.0,0.02609050467707595,15.0,-2,-80,25,2.0,-116.0,"ArgumentError(""Month: -2 out of range (1:12)"")",-0116-02-25
14,1,35,1,1,0.026037782196164774,1.0,0.026037782196164774,22.0,1,-95,13,14.0,-130.0,-0095-01-22,"ArgumentError(""Month: 14 out of range (1:12)"")"
11,0,36,1,1,0.02598498501673715,0.6932419423397524,0.03748328459330597,11.0,-1,37,24,3.0,73.0,"ArgumentError(""Month: -1 out of range (1:12)"")",0073-03-24
9,0,0,0,1,0.025957992636915776,0.6,0.0432633210615263,1.0,2,34,13,2.0,15.0,0034-02-01,0015-02-13
11,0,36,1,1,0.0259499648053841,0.6932419423397524,0.037432768014296264,6.0,2,25,10,-3.0,-13.0,0025-02-06,"ArgumentError(""Month: -3 out of range (1:12)"")"
10,1,0,0,1,0.02584670687983416,0.7272727272727273,0.03553922195977197,6.0,2,-29,6,1.0,-58.0,-0029-02-06,-0058-01-06
10,0,33,1,1,0.025802692909555395,1.0,0.025802692909555395,6.0,1,-47,-1,4.0,-9.0,-0047-01-06,"ArgumentError(""Day: -1 out of range (1:30)"")"
13,0,35,1,1,0.025710920469479218,0.6935085738560369,0.03707368796685773,-7.0,-1,-94,10,2.0,-60.0,"ArgumentError(""Month: -1 out of range (1:12)"")",-0060-02-10
15,1,35,1,1,0.025666826935967797,0.6932419423397524,0.0370243422510473,16.0,2,-151,25,-1.0,-114.0,-0151-02-16,"ArgumentError(""Month: -1 out of range (1:12)"")"
10,0,34,1,1,0.02566635011696727,1.0,0.02566635011696727,17.0,2,87,-2,1.0,53.0,0087-02-17,"ArgumentError(""Day: -2 out of range (1:31)"")"
13,2,35,1,1,0.025573858464378225,0.7071067811865476,0.036166897482533655,9.0,3,-130,3,-4.0,-168.0,-0130-03-09,"ArgumentError(""Month: -4 out of range (1:12)"")"
12,0,35,1,1,0.02554456166872394,1.0,0.02554456166872394,17.0,1,-22,12,-1.0,16.0,-0022-01-17,"ArgumentError(""Month: -1 out of range (1:12)"")"
9,0,35,1,1,0.025532146059408265,0.7071067811865476,0.03610790723370594,6.0,3,27,8,0.0,-12.0,0027-03-06,"ArgumentError(""Month: 0 out of range (1:12)"")"
8,0,36,1,1,0.025532146059408265,0.98,0.026053210264702312,4.0,2,9,2,-1.0,48.0,0009-02-04,"ArgumentError(""Month: -1 out of range (1:12)"")"
9,0,35,1,1,0.025532146059408265,0.7071067811865476,0.03610790723370594,5.0,-1,5,7,2.0,-34.0,"ArgumentError(""Month: -1 out of range (1:12)"")",-0034-02-07
12,0,1,2,1,0.02541610001750345,0.40740740740740744,0.06238497277023574,-1.0,0,-29,-1,2.0,-14.0,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Day: -1 out of range (1:28)"")"
12,1,35,1,1,0.025359156467048685,0.4472135954999579,0.056704797712374265,0.0,-1,-133,5,2.0,-94.0,"ArgumentError(""Month: -1 out of range (1:12)"")",-0094-02-05
16,1,36,1,1,0.025302269968462875,0.9803921568627451,0.025808315367832135,-6.0,-10,-185,29,6.0,-176.0,"ArgumentError(""Month: -10 out of range (1:12)"")",-0176-06-29
13,2,0,0,1,0.024674440339920178,0.5555838995037159,0.04441172676523026,4.0,3,-154,21,3.0,-133.0,-0154-03-04,-0133-03-21
14,1,0,0,1,0.024661450373060462,0.6153846153846154,0.04007485685622325,21.0,1,-128,18,2.0,-163.0,-0128-01-21,-0163-02-18
11,0,34,1,1,0.024648192922358193,0.98,0.025151217267712443,9.0,2,-18,-2,0.0,-57.0,-0018-02-09,"ArgumentError(""Month: 0 out of range (1:12)"")"
8,0,35,1,1,0.024558833620630074,1.0,0.024558833620630074,4.0,3,9,11,0.0,49.0,0009-03-04,"ArgumentError(""Month: 0 out of range (1:12)"")"
13,2,33,1,1,0.02450715406979359,0.7071067811865476,0.03465834966066909,7.0,1,-120,-5,1.0,-159.0,-0120-01-07,"ArgumentError(""Day: -5 out of range (1:31)"")"
13,1,0,0,1,0.02442698709571727,0.5454545454545454,0.04478280967548167,11.0,2,-115,21,4.0,-78.0,-0115-02-11,-0078-04-21
11,0,35,1,1,0.0244120371254637,0.7071067811865476,0.034523833987986266,10.0,-2,-7,4,9.0,-46.0,"ArgumentError(""Month: -2 out of range (1:12)"")",-0046-09-04
12,0,0,2,1,0.024296476537493134,0.39622641509433965,0.06131967888033981,-3.0,6,-85,-4,4.0,-88.0,"ArgumentError(""Day: -3 out of range (1:30)"")","ArgumentError(""Day: -4 out of range (1:30)"")"
8,0,1,0,1,0.024296476537493124,0.49497474683058323,0.049086295196003535,4.0,1,-7,7,2.0,19.0,-0007-01-04,0019-02-07
12,0,0,0,1,0.02427079534059775,0.6153846153846154,0.03944004242847134,14.0,1,-43,26,3.0,-73.0,-0043-01-14,-0073-03-26
8,0,35,1,1,0.024267841905814505,1.0,0.024267841905814505,0.0,0,13,4,1.0,54.0,"ArgumentError(""Month: 0 out of range (1:12)"")",0054-01-04
10,0,1,0,1,0.024263467981891332,0.5329387100211931,0.04552768925516118,19.0,1,3,12,1.0,-20.0,0003-01-19,-0020-01-12
12,0,36,1,1,0.024253562503633298,0.9803921568627451,0.024738633753705965,18.0,3,10,10,-3.0,-30.0,0010-03-18,"ArgumentError(""Month: -3 out of range (1:12)"")"
8,0,1,2,1,0.024246432248443608,0.3846153846153846,0.06304072384595338,3.0,-1,1,1,0.0,-3.0,"ArgumentError(""Month: -1 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
11,0,36,1,1,0.024235934005767783,0.6932419423397524,0.03496028229909082,-2.0,-1,-1,12,1.0,36.0,"ArgumentError(""Month: -1 out of range (1:12)"")",0036-01-12
13,1,0,0,1,0.024110996807397186,0.5454545454545454,0.044203494146894846,10.0,6,-73,27,4.0,-105.0,-0073-06-10,-0105-04-27
10,0,1,0,1,0.023979987938021138,0.5329387100211931,0.04499577059633656,12.0,4,-24,14,5.0,8.0,-0024-04-12,0008-05-14
10,0,2,2,1,0.02393714203755375,0.39622641509433965,0.06041278704715946,-3.0,1,5,-1,-1.0,20.0,"ArgumentError(""Day: -3 out of range (1:31)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
14,1,35,1,1,0.02387049580131443,1.0,0.02387049580131443,18.0,1,-130,25,-4.0,-89.0,-0130-01-18,"ArgumentError(""Month: -4 out of range (1:12)"")"
8,0,0,0,1,0.023829044123686128,0.6,0.03971507353947688,7.0,3,38,4,3.0,13.0,0038-03-07,0013-03-04
9,0,0,2,1,0.02375655483665995,0.2583659392797001,0.09194925191335587,4.0,-2,-1,7,-4.0,0.0,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Month: -4 out of range (1:12)"")"
12,0,0,2,1,0.02375655483665995,0.39622641509433965,0.05995701934966558,6.0,-4,-47,7,-2.0,-50.0,"ArgumentError(""Month: -4 out of range (1:12)"")","ArgumentError(""Month: -2 out of range (1:12)"")"
12,0,0,0,1,0.023718050554716572,0.6153846153846154,0.03854183215141443,15.0,2,-58,23,1.0,-94.0,-0058-02-15,-0094-01-23
15,1,35,1,1,0.023715600272562448,0.6932419423397524,0.034209702016182425,13.0,-1,-106,22,3.0,-147.0,"ArgumentError(""Month: -1 out of range (1:12)"")",-0147-03-22
7,0,0,0,1,0.023409014770199854,0.5555555555555556,0.04213622658635974,2.0,3,8,5,2.0,35.0,0008-03-02,0035-02-05
14,0,1,2,1,0.023357904173214074,0.40740740740740744,0.057333037516070905,-1.0,-2,-73,-15,6.0,-74.0,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Day: -15 out of range (1:30)"")"
12,0,0,2,1,0.02335409787014688,0.39622641509433965,0.05894129462465641,-3.0,2,-22,-4,1.0,-13.0,"ArgumentError(""Day: -3 out of range (1:28)"")","ArgumentError(""Day: -4 out of range (1:31)"")"
9,0,34,1,1,0.02327470320578639,0.9795918367346939,0.02375959285590694,11.0,0,33,2,1.0,-9.0,"ArgumentError(""Month: 0 out of range (1:12)"")",-0009-01-02
13,1,0,0,1,0.02320411394607219,0.5454545454545454,0.04254087556779902,18.0,1,-120,13,2.0,-83.0,-0120-01-18,-0083-02-13
10,0,1,0,1,0.023167126231361513,0.5329387100211931,0.04347052633958648,11.0,4,12,8,4.0,-13.0,0012-04-11,-0013-04-08
12,1,33,1,1,0.02315584223237446,0.4472135954999579,0.05177803730784977,-5.0,2,-72,5,1.0,-114.0,"ArgumentError(""Day: -5 out of range (1:29)"")",-0114-01-05
14,2,36,1,1,0.02306998403538282,0.09053574604251853,0.25481630233154984,1.0,1,-112,2,-10.0,-153.0,0112-01-01,"ArgumentError(""Month: -10 out of range (1:12)"")"
12,0,35,1,1,0.02306328020072213,1.0,0.02306328020072213,8.0,2,-63,-2,-2.0,-21.0,-0063-02-08,"ArgumentError(""Month: -2 out of range (1:12)"")"
15,0,35,1,1,0.02296576060873127,0.6935085738560369,0.03311532326274982,-5.0,24,-118,11,10.0,-80.0,"ArgumentError(""Month: 24 out of range (1:12)"")",-0080-10-11
11,0,3,2,1,0.022944230241226674,0.27196414661021057,0.08436490812191956,4.0,-2,-13,0,1.0,-29.0,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Day: 0 out of range (1:31)"")"
10,0,0,2,1,0.02294314323477413,0.2109549060500556,0.10875851936494028,-4.0,2,33,-2,3.0,24.0,"ArgumentError(""Day: -4 out of range (1:28)"")","ArgumentError(""Day: -2 out of range (1:31)"")"
11,0,36,1,1,0.02288143809781378,0.6932419423397524,0.03300642488621926,13.0,2,89,18,-4.0,46.0,0089-02-13,"ArgumentError(""Month: -4 out of range (1:12)"")"
9,0,1,2,1,0.02286301147222169,0.27196414661021057,0.08406627034183971,-4.0,3,-4,3,0.0,11.0,"ArgumentError(""Day: -4 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
10,1,0,0,1,0.022792648113306144,0.7272727272727273,0.03133989115579595,8.0,3,-40,1,2.0,-73.0,-0040-03-08,-0073-02-01
8,0,35,1,1,0.022756677931351457,1.0,0.022756677931351457,16.0,1,1,7,0.0,44.0,0001-01-16,"ArgumentError(""Month: 0 out of range (1:12)"")"
10,0,35,1,1,0.022756677931351457,1.0,0.022756677931351457,23.0,1,65,14,0.0,22.0,0065-01-23,"ArgumentError(""Month: 0 out of range (1:12)"")"
9,0,1,2,1,0.022727272727272728,0.27196414661021057,0.08356716504931926,-3.0,2,31,0,2.0,27.0,"ArgumentError(""Day: -3 out of range (1:28)"")","ArgumentError(""Day: 0 out of range (1:28)"")"
10,0,35,1,1,0.022697981217836876,1.0,0.022697981217836876,4.0,-1,30,3,1.0,-14.0,"ArgumentError(""Month: -1 out of range (1:12)"")",-0014-01-03
8,0,0,0,1,0.02269603247508009,0.6,0.037826720791800154,3.0,1,2,11,3.0,34.0,0002-01-03,0034-03-11
8,0,1,0,1,0.02267198859594726,0.49497474683058323,0.04580433394050966,2.0,2,5,4,1.0,-27.0,0005-02-02,-0027-01-04
7,0,0,0,1,0.02267198859594726,0.5555555555555556,0.04080957947270507,3.0,1,8,4,3.0,40.0,0008-01-03,0040-03-04
9,0,35,1,1,0.022513159974164025,0.7071067811865476,0.03183841616733788,9.0,0,-9,15,1.0,35.0,"ArgumentError(""Month: 0 out of range (1:12)"")",0035-01-15
12,1,33,1,1,0.022377469175267232,0.4472135954999579,0.050037542240303684,6.0,2,-82,-6,4.0,-125.0,-0082-02-06,"ArgumentError(""Day: -6 out of range (1:30)"")"
10,0,1,0,1,0.022357908305247122,0.5329387100211931,0.04195211923029203,11.0,3,-26,14,4.0,9.0,-0026-03-11,0009-04-14
9,0,34,1,1,0.02234950781338371,0.9795918367346939,0.02281512255949587,8.0,4,45,-4,1.0,88.0,0045-04-08,"ArgumentError(""Day: -4 out of range (1:31)"")"
12,1,0,0,1,0.022303794692286626,0.49497474683058323,0.045060469923166854,7.0,4,-87,11,4.0,-122.0,-0087-04-07,-0122-04-11
13,1,0,0,1,0.02229549974960632,0.5454545454545454,0.04087508287427826,17.0,5,-139,20,2.0,-97.0,-0139-05-17,-0097-02-20
12,0,36,1,1,0.02228282589107932,0.9803921568627451,0.022728482408900907,4.0,2,-16,22,-11.0,23.0,-0016-02-04,"ArgumentError(""Month: -11 out of range (1:12)"")"
13,1,34,1,1,0.0222717701593687,0.7071067811865476,0.0314970394174356,27.0,4,-83,35,0.0,-127.0,-0083-04-27,"ArgumentError(""Month: 0 out of range (1:12)"")"
11,0,34,1,1,0.02224970797449924,0.98,0.022703783647448204,-3.0,2,-11,13,2.0,31.0,"ArgumentError(""Day: -3 out of range (1:28)"")",0031-02-13
13,1,35,1,1,0.02217845610938612,0.6932419423397524,0.03199237489083809,1.0,1,-76,-1,-1.0,-121.0,-0076-01-01,"ArgumentError(""Month: -1 out of range (1:12)"")"
14,1,35,1,1,0.02206478908203439,1.0,0.02206478908203439,23.0,1,-56,28,-1.0,-101.0,-0056-01-23,"ArgumentError(""Month: -1 out of range (1:12)"")"
10,0,34,1,1,0.022021944790965527,1.0,0.022021944790965527,16.0,6,-9,15,0.0,36.0,-0009-06-16,"ArgumentError(""Month: 0 out of range (1:12)"")"
8,0,1,0,1,0.02188440547662043,0.49497474683058323,0.04421317575644093,10.0,3,7,4,3.0,-7.0,0007-03-10,-0007-03-04
11,0,2,2,1,0.021797018729165344,0.2801743849984434,0.07779804256297893,14.0,-1,33,-2,2.0,37.0,"ArgumentError(""Month: -1 out of range (1:12)"")","ArgumentError(""Day: -2 out of range (1:28)"")"
10,0,1,2,1,0.021790681682020457,0.3846153846153846,0.05665577237325319,3.0,0,-7,-1,-1.0,-4.0,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
13,1,0,0,1,0.021741678078704786,0.5454545454545454,0.03985974314429211,23.0,2,-87,20,1.0,-123.0,-0087-02-23,-0123-01-20
10,0,35,1,1,0.02173399540921557,1.0,0.02173399540921557,14.0,0,-5,14,1.0,41.0,"ArgumentError(""Month: 0 out of range (1:12)"")",0041-01-14
12,1,33,1,1,0.0216574040912105,0.4472135954999579,0.048427427764128735,1.0,2,-117,-3,2.0,-71.0,-0117-02-01,"ArgumentError(""Day: -3 out of range (1:28)"")"
9,0,35,1,1,0.021637116120395775,0.7071067811865476,0.030599503068105226,13.0,0,30,9,2.0,76.0,"ArgumentError(""Month: 0 out of range (1:12)"")",0076-02-09
13,1,33,1,1,0.021581616838757513,0.6929646455628166,0.031143893093173915,18.0,1,-72,29,2.0,-117.0,-0072-01-18,"ArgumentError(""Day: 29 out of range (1:28)"")"
14,0,0,2,1,0.021558722225451823,0.1504482513162867,0.14329659558574076,24.0,-2,-70,28,-1.0,-70.0,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
11,0,1,2,1,0.021545363397620334,0.27196414661021057,0.07922133732024601,0.0,8,-51,-1,2.0,-42.0,"ArgumentError(""Day: 0 out of range (1:31)"")","ArgumentError(""Day: -1 out of range (1:28)"")"
15,1,35,1,1,0.021467289762577852,0.6932419423397524,0.030966518976223312,10.0,1,-148,22,-1.0,-104.0,-0148-01-10,"ArgumentError(""Month: -1 out of range (1:12)"")"
8,0,35,1,1,0.021412736228951155,1.0,0.021412736228951155,2.0,1,4,10,0.0,50.0,0004-01-02,"ArgumentError(""Month: 0 out of range (1:12)"")"
12,0,1,2,1,0.021400572464409892,0.40740740740740744,0.052528677867187915,-2.0,5,-88,-5,0.0,-71.0,"ArgumentError(""Day: -2 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
9,0,35,1,1,0.021344340364687887,0.7071067811865476,0.0301854556236491,-5.0,0,10,8,1.0,55.0,"ArgumentError(""Month: 0 out of range (1:12)"")",0055-01-08
11,0,1,2,1,0.02127659574468085,0.27196414661021057,0.0782330906844691,0.0,2,-27,-6,4.0,-18.0,"ArgumentError(""Day: 0 out of range (1:28)"")","ArgumentError(""Day: -6 out of range (1:30)"")"
15,1,36,1,1,0.021252557102111276,0.5,0.04250511420422255,12.0,-14,-127,5,8.0,-168.0,"ArgumentError(""Month: -14 out of range (1:12)"")",-0168-08-05
10,1,34,1,1,0.02119519516996487,1.0,0.02119519516996487,5.0,0,-57,9,1.0,-10.0,"ArgumentError(""Month: 0 out of range (1:12)"")",-0010-01-09
12,0,36,1,1,0.02115247723234508,0.9803921568627451,0.021575526776991982,29.0,-3,-13,10,2.0,30.0,"ArgumentError(""Month: -3 out of range (1:12)"")",0030-02-10
10,0,34,1,1,0.02113829521450379,1.0,0.02113829521450379,9.0,2,-30,14,0.0,17.0,-0030-02-09,"ArgumentError(""Month: 0 out of range (1:12)"")"
13,1,35,1,1,0.021100901157790373,0.6932419423397524,0.030438004207554117,14.0,-1,-80,9,3.0,-126.0,"ArgumentError(""Month: -1 out of range (1:12)"")",-0126-03-09
9,0,33,1,1,0.0210771677730368,0.7071067811865476,0.029807616521041764,8.0,3,-37,-7,2.0,8.0,-0037-03-08,"ArgumentError(""Day: -7 out of range (1:29)"")"
12,0,0,2,1,0.021066968999503707,0.39622641509433965,0.05316901699874745,-2.0,3,-78,-1,2.0,-68.0,"ArgumentError(""Day: -2 out of range (1:31)"")","ArgumentError(""Day: -1 out of range (1:29)"")"
14,1,35,1,1,0.021034229013834404,1.0,0.021034229013834404,16.0,2,-125,23,-1.0,-80.0,-0125-02-16,"ArgumentError(""Month: -1 out of range (1:12)"")"
10,0,34,1,1,0.021025856676559002,1.0,0.021025856676559002,7.0,0,26,18,5.0,-20.0,"ArgumentError(""Month: 0 out of range (1:12)"")",-0020-05-18
11,0,2,2,1,0.021025521952539008,0.2801743849984434,0.0750444119031646,-7.0,2,-13,-5,-1.0,4.0,"ArgumentError(""Day: -7 out of range (1:28)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
8,0,0,0,1,0.020979533957417227,0.6,0.034965889929028715,2.0,1,23,9,3.0,58.0,0023-01-02,0058-03-09
10,0,1,0,1,0.020959110620184532,0.5329387100211931,0.03932743151525071,3.0,3,24,14,4.0,-11.0,0024-03-03,-0011-04-14
9,0,0,0,1,0.020931024986200402,0.6,0.03488504164366734,15.0,3,40,17,4.0,7.0,0040-03-15,0007-04-17
12,0,0,0,1,0.020833333333333332,0.6153846153846154,0.033854166666666664,10.0,3,-65,10,3.0,-89.0,-0065-03-10,-0089-03-10
11,0,35,1,1,0.02068572009460303,0.7071067811865476,0.029254025905241267,9.0,2,-26,-5,-3.0,20.0,-0026-02-09,"ArgumentError(""Month: -3 out of range (1:12)"")"
13,2,1,2,1,0.020647235657500727,0.28808054048340825,0.0716717471539522,6.0,0,-154,-1,3.0,-137.0,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Day: -1 out of range (1:31)"")"
10,0,1,2,1,0.020632815353005773,0.3846153846153846,0.053645319917815015,3.0,-2,-2,-1,0.0,-5.0,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
8,0,1,0,1,0.020632815353005766,0.49497474683058323,0.04168458186022939,9.0,3,-31,5,1.0,1.0,-0031-03-09,0001-01-05
11,0,34,1,1,0.020515248496555456,0.98,0.020933927037301486,23.0,8,28,39,10.0,74.0,0028-08-23,"ArgumentError(""Day: 39 out of range (1:31)"")"
10,0,1,0,1,0.02049999483264658,0.5329387100211931,0.038465951988796925,11.0,4,-8,15,7.0,30.0,-0008-04-11,0030-07-15
11,0,2,2,1,0.020489751784132388,0.2801743849984434,0.073132137987012,-3.0,3,28,14,-2.0,30.0,"ArgumentError(""Day: -3 out of range (1:31)"")","ArgumentError(""Month: -2 out of range (1:12)"")"
9,0,1,0,1,0.020485270272079786,0.5132002392796673,0.03991672003277533,2.0,3,21,4,3.0,-10.0,0021-03-02,-0010-03-04
10,0,35,1,1,0.02048079801297601,1.0,0.02048079801297601,8.0,1,-31,4,-7.0,17.0,-0031-01-08,"ArgumentError(""Month: -7 out of range (1:12)"")"
12,2,0,0,1,0.020450282606453065,0.6666666666666667,0.030675423909679596,6.0,3,-106,3,3.0,-133.0,-0106-03-06,-0133-03-03
13,0,35,1,1,0.020415977422143374,0.6935085738560369,0.02943868063321371,12.0,1,-29,28,-4.0,-74.0,-0029-01-12,"ArgumentError(""Month: -4 out of range (1:12)"")"
14,0,0,2,1,0.02039250967738327,0.1504482513162867,0.13554500965592606,18.0,-2,-98,17,-5.0,-95.0,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Month: -5 out of range (1:12)"")"
12,0,36,1,1,0.020302737602678898,0.9803921568627451,0.020708792354732476,14.0,1,16,10,-2.0,-33.0,0016-01-14,"ArgumentError(""Month: -2 out of range (1:12)"")"
16,0,35,1,1,0.02009185940782148,0.02009185940782148,1.0,-20.0,28,-96,10,12.0,-131.0,"ArgumentError(""Month: 28 out of range (1:12)"")",-0131-12-10
12,1,34,1,1,0.02007643596197061,0.5773502691896257,0.03477340712103605,28.0,4,-138,5,0.0,-94.0,-0138-04-28,"ArgumentError(""Month: 0 out of range (1:12)"")"
9,0,34,1,1,0.020072391147592506,0.9795918367346939,0.02049056596316735,-8.0,6,-44,1,6.0,5.0,"ArgumentError(""Day: -8 out of range (1:30)"")",0005-06-01
10,0,1,0,1,0.020058926068497764,0.5329387100211931,0.03763833568723145,10.0,2,-2,15,4.0,35.0,-0002-02-10,0035-04-15
10,0,35,1,1,0.019980029950087342,1.0,0.019980029950087342,9.0,0,-20,10,2.0,30.0,"ArgumentError(""Month: 0 out of range (1:12)"")",0030-02-10
11,0,35,1,1,0.019970886609485625,0.7071067811865476,0.028243098695749806,-14.0,2,-38,17,3.0,0.0,"ArgumentError(""Day: -14 out of range (1:28)"")",0000-03-17
8,0,33,1,1,0.019968076595771794,1.0,0.019968076595771794,2.0,3,41,0,1.0,-9.0,0041-03-02,"ArgumentError(""Day: 0 out of range (1:31)"")"
10,0,34,1,1,0.019948201925179914,1.0,0.019948201925179914,7.0,2,-39,10,0.0,11.0,-0039-02-07,"ArgumentError(""Month: 0 out of range (1:12)"")"
10,0,34,1,1,0.01990074380419978,1.0,0.01990074380419978,4.0,1,15,-1,1.0,-35.0,0015-01-04,"ArgumentError(""Day: -1 out of range (1:31)"")"
13,2,35,1,1,0.019714243067193778,0.7071067811865476,0.027880149917545203,9.0,-2,-155,1,1.0,-105.0,"ArgumentError(""Month: -2 out of range (1:12)"")",-0105-01-01
14,1,35,1,1,0.019687480773953943,1.0,0.019687480773953943,-1.0,-7,-145,3,1.0,-195.0,"ArgumentError(""Month: -7 out of range (1:12)"")",-0195-01-03
12,1,34,1,1,0.019596545041740514,0.5773502691896257,0.03394221166510654,7.0,2,-79,-3,0.0,-129.0,-0079-02-07,"ArgumentError(""Month: 0 out of range (1:12)"")"
13,1,2,2,1,0.01959213529267382,0.12247448713915893,0.15996911479541603,0.0,15,-111,-7,9.0,-93.0,"ArgumentError(""Month: 15 out of range (1:12)"")","ArgumentError(""Day: -7 out of range (1:30)"")"
10,0,35,1,1,0.019469849944497738,1.0,0.019469849944497738,17.0,1,25,11,0.0,76.0,0025-01-17,"ArgumentError(""Month: 0 out of range (1:12)"")"
11,0,0,0,1,0.01946810755222499,0.5983211225424633,0.032537891140293686,15.0,3,-37,14,3.0,-9.0,-0037-03-15,-0009-03-14
14,1,2,2,1,0.019447460793912772,0.22876142741475738,0.08501197519918176,-4.0,3,-123,5,-1.0,-107.0,"ArgumentError(""Day: -4 out of range (1:31)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
11,0,1,2,1,0.019341961772855323,0.27196414661021057,0.07111952812139227,1.0,0,-24,5,-1.0,-20.0,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
11,0,34,1,1,0.01932747131451649,0.98,0.019721909504608667,12.0,2,17,-1,3.0,-32.0,0017-02-12,"ArgumentError(""Day: -1 out of range (1:31)"")"
11,0,1,0,1,0.01930551560937694,0.5,0.03861103121875388,15.0,1,-14,17,4.0,16.0,-0014-01-15,0016-04-17
13,1,0,0,1,0.019194874696893734,0.5454545454545454,0.03519060361097185,25.0,3,-142,10,1.0,-99.0,-0142-03-25,-0099-01-10
14,1,35,1,1,0.01917060103747883,1.0,0.01917060103747883,19.0,1,-70,20,-3.0,-122.0,-0070-01-19,"ArgumentError(""Month: -3 out of range (1:12)"")"
12,1,33,1,1,0.019160041630983685,0.4472135954999579,0.04284315553860546,-1.0,7,-63,3,5.0,-115.0,"ArgumentError(""Day: -1 out of range (1:31)"")",-0115-05-03
14,1,35,1,1,0.019123999110148632,1.0,0.019123999110148632,23.0,8,-123,14,-4.0,-74.0,-0123-08-23,"ArgumentError(""Month: -4 out of range (1:12)"")"
13,2,33,1,1,0.01910053281679449,0.7071067811865476,0.02701223255806314,1.0,1,-150,-5,2.0,-202.0,-0150-01-01,"ArgumentError(""Day: -5 out of range (1:28)"")"
14,1,0,0,1,0.019076832638819752,0.6153846153846154,0.030999853038082097,12.0,3,-141,29,1.0,-173.0,-0141-03-12,-0173-01-29
10,1,0,0,1,0.019039849265917997,0.7272727272727273,0.026179792740637246,3.0,7,-88,4,7.0,-53.0,-0088-07-03,-0053-07-04
8,0,33,1,1,0.018908355841512122,1.0,0.018908355841512122,0.0,2,0,14,2.0,51.0,"ArgumentError(""Day: 0 out of range (1:29)"")",0051-02-14
13,1,0,0,1,0.018890419304206412,0.5454545454545454,0.03463243539104509,24.0,1,-84,17,1.0,-125.0,-0084-01-24,-0125-01-17
12,1,33,1,1,0.018834429162764503,0.4472135954999579,0.04211506392534588,2.0,2,-113,-1,1.0,-60.0,-0113-02-02,"ArgumentError(""Day: -1 out of range (1:31)"")"
16,1,1,2,1,0.01881232615531745,0.40740740740740744,0.04617570965396101,-14.0,16,-105,-15,4.0,-87.0,"ArgumentError(""Month: 16 out of range (1:12)"")","ArgumentError(""Day: -15 out of range (1:30)"")"
8,0,34,1,1,0.018801111554573632,1.0,0.018801111554573632,5.0,0,50,1,2.0,-3.0,"ArgumentError(""Month: 0 out of range (1:12)"")",-0003-02-01
14,1,35,1,1,0.018742780913432525,1.0,0.018742780913432525,21.0,-2,-69,24,1.0,-120.0,"ArgumentError(""Month: -2 out of range (1:12)"")",-0120-01-24
10,0,1,0,1,0.018599488149129106,0.5329387100211931,0.03489986334148906,12.0,1,38,17,2.0,-2.0,0038-01-12,-0002-02-17
11,0,2,2,1,0.01852737344904497,0.2801743849984434,0.06612800613142385,-4.0,0,-54,0,1.0,-38.0,"ArgumentError(""Month: 0 out of range (1:12)"")","ArgumentError(""Day: 0 out of range (1:31)"")"
