bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
12,2,0,0,1,0.5,0.6666666666666667,0.7499999999999999,1.0,1,-126,1,1.0,-127.0,0126-01-01,0127-01-01
13,2,33,1,1,0.5,0.7071067811865476,0.7071067811865475,1.0,1,-127,-1,1.0,-127.0,0127-01-01,"ArgumentError(""Day: -1 out of range (1:31)"")"
15,1,35,1,1,0.5,0.6932419423397524,0.7212489168102785,21.0,1,-109,21,-1.0,-109.0,0109-01-21,"ArgumentError(""Month: -1 out of range (1:12)"")"
11,0,35,1,1,0.5,0.7071067811865476,0.7071067811865475,21.0,-1,-9,21,1.0,-9.0,"ArgumentError(""Month: -1 out of range (1:12)"")",0009-01-21
13,0,35,1,1,0.5,0.6935085738560369,0.7209716200333427,21.0,1,-10,21,-1.0,-10.0,0010-01-21,"ArgumentError(""Month: -1 out of range (1:12)"")"
11,0,33,1,1,0.5,0.98,0.5102040816326531,-1.0,2,-64,1,2.0,-64.0,"ArgumentError(""Day: -1 out of range (1:29)"")",0064-02-01
10,0,0,0,1,0.5,0.524863881081478,0.9526279441628825,10.0,3,20,10,3.0,19.0,0020-03-10,0019-03-10
7,0,0,0,1,0.49497474683058323,0.5555555555555556,0.8909545442950498,9.0,2,0,10,1.0,0.0,0000-02-09,0000-01-10
7,0,1,0,1,0.49497474683058323,0.49497474683058323,1.0,6.0,3,-1,6,2.0,0.0,0001-03-06,0000-02-06
9,0,0,0,1,0.49487165930539356,0.6,0.8247860988423227,10.0,3,19,9,2.0,20.0,0019-03-10,0020-02-09
11,0,36,1,1,0.49019607843137253,0.6932419423397524,0.7071067811865476,10.0,1,20,10,-1.0,20.0,0020-01-10,"ArgumentError(""Month: -1 out of range (1:12)"")"
13,2,35,1,1,0.4895833333333333,0.7071067811865476,0.6923753899118277,1.0,1,-126,1,-1.0,-126.0,0126-01-01,"ArgumentError(""Month: -1 out of range (1:12)"")"
8,0,1,0,1,0.4811252243246882,0.49497474683058323,0.972019739199674,10.0,3,-1,9,2.0,0.0,0001-03-10,0000-02-09
11,0,0,0,1,0.47140452079103173,0.5983211225424633,0.787878787878788,22.0,1,-10,22,2.0,-9.0,0010-01-22,0009-02-22
10,1,0,0,1,0.47140452079103173,0.7272727272727273,0.6481812160876687,1.0,5,-81,1,6.0,-82.0,0081-05-01,0082-06-01
