bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
2,0,0,0,0,1.0,1.0,1.0,3,2.0,3B,2B
3,0,1,0,0,1.0,1.0,1.0,-1,0.0,-1B,0B
4,0,0,0,0,1.0,1.0,1.0,-1,-2.0,-1B,-2B
5,0,1,0,0,1.0,1.0,1.0,-10,-9.0,-10B,-9B
6,0,0,0,0,1.0,1.0,1.0,120,119.0,120B,119B
8,0,0,0,1,0.33333333333333337,1.0,0.33333333333333337,-121,-123.0,-121B,-123B
4,2,2,0,1,0.09090909090909091,0.09090909090909091,1.0,1,-10.0,1B,-10B
7,0,1,0,1,0.058823529411764705,1.0,0.058823529411764705,-108,-91.0,-108B,-91B
7,0,2,0,1,0.01694915254237288,1.0,0.01694915254237288,991,1050.0,991B,1.1 kB
6,2,2,0,1,0.010869565217391304,0.01098901098901099,0.9891304347826085,-101,-9.0,-101B,-9B
5,4,3,0,1,0.009900990099009901,0.009900990099009901,1.0,-101,0.0,-101B,0B
10,0,0,0,1,0.009768009768009768,1.0,0.009768009768009768,-2792,-2883.0,-2792B,-2883B
9,0,1,0,1,0.007462686567164179,1.0,0.007462686567164179,-1075,-941.0,-1075B,-941B
12,0,0,0,1,0.0012590494176896443,1.0,0.0012590494176896443,162892,162539.0,162.9 kB,162.5 kB
6,2,3,0,1,0.0011013215859030838,0.0011098779134295228,0.9922907488986785,95,1003.0,95B,1.0 kB
8,2,2,0,1,0.0010893246187363835,0.0011098779134295228,0.9814814814814815,-94,-1012.0,-94B,-1012B
5,4,4,0,1,0.0010050251256281408,0.0010090817356205853,0.9959798994974876,8,1003.0,8B,1.0 kB
7,4,3,0,1,0.0010030090270812437,0.0010090817356205853,0.9939819458375125,-8,-1005.0,-8B,-1005B
6,8,4,0,1,0.000998003992015968,0.000999000999000999,0.9990019960079839,0,-1002.0,0B,-1002B
8,0,1,0,1,0.0008944543828264759,0.7777777777777778,0.0011500127779197546,1003,-115.0,1.0 kB,-115B
9,0,0,0,1,0.0004950495049504951,0.00980392156862745,0.0504950495049505,-1002,1018.0,-1002B,1.0 kB
11,0,1,0,1,0.00043159257660768235,1.0,0.00043159257660768235,-10319,-8002.0,-10319B,-8002B
7,0,3,0,1,0.00010933741526350318,0.00011168192986374804,0.9790072162694075,819,9965.0,819B,10.0 kB
8,2,3,0,1,0.00010641694157709908,0.00011108642523883582,0.9579653080770458,10235,838.0,10.2 kB,838B
10,2,2,0,1,0.00010611205432937182,0.000111000111000111,0.9559634974533107,-10274,-850.0,-10274B,-850B
7,4,4,0,1,0.00010095911155981827,0.000100999899000101,0.9995961635537607,98,10003.0,98B,10.0 kB
6,2,4,0,1,0.00010090817356205853,0.00010150223304912708,0.9941473259334006,9985,75.0,10.0 kB,75B
5,4,5,0,1,0.00010050251256281407,0.00010058338362502515,0.9991959798994975,9952,2.0,10.0 kB,2B
6,8,5,0,1,0.00010003000900270081,0.00010009008107296567,0.9993998199459838,3,10000.0,3B,10.0 kB
7,12,5,0,1,9.995002498750625e-5,9.999000099990002e-5,0.9996001999000499,1,-10004.0,1B,-10004B
