bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
12,3,9,0,1,2.849538324848737,-0.5,2376443,0.0005502669869047235,0.000994004355935433,0.5535860920718811,-1292,1276,1,-1,out,in
9,3,6,1,1,2.8509641736859437,-0.5,2560720,0.0005364999615203255,0.0009814809907411088,0.5466228756149606,0,0,39,-1829,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
13,2,9,0,1,2.1539943603176437,-0.5,1968394,0.000463486737860354,0.0010630480678150225,0.43599791194108434,20,-7,-1525,1499,in,out
11,4,9,0,1,2.1524496433354923,4.0,1739975,0.0004210181491554932,0.0009933420869231155,0.42384003929562675,1076,-2113,1,5,out,in
12,1,9,0,1,2.002635601381005,-0.5,450281,0.0002515437286422878,0.00717865656116727,0.035040501868135905,15,40,1978,3497,in,out
14,3,9,0,1,10.620408624664709,0.5,8999502,0.00016446214400551773,0.0007028807630542663,0.2339829920666364,-2746,-5462,6,-40,out,in
11,4,6,1,1,10.825402811781057,0.0,24258884,0.00015862830655845423,0.0009746050491406486,0.1627616301581073,1234,-6063,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
12,4,9,0,1,2.116553168099627,-0.5,836482,9.890169042001214e-5,0.00010071502596676892,0.9819953822247428,0,30,-32,-10081,in,out
10,5,9,0,1,2.1282970087412605,0.0,1030281,9.492168789556205e-5,0.00010008006204643336,0.9484575244519932,-10496,2,39,0,out,in
11,5,9,0,1,2.152557060195727,0.0,1832424,9.127840628887302e-5,0.00010070493249919768,0.9063945928328807,1,1,105,-10954,in,out
9,6,9,0,1,2.1423286056138346,0.0,1164159,8.907891509102362e-5,9.999000050004999e-5,0.8908782342788275,1,6,-11225,1,in,out
12,6,9,0,1,2.1518555214942374,0.0,1525432,8.779715173799276e-5,9.994623489140805e-5,0.8784438136502559,1,1,1565,-11281,in,out
13,4,9,0,1,2.12760657120079,0.0,947665,8.623585573078525e-5,0.0006997592227862846,0.12323646894915279,31,0,-10789,4171,in,out
9,6,6,1,1,2.0023461372760343,0.0,390871,8.509463037333451e-5,9.814814765740742e-5,0.8670018987048328,0,0,-11534,2,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
13,3,9,0,1,2.151952112048331,0.0,1644454,8.189681865229937e-5,0.00010048182762992813,0.8150410933400132,137,-12211,28,-1,out,in
11,5,6,1,1,2.1552124832066557,1.0,2092985,7.227639878095053e-5,9.81419928753783e-5,0.736447229808425,0,0,123,-13579,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
15,4,9,0,1,2.152028624245648,-0.5,1706653,6.94061517556159e-5,9.878675559634584e-5,0.7025855980048328,7,-10,-13867,-3896,in,out
12,5,9,0,1,2.1422395266987437,-0.5,1161740,6.672914535069119e-5,0.0007007992407457679,0.09521863248550354,0,2,-3405,14596,in,out
10,5,6,1,1,2.856426777581824,0.0,2747837,6.387356696566526e-5,9.814809907411088e-5,0.6507876114588304,0,0,-15366,11,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
12,5,6,1,1,10.8252441834745,0.0,18578691,4.977777246550269e-5,0.0006790726136639672,0.07330257687307468,19058,-5056,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
13,6,9,0,1,2.1517620210797337,0.0,1490276,4.893976225772535e-5,9.92344417927861e-5,0.4931731501036473,1,0,16739,-11720,in,out
13,6,6,1,1,2.00226103790149,0.0,376052,4.316146920536328e-5,9.757212004615945e-5,0.44235452898783423,0,0,17934,-13981,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
14,5,9,0,1,2.0023840547101086,0.0,434650,3.7819879490890575e-5,9.940883870154552e-5,0.3804478553907761,-5629,-25821,0,14,out,in
14,4,9,0,1,2.857454789138744,0.0,2961586,2.823654365358245e-5,0.00010035540576004061,0.28136544752854403,-67,0,-35396,2468,in,out
15,2,9,0,1,2.153523330043043,0.0,1903955,2.360942674723889e-5,0.000689603023669396,0.03423625758137269,11,-43,37345,19962,in,out
14,8,9,0,1,2.8509797723124897,0.0,2561188,1.5598626546075986e-5,6.995443798215358e-5,0.22298265837051578,-63237,-10520,1,7,out,in
12,6,6,1,1,2.152464703718957,0.0,1745841,1.5060378669203193e-5,9.81415454070819e-5,0.15345569103007456,0,0,-65159,1185,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
12,7,9,0,1,2.1423464008461353,0.0,1254093,9.26346113269311e-6,9.99970000100045e-6,0.9263739043937639,1,75,-107950,25,in,out
10,9,9,0,1,2.151864617776839,0.0,1576759,9.095291364273154e-6,9.99959999800152e-6,0.9095655192298594,-109947,4,0,1,out,in
15,7,9,0,1,2.8495473647124343,0.0,2382874,9.039862948759059e-6,9.989345960502388e-6,0.9049504326411799,-107902,24401,5,47,out,in
15,5,9,0,1,2.151713080953585,0.0,1462410,9.002654072478338e-6,9.996628580736922e-6,0.9005690268243105,-111037,2475,14,10,out,in
16,4,9,0,1,2.116454033420854,0.0,809028,8.782887536446817e-6,9.997648475710112e-6,0.8784953339563168,7469,-113647,-8,-35,out,in
11,8,9,0,1,2.142337137384969,0.0,1250095,8.333541491016664e-6,9.99980000349995e-6,0.8333708162263153,26,-119997,1,0,out,in
13,8,9,0,1,2.1421727975533926,0.0,1158579,8.275336291117743e-6,9.998312288851503e-6,0.8276733164601247,6376,-120667,6,6,out,in
12,8,9,0,1,2.128202086020738,0.0,1014764,8.059185875166413e-6,1.0004101681689493e-5,0.8055881608957595,2,-124081,-53,1,out,in
16,5,9,0,1,2.8504201563803564,0.0,2427230,7.60925727367898e-6,6.649081013147357e-5,0.11444073637594501,28,53,-24645,129135,in,out
10,9,6,1,1,0.012123601559915159,0.0,156189,7.427250779088123e-6,9.814716667648138e-6,0.7567463260116591,0,0,1,-132146,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
14,7,9,0,1,2.1535301945349676,0.0,1925632,6.864376039695411e-6,9.998293526407227e-6,0.6865547627267997,1,19,2068,-145646,in,out
16,3,9,0,1,2.151958613879468,0.0,1657063,6.501822852340912e-6,9.832852861829407e-5,0.0661234632888755,14643,153053,-4,-51,out,in
17,10,9,0,1,2.85042619396855,0.0,2428762,6.037587525271052e-6,6.911655206765096e-6,0.8735371404756258,20,0,-111277,-122662,in,out
14,9,6,1,1,2.1517677240156936,0.0,1505414,5.693210308523994e-6,9.787877278836126e-6,0.581659347204338,33139,-169180,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
16,6,9,0,1,2.8564344249645996,0.0,2792469,5.533108446027012e-6,6.645769996507104e-5,0.08325759767393565,-179105,24169,0,-14,out,in
11,8,6,1,1,2.151869980617655,0.0,1580951,5.362817903717873e-6,9.814716165144735e-6,0.5464058066969876,0,0,-1,-183016,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
15,6,9,0,1,2.848987961502625,0.0,2334947,5.052056060973287e-6,7.029587341392868e-5,0.07186845849719899,1,-1,-11183,197622,in,out
14,6,9,0,1,2.8489828326483124,0.0,2311397,4.510250070372845e-6,1.0003000738124198e-5,0.45088970684397095,269,-221714,-26,3,out,in
14,8,6,1,1,2.106013437961179,0.0,573462,4.338427918427658e-6,6.524824104271546e-5,0.06649110917162442,187227,126988,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
15,10,9,0,1,2.142350066907764,0.0,1261667,3.6660486927089536e-6,9.93790765129651e-6,0.36889542762360816,4,3,207069,-177562,in,out
18,8,9,0,1,2.116445063802204,0.0,639524,3.2716992201381097e-6,6.834065715200068e-6,0.4787339420604811,-264324,-153406,30,21,out,in
17,2,9,0,1,2.128194026368654,0.0,983665,2.792191873172918e-6,9.890849831230076e-5,0.028230050206167846,357454,21501,-39,-43,out,in
17,4,9,0,1,2.8564376052304232,0.0,2927299,2.353775844756478e-6,6.81049247473925e-5,0.034561022620417714,20,-13,424667,-13122,in,out
17,6,9,0,1,2.8495489836033805,0.0,2414309,1.6164791545856935e-6,9.896727124652005e-6,0.16333472007722283,-5,-2,-616776,-47905,in,out
16,8,9,0,1,2.8563628184516934,0.0,2700659,1.4095039591405152e-6,9.931305216993073e-6,0.14192534901945894,209791,-677742,-1,0,out,in
18,5,9,0,1,2.8564280115251206,0.0,2771483,1.2336523824651407e-6,9.886450821950143e-6,0.12478212906558492,-40,-2,292186,-756096,in,out
15,10,6,1,1,2.8509815926683415,0.0,2588282,1.0625162175789037e-6,9.643680030969169e-6,0.11017746484400137,-13260,-923638,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
14,9,9,0,1,2.8504272055757625,0.0,2503736,1.0042073988541864e-6,9.994925939527854e-6,0.10047171984364135,4,0,-2532,-995807,in,out
