bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
75,0,6,1,1,4.4628963428862695e-18,0.0,6456694,2.0591875099820103e-18,4.0138306484371546e-18,0.5130230172475727,-117555661114590186,3410203788624878648,296266238222226752,3236042978902601907,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
74,0,6,1,1,1.7004708399444613e-18,0.0,5138702,1.1999592671847222e-18,6.446005604858075e-18,0.18615547995806347,657364638208943142,7485716996707028475,-83029750100734940,7698871001841576060,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
72,0,6,1,1,1.1015194550057516e-17,0.0,27644567,1.1645813981717161e-18,3.313782241569347e-17,0.035143570496659775,1237952319722036040,-4277513941784085,542925210883872716,379349535910465304,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
73,0,6,1,1,8.718687367681808e-18,0.0,23923665,1.0830931505053432e-18,3.6989612946404825e-17,0.029281007943355992,-150635163362724770,825683528654451721,489333772129448945,260818320254822337,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
74,1,6,1,1,5.654634033340441e-18,0.0,8208107,8.564068962332128e-19,1.2426549958118397e-17,0.06891751122552829,-973151815530293030,3084189459680478764,57059458477143282,2761577611763911622,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
76,0,6,1,1,6.430395556002603e-18,0.0,10555479,7.757615226621627e-19,3.11038824453908e-18,0.2494098683738823,6812919584367654788,154472767096996570,6739152105592719528,-1035010732138359438,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
75,1,6,1,1,2.4037088329042592e-18,0.0,6450780,5.79922908211016e-19,3.640303453644913e-18,0.15930619949563787,3223249292185622923,-1112120438269263546,4327248501242097988,37985193903537173,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
74,3,6,1,1,9.626670721740565e-18,0.0,26534863,4.970036116793165e-19,5.976124323402477e-17,0.008316487154275765,2323012832525637,3348101135324927937,-1779613188881158393,3882014758992352862,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
77,0,6,1,1,6.964367426537194e-18,0.0,18268956,4.560772964272153e-19,3.3469291946321533e-18,0.1362673871794712,5885418741801959504,-1003256324734004779,6142452833458730707,1007512797700748590,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
73,1,6,1,1,9.129667110061249e-18,0.0,25185754,4.109797423794415e-19,8.646351040763238e-19,0.47532160149625746,-2187853864484759658,281066347673348085,58614765014434922,162954193828328687,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
73,2,6,1,1,7.635594217176465e-18,0.0,23073819,3.768596866921369e-19,1.1115407973501997e-17,0.033904260427555344,-830277627296498586,5580920294660880522,4895536954392192,7887624843782711984,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
76,1,6,1,1,4.798227137107228e-18,0.0,7609058,3.3533079422095825e-19,6.159504966117929e-18,0.05444119228177242,-1368229111041854003,-1199930253005744183,543567266127893565,786633085669226857,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
72,2,6,1,1,1.1503619048287582e-17,0.0,27947156,2.774460343025707e-19,8.254482109309526e-17,0.0033611561649599187,-50743304047837343,8316275492496315195,1611002789226060,4984405241290245248,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
78,0,6,1,1,7.258734530484329e-18,0.0,22455805,2.3089920674470636e-19,6.731507959085543e-19,0.343012603042474,-1220406668354589179,-1295823903785774114,1991890935285121700,1094455019863137540,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
72,4,6,1,1,9.8506131518858e-18,0.0,26669289,2.2394243014523586e-19,1.343024761980524e-17,0.01667448259218942,3255551422264589217,-190720147781593178,7379521370947942812,903614384173059,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
76,2,6,1,1,1.1226173013985011e-17,0.0,27690826,2.1097846392749645e-19,6.2622431491369054e-18,0.033690557664879967,-2701416606086307728,-1093298591439865485,40779016779321116,2324763129141443524,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
72,1,6,1,1,1.5678751093488783e-19,0.0,1542012,1.5678751093488783e-19,6.659686442881e-17,0.002354277671773704,5900275192187849678,-741109841104103322,59791066963029860,71152370473969808,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
72,3,6,1,1,3.0418181974768683e-19,0.0,2487197,1.4739430881279897e-19,3.4323909773564436e-17,0.004294216765664587,41499847744042660,7428123666920130,-4785971550808617481,4012370489646161325,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
75,2,6,1,1,1.823785924693243e-18,0.0,6405151,1.2331508474878172e-19,3.4991885505338714e-17,0.0035241051737542844,37243069542541659,796192468337877288,-6414706408248185351,-3022397096055268256,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
75,3,6,1,1,4.0265524597678335e-19,0.0,4755516,9.847342622909653e-20,7.672932394771704e-18,0.012833871219326238,7110422165501868830,4086549247870432,-2056915584072744609,-2022205772371948418,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
73,8,6,1,1,5.005115727597391e-19,0.0,5009619,9.785632678295577e-20,6.025645537690706e-18,0.0162399739863322,-6882586442305849406,-1350860701991963966,88492892528701,5121384747439876851,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
73,4,6,1,1,6.508290130109978e-18,0.0,11799893,7.78945741073754e-20,3.2153798715281986e-16,0.00024225620990266957,899550471407744,-7165022341441761164,3553753330412559908,4159714308089142804,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
74,5,6,1,1,7.027835323739623e-18,0.0,19577039,6.346789720242837e-20,7.052278110056474e-18,0.008999630504067022,-8216880946225556472,-2444710529770338710,6143343617082861009,184498813597688,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
78,0,0,2,2,0.0,0.0,2100,0.0,0.0,1.0,-1857750406941181260,4058682931992294714,3450498117679310086,-5097204440474231650,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
76,0,1,0,2,0.0,0.0,1100234,0.0,0.0,1.0,3398977430679237940,8961786979139540556,1703648456942649389,1699676417051048349,Underweight,Underweight
80,0,0,2,2,0.0,0.0,1175974,0.0,0.0,1.0,-7044001197852621879,-7287079077621682055,-3618187737812541633,-3495653261594487240,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
79,0,0,2,2,0.0,0.0,1206576,0.0,0.0,1.0,-5661583470618374420,8664311721674085477,-4516968380144740247,-1425450120156849034,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
77,0,0,2,2,0.0,0.0,1207833,0.0,0.0,1.0,706855743730555913,-4755285235159787894,2210902333948813339,-1375038108424532027,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
75,0,0,2,2,0.0,0.0,1225717,0.0,0.0,1.0,-484417313201206273,6512211079630423606,-85228274390674631,6644823065213990570,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
75,1,0,2,2,0.0,0.0,1229086,0.0,0.0,1.0,-8294746034790110415,61737611713552323,-888430435985646872,5444191284381763107,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
78,1,0,2,2,0.0,0.0,1249690,0.0,0.0,1.0,-8741073947863241667,-7215707824639574967,754764868741277386,-5840861840864192108,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
73,2,1,0,2,0.0,0.0,1256276,0.0,0.0,1.0,3441846330447225,1615663475245078237,6651799030866214327,3691486474958240448,Underweight,Underweight
75,0,1,0,2,0.0,0.0,1261689,0.0,0.0,1.0,640730767061069280,4737614061934148956,4474050103965859046,3167332802442600893,Underweight,Underweight
76,0,0,2,2,0.0,0.0,1266662,0.0,0.0,1.0,4988313118534448896,-672085336216390215,-4436177203988769716,-45446964347593278,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
77,2,0,2,2,0.0,0.0,1328928,0.0,0.0,1.0,97227244746609196,-2033061852115210641,-4909436472572089523,-2312927486126971159,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
76,2,0,2,2,0.0,0.0,1331351,0.0,0.0,1.0,-3498477269161889506,4783705008303101272,36013829929541831,-5101836282554434669,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
74,3,0,2,2,0.0,0.0,1360210,0.0,0.0,1.0,-221367320676970,9040603550966096316,-8661194220812907044,6831052739126835880,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
73,0,1,0,2,0.0,0.0,1450396,0.0,0.0,1.0,33181968807179213,4723253701437793792,346135685500778169,7954605838255443310,Underweight,Underweight
74,0,1,0,2,0.0,0.0,1503115,0.0,0.0,1.0,707381832833775431,3935537048632110421,271309362908681081,3421478654245044392,Underweight,Underweight
76,1,0,2,2,1.5678751093488783e-19,0.0,1555874,0.0,0.0,1.0,-3258385117946608209,107059172116205969,-6885208549925437249,541690423971684054,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
74,1,1,0,2,1.5678751093488783e-19,0.0,1566942,0.0,0.0,1.0,2447007643693827827,50983628447538328,1262941991964733506,4017246192473258252,Underweight,Underweight
75,3,0,2,2,1.5678751093488783e-19,0.0,1590769,0.0,0.0,1.0,-5681139754816530595,1995989807944597,2319655242722749577,-6422474838436961007,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
74,1,0,2,2,1.5678751093488783e-19,0.0,1932722,0.0,0.0,1.0,-690525291488578218,8711890249410721307,5332750050657157816,-5486424817793178,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
72,1,1,0,2,1.5678751093488783e-19,0.0,2012451,0.0,0.0,1.0,76379411213118620,2365273465729203574,5237644964152669344,91441721316794558,Underweight,Underweight
75,2,0,2,2,1.5678751093488783e-19,0.0,2067338,0.0,0.0,1.0,-4148460233095498628,98734144424372400,-5088797960266622143,991032316769110634,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
72,2,1,0,2,3.0418181974768683e-19,0.0,2593241,0.0,0.0,1.0,7958072840074272,673380716044041347,3530583001440100307,8442384887394528034,Underweight,Underweight
71,2,1,0,2,3.0418181974768683e-19,0.0,3267563,0.0,0.0,1.0,5531171537018110,23697294295576115,2132703344767473229,9125645466948094588,Underweight,Underweight
76,4,0,2,2,3.0418181974768683e-19,0.0,3681756,0.0,0.0,1.0,-6703320896459956635,-1172447226709988798,9169364753071755,-2260272214170152028,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
74,0,0,2,2,1.7004708399444613e-18,0.0,5723515,0.0,0.0,1.0,-99063081167066306,3847854038783872469,-62273147591633736,4133716396248956054,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
72,0,1,0,2,1.7004708399444613e-18,0.0,6303393,0.0,0.0,1.0,525577406960871973,35741600800788726,938047881150746478,4400015617165980642,Underweight,Underweight
73,2,0,2,2,4.4628963428862695e-18,0.0,7322969,0.0,0.0,1.0,-990454941653961,6096932754460267963,224479300433795035,-7764113525822656274,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
74,5,0,2,2,6.430395556002603e-18,0.0,11155368,0.0,0.0,1.0,-8613795535981620068,5603206401594491738,-1000032905886704753,895317653749849,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
73,0,0,2,2,6.508290130109978e-18,0.0,14177694,0.0,0.0,1.0,-2943158651473297,486208059657514160,3911717475632269372,-227095662652158575,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
73,5,0,2,2,7.635594217176465e-18,0.0,23109903,0.0,0.0,1.0,352291325171561,-2545033591766726700,-2629623856207100377,940988991900594331,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
75,6,0,2,2,7.635594217176465e-18,0.0,23760528,0.0,0.0,1.0,-8150147669308843920,-1570340761775495514,572215197533200,-7213600077804089934,"DomainError(""Height or Weight cannot be negative."", """")","DomainError(""Height or Weight cannot be negative."", """")"
71,3,1,0,2,9.129667110061249e-18,0.0,25716240,0.0,0.0,1.0,292653216279946628,109980561403586,4701263563852940320,4835440730663784701,Underweight,Underweight
