bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
48,0,0,0,1,20.095323382108383,1.0,29941512,1.8498779087979706e-8,0.75,2.466503878397294e-8,-10380238023676641341293,-10380238023676611309281,-10380238023676641341293B,-10380238023676611309281B
25,0,2,0,1,16.469710028198328,-2.5,25495479,1.7444149198342785e-8,1.9924900658430298e-8,0.8754949144984622,1000001283969,999943958158,1.0 TB,999.9 GB
15,0,0,0,1,4.115095400434769,-21.5,2491305,1.1464038543473268e-8,9.977251865746098e-6,0.0011490176551352388,79745631,9962195,79.7 MB,10.0 MB
12,18,4,0,1,4.916407118347788,-22.0,2918694,9.993105157165762e-9,1.0000039800158405e-8,0.9993065384607236,100069667,671,100.1 MB,671B
13,12,2,0,1,4.11542496575531,-16.0,2826904,9.960452223655023e-9,1.0000666644438517e-8,0.9959788259909794,1958,100399006,2.0 kB,100.4 MB
10,32,6,0,1,4.115203624831343,-30.0,2580042,9.903911360627173e-9,9.999999200000064e-9,0.9903912152940081,0,100970209,0B,101.0 MB
11,40,9,0,1,4.113885426861939,-26.0,2218882,9.898988249158524e-9,9.9999840000256e-9,0.9899004087539723,-101020421,4,-101020421B,4B
11,24,5,0,1,4.115105102366506,-24.5,2542979,9.860814893601265e-9,1.0000002900000842e-8,0.9860812033964945,101411524,27,101.4 MB,27B
13,24,7,0,1,4.113783975452013,-24.0,1865454,9.857642725531356e-9,9.999935600414733e-9,0.985770620875051,-101443153,978,-101443153B,978B
12,32,8,0,1,9.250260605785396,-13.0,14323163,9.83044362363954e-9,9.99998610001932e-9,0.9830457287956177,-101724811,-2,-101724811B,-2B
14,8,2,0,1,8.916927262394367,-10.5,11922325,9.800251662622495e-9,9.131287168415243e-8,0.10732607004761797,102036451,-1745,102.0 MB,-1745B
13,12,3,0,1,3.1025429026923286,-27.5,1016226,9.758893364913764e-9,9.265847382341807e-8,0.10532111054960358,102470508,-127,102.5 MB,-127B
17,4,5,0,1,4.916417223002406,-17.0,4558424,9.757955190045106e-9,9.899866317155186e-9,0.9856653491508095,1037334,-101443153,1.0 MB,-101443153B
14,8,1,0,1,2.0000011772499184,-31.0,85183,9.741236995071139e-9,1.0008317211852566e-8,0.9733141734891124,102686138,29771,102.7 MB,29.8 kB
15,12,4,0,1,3.1025428918443723,-25.0,836450,9.688880832046206e-9,9.99861419207298e-9,0.9690223710929528,-103196675,14420,-103196675B,14.4 kB
14,18,5,0,1,4.113884711293249,-23.0,2023988,9.618359370472608e-9,9.99984850229519e-9,0.9618505088617071,5222,-103962613,5.2 kB,-103962613B
15,4,0,0,1,4.113884720751232,-23.5,2028586,9.457983221651261e-9,1.0095339477444432e-8,0.9368662879324477,106512674,781888,106.5 MB,781.9 kB
16,8,4,0,1,6.583591820139254,-11.0,8751789,9.323201487073013e-9,1.0007647043258695e-8,0.931607744235271,-107290630,-31337,-107290630B,-31337B
18,2,2,0,1,3.0910149883089253,-26.5,234300,9.124838725319159e-9,1.1101866586804278e-8,0.8219193280673159,-2166871,-111757849,-2166871B,-111757849B
16,2,0,0,1,4.113783870964507,-21.0,1787194,8.947190011729274e-9,9.986282243533348e-9,0.8959480408760786,-108905,103060573,-108905B,103.1 MB
16,8,3,0,1,4.113885416039733,-22.5,2169797,8.827680031132756e-9,9.987232521688924e-9,0.8838965160730955,982202,-112297844,982.2 kB,-112297844B
14,18,6,0,1,3.092006298811217,-24.0,524917,8.812016615727043e-9,1.0000061800381926e-8,0.8811962157464358,-579,-113481981,-579B,-113481981B
18,2,4,0,1,16.594710043079395,-2.5,26936107,8.551338520923034e-9,9.011650559227438e-9,0.9489203409210015,15215946,-101724811,15.2 MB,-101724811B
15,4,1,0,1,3.10244400929565,-21.0,757868,8.486062444368027e-9,9.998358769408002e-9,0.8487455431518269,-16335,117823948,-16335B,117.8 MB
15,12,5,0,1,3.0910149791840866,-28.5,231735,8.113181567593465e-9,1.0000745355551348e-8,0.8112576892171233,-104294957,-1242,-104294957B,-1242B
17,4,3,0,1,9.250260613545228,-18.0,14572364,7.75982202382599e-9,1.0097708864190925e-8,0.7684735347583962,-129384531,-515596,-129384531B,-515596B
13,12,1,0,1,16.594710033720403,-3.0,25887526,5.5116886988522315e-9,9.071657833428495e-9,0.607572375419849,181442573,9975,181.4 MB,10.0 kB
31,0,1,0,1,17.477751136415986,-1.0,28172985,5.136161181473458e-9,1.0,5.136161181473458e-9,-99999890664053,-100000067662180,-99999890664053B,-100000067662180B
19,0,3,0,1,20.06951279767627,0.0,29771649,3.5195469672931353e-9,4.730219051714066e-9,0.7440558098504496,-151719445,132408032,-151719445B,132.4 MB
52,0,0,0,1,20.069512800238734,1.0,29877618,2.394719544550244e-9,0.7142857142857143,3.3526073623703414e-9,-9985423046204770486744072,-9985423046204770284686604,-9985423046204770486744072B,-9985423046204770284686604B
35,0,1,0,1,18.779838014665845,0.5,29295547,1.559987941667608e-9,1.0,1.559987941667608e-9,-9999999607690620,-10000000248721216,-9999999607690620B,-10000000248721216B
62,0,0,0,1,18.77983801310586,1.0,29264440,1.0982170448473338e-9,0.6666666666666667,1.6473255672710005e-9,-100095381226805133931026323291,-100095381226805133930636080369,-100095381226805133931026323291B,-100095381226805133930636080369B
18,2,1,0,1,17.48433031209533,-0.5,28579209,1.0427168008769532e-9,1.110821949346737e-9,0.9386894105668009,77450059,1036483230,77.5 MB,1.0 GB
20,2,2,0,1,14.368873419063704,-10.0,21870431,1.030878058874209e-9,1.1106746628637581e-9,0.9281548353828456,-89827920,-1008819660,-89827920B,-1008819660B
13,24,2,0,1,4.113783871973377,-23.5,1800144,9.99594947134307e-10,9.999988070014233e-10,0.9995961396510789,105,1000405322,105B,1.0 GB
11,40,4,0,1,4.916407120312114,-23.5,2930604,9.993647517967908e-10,9.999998340000276e-10,0.9993649176913395,1000635659,7,1.0 GB,7B
17,4,2,0,1,12.368863325770073,-8.5,18817788,9.974255628334307e-10,9.998118164197252e-10,0.9976132972754417,1002193038,-388044,1.0 GB,-388044B
15,12,0,0,1,4.9154690220507335,-25.0,2900589,9.962647642951142e-10,9.99973917680305e-10,0.9962907498689614,1003745928,-3312,1.0 GB,-3312B
14,18,0,0,1,4.115094398632456,-19.0,2367015,9.957436935817847e-10,1.0000010190010384e-9,0.9957426789189608,1004276976,2476,1.0 GB,2.5 kB
12,32,3,0,1,3.1025634057980493,-24.0,1178241,9.954112526709012e-10,9.999993100004761e-10,0.9954119395046656,1004609911,10,1.0 GB,10B
