bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
17,7,9,0,1,1.0939672371855473,-4.0,608874,1.752464154147118e-6,9.875072997200001e-6,0.1774634126394828,-167421,545519,-20,1,out,in
12,6,9,0,1,77.75900621489043,0.0,31652521,1.6024810391922179e-6,9.994623489140805e-5,0.016033430783393886,9762,623957,1,1,out,in
16,8,9,0,1,77.75898765881283,0.0,31652521,1.5266963514827731e-6,9.931305216993073e-6,0.15372565016635498,120112,-643901,-1,1,out,in
16,12,9,0,1,77.75900461240938,0.0,31652521,1.474523662021599e-6,6.748618450040081e-6,0.21849266971269382,-159537,-659152,1,1,out,in
16,5,9,0,1,77.75901118665823,0.0,31652521,1.1848669731367353e-6,6.649081013147357e-5,0.01782001107813057,277542,797035,-1,-1,out,in
15,10,9,0,1,77.75900313788573,0.0,31652521,1.1238392650375007e-6,9.93790765129651e-6,0.11308610468833279,-454170,765170,1,0,out,in
17,10,9,0,1,3.0644054184272305,0.0,24891512,1.1180811667048873e-6,6.911655206765096e-6,0.1617674975468271,-225171,-865574,27,0,out,in
15,10,9,0,1,77.75900034237984,0.0,31652521,1.1120560443656225e-6,9.93790765129651e-6,0.11190042042909731,-342400,831497,1,1,out,in
18,8,9,0,1,77.75898613211648,0.0,31652521,1.0987431657372392e-6,6.834065715200068e-6,0.16077445133333393,-207899,-886069,-1,-1,out,in
16,12,6,1,1,2.4989446363757346,-2.0,5791880,1.0207170402462452e-6,6.529245192436695e-6,0.15633002133671084,-183825,-943826,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
13,10,9,0,1,1.1703892028872247,-3.0,1966445,9.595225378446892e-7,9.999930000489996e-7,0.9595292545024542,-1042184,-92,1,0,out,in
11,12,9,0,1,1.1274031507770577,-3.5,1684923,9.104864364835557e-7,9.99998999999e-7,0.9104873469718131,0,8,0,-1098306,in,out
17,14,9,0,1,3.091823396974407,-0.5,26492894,8.995333348560075e-7,9.897971312522616e-7,0.9088057607501296,-1101555,-149744,1,1,out,in
12,8,6,1,1,1.1126914460765642,-1.5,954546,8.821249346795549e-7,9.814390331493166e-6,0.08988076741241124,653,1112633,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
18,12,9,0,1,77.7590012178566,0.0,31652521,8.754767670185307e-7,9.925205519788954e-7,0.8820741951116258,-158810,-1131140,-1,1,out,in
12,11,9,0,1,1.1136747469974508,-1.5,1263718,8.574851161992583e-7,9.999570018469207e-7,0.8575219880609699,-1166202,3,-1,0,out,in
14,11,9,0,1,2.7178408357358474,0.5,16453330,8.415289548215633e-7,9.999580344053146e-7,0.8415642715666857,2309,-1188308,1,3,out,in
15,10,6,1,1,77.75898849680965,0.0,31652521,8.379968243822352e-7,9.643680030969169e-6,0.08689595897947046,282851,1136556,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
18,9,9,0,1,77.7589992303238,0.0,31652521,8.367003186066333e-7,6.59500081886528e-6,0.12686887258803917,-50185,-1194118,-1,-1,out,in
19,7,9,0,1,2.538195061039672,-0.5,11821412,8.361064291147433e-7,9.997998869034082e-7,0.8362737784501474,124507,-1189502,-16,18,out,in
15,10,9,0,1,77.75900201404646,0.0,31652521,7.96189860876667e-7,9.93790765129651e-6,0.08011644792984116,241972,1232454,1,1,out,in
15,10,6,1,1,77.7590069909836,0.0,31652521,7.760931729313238e-7,9.643680030969169e-6,0.08047686883420252,350224,1215182,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
15,10,9,0,1,77.75900773905278,0.0,31652521,7.480691805957116e-7,9.93790765129651e-6,0.07527431395461978,547985,1219296,1,1,out,in
11,12,6,1,1,1.113658322635914,-1.0,984518,6.921360726966632e-7,9.814206333977947e-7,0.7052389659879129,0,0,3,-1418047,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
17,10,9,0,1,77.75901522180521,0.0,31652521,6.855291476670271e-7,6.911655206765096e-6,0.09918451183676442,539000,-1355495,0,-1,out,in
16,12,6,1,1,77.75900962974347,0.0,31652521,6.819068986102578e-7,6.529245192436695e-6,0.10443885602583293,-912867,1112795,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
17,14,6,1,1,2.7310208053056977,-1.0,20681517,6.676133972573205e-7,9.751962367208743e-7,0.6845939023536329,-435117,-1404268,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
18,9,9,0,1,1.1136896546842734,-2.0,1365941,6.419396793150231e-7,6.59500081886528e-6,0.09733731608929105,-1557671,-18397,0,-74,out,in
12,11,6,1,1,2.1589138858598536,-2.0,2131985,6.349675985606912e-7,9.814785369752044e-7,0.6469500601791893,0,0,-1545719,-3,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
15,10,6,1,1,1.1136716045454191,-4.0,1059885,6.236230621194579e-7,9.643680030969169e-6,0.06466650284090618,0,0,175170,1564059,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
15,8,9,0,1,1.1274022402905766,-1.0,1682707,5.739746937569587e-7,9.999889801216593e-7,0.5739810189579575,593,-1742183,34,54,out,in
18,12,9,0,1,2.717841395900843,-0.5,16640056,5.601365160281155e-7,9.925205519788954e-7,0.5643575993578278,-333734,-1753803,27,0,out,in
15,9,9,0,1,2.269287878230355,-2.0,2474760,5.478662501030618e-7,9.999743128472785e-7,0.5478803235886069,0,-1,4276,-1825259,in,out
15,10,6,1,1,77.75901211582665,0.0,31652521,5.281554970401154e-7,9.643680030969169e-6,0.0547670075473291,1833224,304368,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
17,8,9,0,1,1.1138630058083552,-4.5,1460890,5.221172525091547e-7,9.99945182871206e-7,0.5221458750468365,10280,-1915231,-2,20,out,in
16,12,9,0,1,77.75900870426133,0.0,31652521,5.185933285376018e-7,6.748618450040081e-6,0.07684436931451086,309403,-1903309,1,0,out,in
16,12,9,0,1,77.75900818566801,0.0,31652521,4.466152344617812e-7,6.748618450040081e-6,0.06617876499732012,1441100,1713663,0,1,out,in
15,11,9,0,1,1.1273057206961887,-1.5,1575031,4.3724860230793114e-7,9.998993706104492e-7,0.43729260679600807,82306,-2285541,1,6,out,in
16,10,9,0,1,1.1273064642150183,-1.0,1606966,4.105769325025682e-7,9.99871641193705e-7,0.4106296404330435,36099,-2435330,27,0,out,in
15,10,6,1,1,77.75901158767114,0.0,31652521,4.010129238272453e-7,9.643680030969169e-6,0.0415829768863603,2296724,845780,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
15,11,6,1,1,2.294122033353307,-1.5,2956954,3.720528140885287e-7,9.814011625273475e-7,0.3791037022316154,0,0,-2636218,97396,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
18,12,9,0,1,77.75901000179125,0.0,31652521,3.7204777475831114e-7,9.925205519788954e-7,0.37485145674466824,-1654673,2118128,0,-1,out,in
20,5,9,0,1,2.9343810766414924,0.5,22820980,3.1921510850499597e-7,6.828987550252422e-6,0.046744133907990024,-890997,3003296,-42,-20,out,in
18,16,6,1,1,2.731019947999813,0.5,19980424,3.1866586198737567e-7,6.746623345905943e-7,0.47233385598849514,-1041980,-2898361,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
19,10,9,0,1,1.1136586191367777,-4.5,988311,2.9650086351974497e-7,9.937172301258845e-7,0.2983754880472226,13,-1,2852687,-1799213,in,out
19,6,9,0,1,1.1273060531672896,-0.5,1586713,2.6382157208431247e-7,6.7770217484759124e-6,0.038928836570967684,3025460,2283385,14,-59,out,in
18,3,9,0,1,2.529263523185839,-2.5,8108288,2.534045044674007e-7,6.668215947300973e-5,0.003800184434188408,-7870,3946232,-42,-20,out,in
19,14,9,0,1,77.75901547475294,0.0,31652521,2.5294771714313166e-7,6.943702662686858e-7,0.36428362421448185,-3003914,-2570169,-1,0,out,in
18,16,9,0,1,77.75900894783658,0.0,31652521,2.4357524129668383e-7,6.88076614701143e-7,0.3539943606461288,-1207780,-3923831,1,1,out,in
19,14,9,0,1,2.552169524544586,-1.5,14342911,2.1104112008317978e-7,6.943702662686858e-7,0.3039316778600621,-4396533,-1767218,0,-1,out,in
16,7,9,0,1,2.294125908989632,-1.0,3783883,2.0961565700652378e-7,9.999389845162883e-7,0.2096284475876531,-4770686,167,-50,13,out,in
17,10,9,0,1,77.75901634940078,0.0,31652521,1.9175969675852285e-7,6.911655206765096e-6,0.0277443956652857,2600444,4520227,-1,0,out,in
20,12,9,0,1,2.7310201376850354,0.0,20393181,1.8967576527207398e-7,6.727636419099454e-7,0.2819352198248899,-5173492,-1015053,23,13,out,in
16,12,9,0,1,77.75901681650036,0.0,31652521,1.8888055779251607e-7,6.748618450040081e-6,0.027988033282781648,3151593,4254130,1,0,out,in
19,14,9,0,1,77.75901601817749,0.0,31652521,1.809210759830486e-7,6.943702662686858e-7,0.26055418092030075,-4422741,-3315133,-1,0,out,in
18,16,9,0,1,2.7191961393534543,0.5,16972607,1.7676788296725493e-7,6.88076614701143e-7,0.25690145427196615,-3515581,-4432140,1,1,out,in
