bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
9,0,19,0,1,0.14795908857482157,0.18,0.8219949365267866,100.0,30.0,99.0,24.0,Severely obese,Overweight
8,0,14,0,1,0.1422952349318048,0.15692630606420468,0.9067647005823628,78.0,11.0,75.0,17.0,Underweight,Severely obese
8,0,12,0,1,0.13176156917368245,0.14731391274719738,0.8944271909999159,77.0,14.0,78.0,11.0,Overweight,Underweight
9,0,17,0,1,0.13130643285972254,0.14907119849998599,0.8808303292720551,102.0,23.0,99.0,30.0,Normal,Severely obese
10,0,13,0,1,0.12126781251816648,0.15811388300841897,0.7669649888473704,103.0,27.0,105.0,19.0,Obese,Underweight
5,0,13,0,1,0.09950371902099892,0.09950371902099892,1.0,9.0,0.0,19.0,1.0,Underweight,Obese
6,0,9,1,1,0.09386697595167283,0.09609690621771018,0.9767949837949478,19.0,1.0,9.0,-2.0,Obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,12,0,1,0.09316949906249122,0.09316949906249122,1.0,100.0,23.0,102.0,19.0,Overweight,Underweight
8,0,6,1,1,0.09199400437790466,0.6537402316630345,0.14071950894605836,69.0,0.0,68.0,-10.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
6,1,6,1,1,0.09199400437790466,0.09245283018867925,0.995037190209989,7.0,-10.0,8.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
10,1,6,1,1,0.090657458695953,0.6537402316630345,0.1386750490563073,125.0,0.0,127.0,-10.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
8,0,9,1,1,0.0890909090909091,0.0890909090909091,1.0,19.0,1.0,19.0,-10.0,Obese,"DomainError(""Height or Weight cannot be negative."", """")"
6,1,10,1,1,0.08577070677712283,0.09473684210526316,0.9053574604251854,1.0,-10.0,0.0,1.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
8,0,10,1,1,0.08473520756841309,0.6698906348083082,0.12649110640673517,45.0,-1.0,47.0,10.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
9,0,12,0,1,0.08333333333333333,0.08333333333333333,1.0,99.0,23.0,102.0,19.0,Overweight,Underweight
10,0,6,1,1,0.08108649612461213,0.08404802744425387,0.9647638212377321,116.0,-1.0,119.0,10.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
5,0,17,0,1,0.07669649888473705,0.08333333333333333,0.9203579866168446,9.0,2.0,22.0,1.0,Severely obese,Normal
6,0,7,1,1,0.0719550421436027,0.0789115139065715,0.9118446546190329,22.0,1.0,9.0,-2.0,Normal,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,14,0,1,0.06464997586841148,0.08537714095908289,0.7572281660192284,107.0,19.0,100.0,32.0,Underweight,Severely obese
8,0,7,1,1,0.05988315470897331,0.08727272727272727,0.6861611477069859,77.0,-3.0,78.0,13.0,"DomainError(""Height or Weight cannot be negative."", """")",Normal
12,0,16,0,1,0.056165595630173044,0.15617376188860607,0.3596352866894135,366.0,340.0,377.0,326.0,Obese,Normal
9,0,14,0,1,0.055860547525425956,0.08862732049359294,0.6302858668672515,94.0,16.0,100.0,32.0,Underweight,Severely obese
5,0,20,0,1,0.04613873153329813,0.07857142857142857,0.5872202195147035,9.0,1.0,26.0,2.0,Severely obese,Obese
8,0,8,1,1,0.04481879170587814,0.08199643493761141,0.5465943944999485,41.0,-12.0,50.0,6.0,"DomainError(""Height or Weight cannot be negative."", """")",Overweight
8,1,10,1,1,0.04058080454634815,0.06698906348083082,0.6057825328153827,3.0,5.0,-14.0,-11.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
8,1,6,1,1,0.04050432030675066,0.062190503595885495,0.6512942967940594,6.0,0.0,-14.0,-11.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
11,0,6,1,1,0.03927944366875902,0.08108649612461213,0.4844141200576128,122.0,13.0,127.0,-10.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,0.03632992052434913,0.9473684210526316,0.038348249442368525,26.0,12.0,12.0,-10.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,7,1,1,0.034961137955003024,0.04656684000697593,0.7507732530222295,78.0,13.0,63.0,-10.0,Normal,"DomainError(""Height or Weight cannot be negative."", """")"
5,0,19,0,1,0.03451342449813167,0.045,0.7669649888473704,35.0,3.0,9.0,1.0,Overweight,Severely obese
9,0,9,1,1,0.03122539640598114,0.04645645538771777,0.6721433253006333,79.0,17.0,63.0,-10.0,Obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,7,1,1,0.029739754118821907,0.04794011226613654,0.6203522001309366,127.0,-5.0,118.0,26.0,"DomainError(""Height or Weight cannot be negative."", """")",Normal
5,0,11,0,1,0.028467047115478598,0.08304547985373997,0.3427886402199719,38.0,3.0,3.0,0.0,Normal,Underweight
11,0,7,1,1,0.02308065776804856,0.03090349343902322,0.7468624158491927,125.0,-15.0,118.0,26.0,"DomainError(""Height or Weight cannot be negative."", """")",Normal
6,0,8,1,1,0.021591854248293713,0.044599090423472244,0.4841321659988394,9.0,-2.0,50.0,6.0,"DomainError(""Height or Weight cannot be negative."", """")",Overweight
12,0,19,0,1,0.019306904406306485,0.06478341756738251,0.29802232008252716,339.0,359.0,377.0,332.0,Severely obese,Overweight
10,0,10,1,1,0.01692539086094159,0.0861244019138756,0.19652259388537735,63.0,-10.0,100.0,32.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,0,16,0,1,0.01633428800962003,0.15617376188860607,0.10459047545560678,205.0,111.0,167.0,63.0,Obese,Normal
11,0,19,0,1,0.014866389938225135,0.06902684899626334,0.21537112231546168,167.0,96.0,223.0,119.0,Severely obese,Overweight
12,0,17,0,1,0.01370892405550602,0.04873701788285793,0.28128360435298205,389.0,315.0,328.0,355.0,Normal,Severely obese
6,1,14,0,1,0.009089260395013976,0.01048951048951049,0.8665094909913323,0.0,2.0,105.0,0.0,Severely obese,Underweight
9,2,10,1,1,0.00843648154581865,0.009426668117778845,0.8949590078287908,4.0,1.0,-107.0,-16.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
7,2,10,1,1,0.008159392966645092,0.009473684210526316,0.8612692575903151,1.0,1.0,6.0,-115.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,0,14,0,1,0.00811387978368123,0.02293626354085561,0.3537576976837681,424.0,290.0,328.0,358.0,Underweight,Severely obese
8,2,10,1,1,0.007567091456775656,0.009473210561839146,0.7987884790883998,10.0,9.0,-115.0,2.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
11,0,10,1,1,0.006719770024136764,0.07840476839390854,0.0857061395854954,-16.0,46.0,104.0,120.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
8,2,6,1,1,0.0064301108237955025,0.009243434516796292,0.6956408694313045,-123.0,57.0,9.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
10,1,10,1,1,0.00602357286246468,0.6698906348083082,0.00899187501582008,14.0,-138.0,34.0,18.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
9,0,8,1,1,0.005988502894197534,0.04319608737271859,0.13863530839090998,149.0,55.0,10.0,-3.0,Overweight,"DomainError(""Height or Weight cannot be negative."", """")"
9,1,10,1,1,0.005969163035866392,0.009473684210526316,0.6300783204525635,1.0,-138.0,16.0,20.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
8,1,14,0,1,0.005385354018338597,0.007217954250310398,0.7461053134421027,5.0,154.0,101.0,5.0,Severely obese,Underweight
11,1,10,1,1,0.0028501855925125697,0.09074143754726698,0.03140996737050717,142.0,-137.0,1.0,164.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
9,2,6,1,1,0.0024666632852730305,0.009168136839588425,0.26904738971847236,270.0,-261.0,1.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
14,0,17,0,1,0.0023111705700201587,0.010854187376325186,0.21292893607689248,832.0,1460.0,470.0,1697.0,Normal,Severely obese
10,1,14,0,1,0.002134492559714414,0.010488877198811117,0.2035005767782611,106.0,422.0,254.0,0.0,Severely obese,Underweight
12,0,6,1,1,0.0017917450683648157,0.03342639129910111,0.053602707283959744,691.0,14.0,1206.0,-18.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
14,0,14,0,1,0.0014873921908522582,0.005168698742385569,0.28776917846942746,973.0,1380.0,415.0,1697.0,Underweight,Severely obese
11,2,6,1,1,0.001282186243755655,0.9245283018867925,0.001386854508552035,2734.0,-7.0,3455.0,2.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
14,0,10,1,1,0.0011088587172193908,0.007936736298495286,0.13971217834585453,-600.0,843.0,204.0,1132.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
16,0,13,0,1,0.001051364879424783,0.003969504324011202,0.26486049481421753,1709.0,4541.0,1159.0,3765.0,Underweight,Obese
11,2,10,1,1,0.0009993315535448953,0.9473684210526316,0.0010548499731862782,1.0,3752.0,-1.0,4700.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,1,6,1,1,0.0009711410311731021,0.009245283018867925,0.10504178500443757,76.0,-1.0,1028.0,1.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
12,0,10,1,1,0.0009056115933569331,0.028460925858605195,0.03181947059122535,66.0,866.0,-64.0,-172.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,3,6,1,1,0.0008619303643386831,0.006377877598144327,0.13514376076917275,11.0,0.0,-1059.0,75.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
10,3,10,1,1,0.0008555428971709347,0.006566293101332696,0.13029313251296895,206.0,-1088.0,0.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,1,14,0,1,0.0008479359823417246,0.0013763347517384002,0.6160826654058734,796.0,282.0,4.0,1082.0,Underweight,Severely obese
9,3,10,1,1,0.000838376179108243,0.0009473679473687764,0.8849530759793515,28.0,3.0,-1102.0,0.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
14,0,6,1,1,0.0008149562813622868,0.007765855706324661,0.10494095076973563,4201.0,-98.0,3495.0,790.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
9,1,14,0,1,0.0007928107455024849,0.001049327460209087,0.7555417880177374,1206.0,13.0,2.0,15.0,Underweight,Severely obese
7,2,14,0,1,0.0007691741697377519,0.0009632143840014678,0.7985492975534508,1243.0,0.0,2.0,1.0,Underweight,Severely obese
11,1,6,1,1,0.0007010392365256438,0.08108649612461213,0.008645573184569481,-27.0,1304.0,170.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
13,2,10,1,1,0.000680639075212179,0.02824506918947103,0.024097624638352882,-1254.0,528.0,0.0,1132.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
9,2,14,0,1,0.0006683526809927106,0.0009569985146894596,0.6983842406584999,4.0,1082.0,942.0,5.0,Severely obese,Underweight
8,2,14,0,1,0.000664153966723061,0.0009963934598196827,0.6665579346970553,1437.0,1.0,0.0,27.0,Underweight,Severely obese
15,0,6,1,1,0.0006559206926883714,0.004360788506074972,0.15041332359379841,3495.0,790.0,4072.0,-496.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
12,1,10,1,1,0.0006357774980659902,0.0861244019138756,0.007382083171988441,1456.0,-385.0,22.0,20.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
14,1,6,1,1,0.0005848380295112778,0.007834985609210105,0.07464442931762309,2597.0,83.0,1096.0,-413.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
13,0,10,1,1,0.0005301326590506423,0.04730932131526633,0.011205670348087891,89.0,1239.0,101.0,-548.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,1,6,1,1,0.0005270355970091079,0.08404802744425387,0.006270648021557344,5831.0,62.0,7584.0,-3.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
14,3,10,1,1,0.00047907999283039357,0.09426668117778846,0.005082177359430329,-1546.0,-101.0,0.0,1132.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
8,4,10,1,1,0.0004242577546250312,0.0009473684210526316,0.44782762988197733,6.0,1.0,3.0,-2232.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,2,6,1,1,0.0004033478662913445,0.09245283018867925,0.00436274222723291,3455.0,2.0,1163.0,-23.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
14,1,14,0,1,0.0003950228738652931,0.0010326799377794872,0.38252207621529694,1881.0,1004.0,64.0,2597.0,Underweight,Severely obese
13,0,6,1,1,0.0003699022094956906,0.04484620991237855,0.008248237927316783,3591.0,142.0,1096.0,-6.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
12,2,14,0,1,0.00035323697251079704,0.0012298229622486722,0.2872258718156638,415.0,1981.0,2254.0,1.0,Severely obese,Underweight
15,1,10,1,1,0.0003245051852955819,0.004136625053048581,0.0784468452262625,23.0,6884.0,-1645.0,4488.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
11,4,6,1,1,0.00025663232361535323,0.0009141937050087117,0.2807198542380115,3326.0,-1389.0,2.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
14,1,10,1,1,0.00024430911819440756,0.010831489587947928,0.022555449664674695,39.0,159.0,-172.0,-3713.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,3,14,0,1,0.00023514445658131893,0.0006722751241710562,0.3497741447316856,3592.0,0.0,1.0,1893.0,Underweight,Severely obese
11,4,10,1,1,0.00023291134868604616,0.0009404254970470038,0.24766592294381926,0.0,1172.0,-3895.0,0.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
11,0,14,0,1,0.0002299437720046606,0.025714140061926526,0.008942308451727124,101.0,12.0,59.0,4163.0,Underweight,Severely obese
13,1,10,1,1,0.00021747801819676366,0.0009247355305085527,0.23517861163738668,11.0,180.0,-26.0,-4176.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,3,10,1,1,0.00019447281419229342,0.6698906348083082,0.00029030531864047114,18.0,6.0,-4823.0,-538.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
8,4,6,1,1,0.0001934562823264662,0.0009245283018867925,0.2092486319041369,1.0,0.0,-4778.0,6.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
12,2,10,1,1,0.00018113935843460104,0.09426668117778846,0.0019215629124883409,0.0,695.0,-5213.0,273.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,3,17,0,1,0.00017150107444822887,0.0004693021156707026,0.36543852823490536,1682.0,5583.0,0.0,0.0,Normal,Severely obese
8,2,13,0,1,0.00016084927589754216,0.0010405466720121736,0.15458151010804477,6243.0,0.0,26.0,2.0,Underweight,Obese
9,3,6,1,1,0.00015714263581240761,0.0009245264528357359,0.16997094602368046,1.0,-5883.0,67.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
14,0,12,0,1,0.00015187071931206634,0.004314836442320814,0.03519732934080344,1121.0,3022.0,820.0,295.0,Overweight,Underweight
16,0,14,0,1,0.00013418345309418734,0.003392836440616295,0.03954904854470776,5706.0,10034.0,453.0,5237.0,Underweight,Severely obese
11,2,14,0,1,0.0001298278401223956,0.000691876193036639,0.1876460578193654,2.0,7228.0,1442.0,18.0,Severely obese,Underweight
13,1,9,1,1,0.0001242067916063055,0.0009118062419595516,0.13622059807286932,130.0,45.0,-7757.0,265.0,Obese,"DomainError(""Height or Weight cannot be negative."", """")"
13,2,6,1,1,0.00011395602178313705,0.056793322122384166,0.002006503890326626,6784.0,9.0,14897.0,-12.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
13,2,14,0,1,9.471061476751362e-5,0.000952753580945818,0.09940725142538163,1.0,651.0,10071.0,1066.0,Severely obese,Underweight
12,5,10,1,1,9.371013091969044e-5,0.0006665575156096873,0.14058821440783784,0.0,0.0,-9942.0,-1833.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,6,10,1,1,8.20257369595473e-5,9.466748571132914e-5,0.8664615558679725,0.0,1037.0,-11503.0,0.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
13,1,6,1,1,8.142252758044668e-5,0.000909598782585304,0.08951477194046344,11645.0,-3.0,291.0,123.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
12,3,14,0,1,8.132240829942951e-5,9.524800312470871e-5,0.8537964642991376,1134.0,2.0,54.0,11690.0,Underweight,Severely obese
9,6,10,1,1,8.074392036237466e-5,9.473684163157896e-5,0.8522969414198838,0.0,0.0,-11733.0,1.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
8,4,14,0,1,7.960515813744337e-5,9.551185208795227e-5,0.8334584284276972,1.0,1.0,11992.0,0.0,Severely obese,Underweight
11,5,10,1,1,7.407971824742549e-5,9.473210561839146e-5,0.7819916781522854,1.0,4.0,114.0,-12784.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,3,14,0,1,7.013549533551888e-5,9.572254506285075e-5,0.7326956809335607,2.0,24.0,13612.0,1.0,Severely obese,Underweight
11,2,17,0,1,6.995222645970924e-5,0.00047930334002858427,0.1459456269500177,138.0,14296.0,22.0,1.0,Severely obese,Normal
13,4,10,1,1,6.784930321949088e-5,0.9473684210526316,7.161870895390703e-5,6.0,98.0,13895.0,-1336.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
11,4,14,0,1,6.437152270053372e-5,9.49337829173267e-5,0.6780676037801191,1.0,1.0,7758.0,12639.0,Severely obese,Underweight
14,3,6,1,1,6.179656295176203e-5,0.09245283018867925,0.0006684118033557934,-1984.0,14693.0,855.0,4.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
9,6,6,1,1,5.784447851324719e-5,9.245282279245372e-5,0.6256648176454449,9.0,0.0,-15974.0,1.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
10,5,10,1,1,5.674903674092177e-5,9.473652189636031e-5,0.5990196347191633,1.0,43.0,0.0,-16651.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
16,2,14,0,1,5.202771678592978e-5,0.00035065580563808354,0.148372609120946,99.0,21684.0,11998.0,7719.0,Severely obese,Underweight
15,4,6,1,1,5.062985337929512e-5,9.44058744994569e-5,0.5362998187108196,7179.0,0.0,-10923.0,2401.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
12,6,6,1,1,4.6240287122658715e-5,9.21294553459692e-5,0.5019055735108261,-14121.0,0.0,5873.0,1.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
15,4,10,1,1,4.59422203390026e-5,0.0008860394271594313,0.0518512144389438,2.0,13543.0,-15698.0,174.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,4,10,1,1,4.462193565851292e-5,9.471961180705363e-5,0.4710950014175416,-5.0,-20857.0,5.0,374.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
15,2,14,0,1,4.4074887993198855e-5,6.842598701465212e-5,0.6441249869550447,415.0,19319.0,10243.0,20.0,Severely obese,Underweight
12,5,6,1,1,4.17714860589683e-5,0.0006371434527529608,0.06556056705673208,14707.0,2.0,-7426.0,1.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
15,1,14,0,1,3.6009244102065865e-5,0.0003235880236717935,0.11128113980692023,10.0,1705.0,26517.0,1972.0,Severely obese,Underweight
14,1,17,0,1,3.3416824604287176e-5,0.0009955414956395027,0.03356648090577211,3876.0,30047.0,31.0,370.0,Normal,Severely obese
15,3,6,1,1,3.1202426439498904e-5,0.008417333725408552,0.0037069251923933233,30129.0,-974.0,59743.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
12,4,6,1,1,3.0503203577308168e-5,9.240395910780647e-5,0.3301071065766834,616.0,92.0,2.0,-30211.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
14,3,14,0,1,2.700146769773485e-5,0.00034771272059802994,0.07765452943825327,242.0,25534.0,24692.0,1.0,Severely obese,Underweight
18,5,14,0,1,2.6443371102207423e-5,9.162633763058898e-5,0.28860010981579864,31368.0,316804.0,9.0,298925.0,Underweight,Severely obese
12,3,6,1,1,2.1400106897434652e-5,0.6537402316630345,3.2734878260429865e-5,-9.0,1.0,43147.0,1995.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
13,6,10,1,1,2.014200788974873e-5,9.339369458886782e-5,0.2156677490746745,0.0,1.0,45623.0,-11435.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
