x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
337593998058840001827235824826328308630,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,337593998058840001827235824826328308630,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
331058579252754877306180296595654476726,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,331058579252754877306180296595654476726,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
312692988957696864756978593347986470165,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,312692988957696864756978593347986470165,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
311637672613858571234736214810646788431,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,311637672613858571234736214810646788431,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
306434895996123207764123083823372853756,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,306434895996123207764123083823372853756,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
295253874768691683032257335221369907888,-100000000,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,295253874768691683032257335221369907888,-99999999,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
294351169611083582506613383457702142982,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,294351169611083582506613383457702142982,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
287693177544758794342715199755586785866,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,287693177544758794342715199755586785866,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
286934719086836748429872018157482824063,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,286934719086836748429872018157482824063,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
281638124503711970948473946530101305579,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,281638124503711970948473946530101305579,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
278606128490182739402829422903178430084,-1000,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,278606128490182739402829422903178430084,-999,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
273072589462253062255253919845217042901,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,273072589462253062255253919845217042901,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
