x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
337688837725623453953285098527198626923,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,337688837725623453953285098527198626923,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
337223745958939993268141579844443431306,-1000,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,337223745958939993268141579844443431306,-999,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
334139899994315558728798346589255686825,-1000,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,334139899994315558728798346589255686825,-999,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
331537934004929430468263930579986073159,-1000,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,331537934004929430468263930579986073159,-999,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
328415901822477554569609426903616908777,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,328415901822477554569609426903616908777,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
321194635139830392492648181996972737349,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,321194635139830392492648181996972737349,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
315523124582531932998337436965676340618,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,315523124582531932998337436965676340618,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
312902995373386218091735265797278278595,-10000000,"InexactError(:check_top_bit, UInt128, -10000000)",error,InexactError,1.0,312902995373386218091735265797278278595,-9999999,"InexactError(:check_top_bit, UInt128, -9999999)",error,InexactError,1
306615262064492887063332638836941530059,-1000000000000000000,"InexactError(:check_top_bit, UInt128, -1000000000000000000)",error,InexactError,1.0,306615262064492887063332638836941530059,-999999999999999999,"InexactError(:check_top_bit, UInt128, -999999999999999999)",error,InexactError,1
301980196170323417924619059294486304913,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,301980196170323417924619059294486304913,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
298381758586912577182019537669508492530,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,298381758586912577182019537669508492530,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
285378244380389572066420532216158434533,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,285378244380389572066420532216158434533,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
284722159561776047244509052755804458203,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,284722159561776047244509052755804458203,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
279706344748522098229173930841733943873,-1000,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,279706344748522098229173930841733943873,-999,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
265340568187676040016526126777481729059,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,265340568187676040016526126777481729059,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
262477597811261152615784859347533494075,-100000000,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,262477597811261152615784859347533494075,-99999999,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
255813816575588109495772138872229326333,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,255813816575588109495772138872229326333,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
250175306086743617433315805661915959568,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,250175306086743617433315805661915959568,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
235267008737253222584277878256796300887,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,235267008737253222584277878256796300887,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
