x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
339836752963692297202238815782055510700,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,339836752963692297202238815782055510700,0,339836752963692297202238815782055510700,valid,UInt128,1
328861819712067341838041664186139064112,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,328861819712067341838041664186139064112,0,328861819712067341838041664186139064112,valid,UInt128,1
325798988316099364518739447277542690930,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,325798988316099364518739447277542690930,0,325798988316099364518739447277542690930,valid,UInt128,1
320278937827418690108905228986726782541,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,320278937827418690108905228986726782541,0,320278937827418690108905228986726782541,valid,UInt128,1
310460048611552785342717031019090230200,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,310460048611552785342717031019090230200,0,310460048611552785342717031019090230200,valid,UInt128,1
294605520503956272514817870342212311804,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,294605520503956272514817870342212311804,0,294605520503956272514817870342212311804,valid,UInt128,1
288509185679692204042202195098960224124,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,288509185679692204042202195098960224124,0,288509185679692204042202195098960224124,valid,UInt128,1
280710090800538802662446210755130809259,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,280710090800538802662446210755130809259,0,280710090800538802662446210755130809259,valid,UInt128,1
280668915114776346764922476157783757968,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,280668915114776346764922476157783757968,0,280668915114776346764922476157783757968,valid,UInt128,1
273036377119730620934521738892432465546,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,273036377119730620934521738892432465546,0,273036377119730620934521738892432465546,valid,UInt128,1
267133004494403948357119855215694922131,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,267133004494403948357119855215694922131,0,267133004494403948357119855215694922131,valid,UInt128,1
252129186825753676356168819564617011304,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,252129186825753676356168819564617011304,0,252129186825753676356168819564617011304,valid,UInt128,1
240724515559077849003017524658717956422,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,240724515559077849003017524658717956422,0,240724515559077849003017524658717956422,valid,UInt128,1
237954554909400767351302675107754152505,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,237954554909400767351302675107754152505,0,237954554909400767351302675107754152505,valid,UInt128,1
234974997215459333374568358920874772691,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,234974997215459333374568358920874772691,0,234974997215459333374568358920874772691,valid,UInt128,1
234838450465043524973765939849962837786,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,234838450465043524973765939849962837786,0,234838450465043524973765939849962837786,valid,UInt128,1
213266878374970165387724598130923229715,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,213266878374970165387724598130923229715,0,213266878374970165387724598130923229715,valid,UInt128,1
213113271935008816332511555723011687531,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,213113271935008816332511555723011687531,0,213113271935008816332511555723011687531,valid,UInt128,1
206455959279020278508402023067542260309,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,206455959279020278508402023067542260309,0,206455959279020278508402023067542260309,valid,UInt128,1
206042363638361353763031289940543485119,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,206042363638361353763031289940543485119,0,206042363638361353763031289940543485119,valid,UInt128,1
201346575978932620622949282895328131055,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,201346575978932620622949282895328131055,0,201346575978932620622949282895328131055,valid,UInt128,1
186179482852682892397941608765371255246,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,186179482852682892397941608765371255246,0,186179482852682892397941608765371255246,valid,UInt128,1
185697033551022454869337918612949947178,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,185697033551022454869337918612949947178,0,185697033551022454869337918612949947178,valid,UInt128,1
169316507259471864682587853845937514628,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,169316507259471864682587853845937514628,0,169316507259471864682587853845937514628,valid,UInt128,1
168867342014339589448669052290296795884,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,168867342014339589448669052290296795884,0,168867342014339589448669052290296795884,valid,UInt128,1
164376256486024374973544943251596283697,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,164376256486024374973544943251596283697,0,164376256486024374973544943251596283697,valid,UInt128,1
163303192549455890768136464006151845576,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,163303192549455890768136464006151845576,0,163303192549455890768136464006151845576,valid,UInt128,1
151814754339710662562895838656769180092,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,151814754339710662562895838656769180092,0,151814754339710662562895838656769180092,valid,UInt128,1
147552498523879986265093170715702782629,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,147552498523879986265093170715702782629,0,147552498523879986265093170715702782629,valid,UInt128,1
143718545354097180453836208763850715619,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,143718545354097180453836208763850715619,0,143718545354097180453836208763850715619,valid,UInt128,1
143075912268403809557572000075675596229,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,143075912268403809557572000075675596229,0,143075912268403809557572000075675596229,valid,UInt128,1
131190525334417380742171431041075139128,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,131190525334417380742171431041075139128,0,131190525334417380742171431041075139128,valid,UInt128,1
115580165305712606844067256584686420166,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,115580165305712606844067256584686420166,0,115580165305712606844067256584686420166,valid,UInt128,1
109011155525014506167979188362225679643,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,109011155525014506167979188362225679643,0,109011155525014506167979188362225679643,valid,UInt128,1
107001550366930378477354453551801162445,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,107001550366930378477354453551801162445,0,107001550366930378477354453551801162445,valid,UInt128,1
105705862290484252211765962764064793899,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,105705862290484252211765962764064793899,0,105705862290484252211765962764064793899,valid,UInt128,1
101403843470428144649346918294056612038,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,101403843470428144649346918294056612038,0,101403843470428144649346918294056612038,valid,UInt128,1
98802928431508316705495715763893865469,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,98802928431508316705495715763893865469,0,98802928431508316705495715763893865469,valid,UInt128,1
87968738441214790809998691106095058935,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,87968738441214790809998691106095058935,0,87968738441214790809998691106095058935,valid,UInt128,1
82573358525885198948477467937383420337,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,82573358525885198948477467937383420337,0,82573358525885198948477467937383420337,valid,UInt128,1
80498715690895011541571896943658426814,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,80498715690895011541571896943658426814,0,80498715690895011541571896943658426814,valid,UInt128,1
67792311333604328613021467200987992198,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,67792311333604328613021467200987992198,0,67792311333604328613021467200987992198,valid,UInt128,1
60883031125076732759278275277000003052,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,60883031125076732759278275277000003052,0,60883031125076732759278275277000003052,valid,UInt128,1
60208312503510207829799421085208148750,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,60208312503510207829799421085208148750,0,60208312503510207829799421085208148750,valid,UInt128,1
46995229360126813776414866271366418536,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,46995229360126813776414866271366418536,0,46995229360126813776414866271366418536,valid,UInt128,1
30358657985494909934993562604862702130,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,30358657985494909934993562604862702130,0,30358657985494909934993562604862702130,valid,UInt128,1
17949496000236027737771033369494356718,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,17949496000236027737771033369494356718,0,17949496000236027737771033369494356718,valid,UInt128,1
11812256197678039677311965873823641458,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,3.0,11812256197678039677311965873823641458,0,11812256197678039677311965873823641458,valid,UInt128,1
2465765131051776467427956670739630544,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,4.0,2465765131051776467427956670739630544,0,2465765131051776467427956670739630544,valid,UInt128,1
2109897426377045367105534910085283231,-1,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,4.0,2109897426377045367105534910085283231,0,2109897426377045367105534910085283231,valid,UInt128,1
18334982212198140103,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,18334982212198140103,0,18334982212198140103,valid,UInt64,1
18313481776305503734,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,18313481776305503734,0,18313481776305503734,valid,UInt64,1
18277508546929545225,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,18277508546929545225,0,18277508546929545225,valid,UInt64,1
17794996361639999214,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,17794996361639999214,0,17794996361639999214,valid,UInt64,1
17188393489542954854,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,17188393489542954854,0,17188393489542954854,valid,UInt64,1
16767913151475548950,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,16767913151475548950,0,16767913151475548950,valid,UInt64,1
14576253394906779981,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,14576253394906779981,0,14576253394906779981,valid,UInt64,1
14375167897348467420,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,14375167897348467420,0,14375167897348467420,valid,UInt64,1
14151248711661781966,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,14151248711661781966,0,14151248711661781966,valid,UInt64,1
13716070685509620491,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,13716070685509620491,0,13716070685509620491,valid,UInt64,1
13535401369672350570,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,13535401369672350570,0,13535401369672350570,valid,UInt64,1
13104915041173883007,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,13104915041173883007,0,13104915041173883007,valid,UInt64,1
12546898262610766868,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,12546898262610766868,0,12546898262610766868,valid,UInt64,1
12528844683682519787,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,12528844683682519787,0,12528844683682519787,valid,UInt64,1
12257977696878176001,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,12257977696878176001,0,12257977696878176001,valid,UInt64,1
11886928907847797822,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,11886928907847797822,0,11886928907847797822,valid,UInt64,1
11190875596869133059,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,11190875596869133059,0,11190875596869133059,valid,UInt64,1
11159440089171276104,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,11159440089171276104,0,11159440089171276104,valid,UInt64,1
10734487232512564754,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,10734487232512564754,0,10734487232512564754,valid,UInt64,1
10301026168213079500,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,20.0,10301026168213079500,0,10301026168213079500,valid,UInt64,1
9365321142469462050,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,9365321142469462050,0,9365321142469462050,valid,UInt64,1
9033210981662905695,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,9033210981662905695,0,9033210981662905695,valid,UInt64,1
8331213801333720559,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,8331213801333720559,0,8331213801333720559,valid,UInt64,1
8083570408387935455,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,8083570408387935455,0,8083570408387935455,valid,UInt64,1
8035762389484453407,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,8035762389484453407,0,8035762389484453407,valid,UInt64,1
7672069461333400755,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,7672069461333400755,0,7672069461333400755,valid,UInt64,1
7532785996542938961,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,7532785996542938961,0,7532785996542938961,valid,UInt64,1
7311323083506143324,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,7311323083506143324,0,7311323083506143324,valid,UInt64,1
7179127575637419758,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,7179127575637419758,0,7179127575637419758,valid,UInt64,1
7073695445408413720,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,7073695445408413720,0,7073695445408413720,valid,UInt64,1
6951185632775954169,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,6951185632775954169,0,6951185632775954169,valid,UInt64,1
5614706682545008467,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,5614706682545008467,0,5614706682545008467,valid,UInt64,1
5188178869936973008,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,5188178869936973008,0,5188178869936973008,valid,UInt64,1
4728572031201975476,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,4728572031201975476,0,4728572031201975476,valid,UInt64,1
4647718154305947616,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,4647718154305947616,0,4647718154305947616,valid,UInt64,1
3745500516514096965,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,3745500516514096965,0,3745500516514096965,valid,UInt64,1
3199789657663487998,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,3199789657663487998,0,3199789657663487998,valid,UInt64,1
2963252249765720837,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,2963252249765720837,0,2963252249765720837,valid,UInt64,1
2915774424530335073,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,2915774424530335073,0,2915774424530335073,valid,UInt64,1
2841163831030474674,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,2841163831030474674,0,2841163831030474674,valid,UInt64,1
1767219922007404352,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,1767219922007404352,0,1767219922007404352,valid,UInt64,1
1386465344908831673,-1,"InexactError(:check_top_bit, UInt64, -1)",error,InexactError,21.0,1386465344908831673,0,1386465344908831673,valid,UInt64,1
-1,325028835664384459910648851241499875070,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,0,325028835664384459910648851241499875070,325028835664384459910648851241499875070,valid,UInt128,1
-1,314291776748689413169601819303447560627,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,0,314291776748689413169601819303447560627,314291776748689413169601819303447560627,valid,UInt128,1
-1,312469208585959952931786230265391656828,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,0,312469208585959952931786230265391656828,312469208585959952931786230265391656828,valid,UInt128,1
-1,310699195041775610332347557153329652403,"InexactError(:check_top_bit, UInt128, -1)",error,InexactError,2.0,0,310699195041775610332347557153329652403,310699195041775610332347557153329652403,valid,UInt128,1
