x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
333542792792346259684908092848513171500,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,333542792792346259684908092848513171500,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
327586591093897574099870701975139875470,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,327586591093897574099870701975139875470,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
310945482017100273026097281709675409602,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,310945482017100273026097281709675409602,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
308018144691800545405183341147313111726,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,308018144691800545405183341147313111726,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
306907658019161207863185323274154131010,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,306907658019161207863185323274154131010,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
306169641900897155422499417008498811899,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,306169641900897155422499417008498811899,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
300527360502012348631537175555479059612,-100000000,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,300527360502012348631537175555479059612,-99999999,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
294493808826017625988635240990737731415,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,294493808826017625988635240990737731415,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
288226921979549020333888795653652299900,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,288226921979549020333888795653652299900,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
287239103985109709527262341719478420236,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,287239103985109709527262341719478420236,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
