x,y,output,outputtype,datatype,metric,n_x,n_y,n_output,n_outputtype,n_datatype,count
339687204117559850922079762224314885901,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,339687204117559850922079762224314885901,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
327512368636315749971249399919950794750,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,327512368636315749971249399919950794750,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
322133482410822285261595881132865118784,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,322133482410822285261595881132865118784,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
314667585293307352722201050015058378444,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,314667585293307352722201050015058378444,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
310582217003178731909831390221402908588,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,310582217003178731909831390221402908588,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
307455537413836253384022954133116231671,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,307455537413836253384022954133116231671,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
306729681160940419072298228168733163399,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,306729681160940419072298228168733163399,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
293919750788801523768166667445288516098,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,293919750788801523768166667445288516098,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
289633461103262710315211581079847177744,-100000000,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,289633461103262710315211581079847177744,-99999999,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
285200517774297521906018521230432428454,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,285200517774297521906018521230432428454,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
282476949125159011832857680159104181650,-1000,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,282476949125159011832857680159104181650,-999,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
281121514598040334157326865780398777905,-100000000,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,281121514598040334157326865780398777905,-99999999,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
276667746227441326577109227715558061997,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,276667746227441326577109227715558061997,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
251550698847360844529692143424171449256,-100000000,"InexactError(:check_top_bit, UInt128, -100000000)",error,InexactError,1.0,251550698847360844529692143424171449256,-99999999,"InexactError(:check_top_bit, UInt128, -99999999)",error,InexactError,1
227254742846066000814335327912339042089,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,227254742846066000814335327912339042089,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
226426518472557862873329566283944611695,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,226426518472557862873329566283944611695,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
221399491526807554950653569783093759902,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,221399491526807554950653569783093759902,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
215042368176160370763477942156959904356,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,215042368176160370763477942156959904356,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
214992562238069219520624622484214229277,-1000,"InexactError(:check_top_bit, UInt128, -1000)",error,InexactError,1.0,214992562238069219520624622484214229277,-999,"InexactError(:check_top_bit, UInt128, -999)",error,InexactError,1
213482265725908126824342202477301696403,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,213482265725908126824342202477301696403,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
211874006315797404082993513396261026299,-10000000000000000,"InexactError(:check_top_bit, UInt128, -10000000000000000)",error,InexactError,1.0,211874006315797404082993513396261026299,-9999999999999999,"InexactError(:check_top_bit, UInt128, -9999999999999999)",error,InexactError,1
205075298603331939169711643200700928691,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,205075298603331939169711643200700928691,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
204481854288535508779876056995780415867,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,204481854288535508779876056995780415867,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
198662713039811127235625800340366981849,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,198662713039811127235625800340366981849,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
192904573220432534219812726525476784488,-100,"InexactError(:check_top_bit, UInt128, -100)",error,InexactError,1.0,192904573220432534219812726525476784488,-99,"InexactError(:check_top_bit, UInt128, -99)",error,InexactError,1
189617646548579424497026772663204767232,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,189617646548579424497026772663204767232,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
187358810559771290951123132500360978572,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,187358810559771290951123132500360978572,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
183048910261742350477409413743714010940,-1000000000,"InexactError(:check_top_bit, UInt128, -1000000000)",error,InexactError,1.0,183048910261742350477409413743714010940,-999999999,"InexactError(:check_top_bit, UInt128, -999999999)",error,InexactError,1
175658881358813585384435701555647008827,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,175658881358813585384435701555647008827,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
175142016738489446621711118678681897984,-10,"InexactError(:check_top_bit, UInt128, -10)",error,InexactError,1.0,175142016738489446621711118678681897984,-9,"InexactError(:check_top_bit, UInt128, -9)",error,InexactError,1
160209247567325425660615020516220002361,-10000,"InexactError(:check_top_bit, UInt128, -10000)",error,InexactError,1.0,160209247567325425660615020516220002361,-9999,"InexactError(:check_top_bit, UInt128, -9999)",error,InexactError,1
